Rank,East,North,Level,Au_ppm,target_Au,KNN_pred,KNN_proba,Regresion_Logistica_pred,Regresion_Logistica_proba,Arbol_Decision_pred,Arbol_Decision_proba,Random_Forest_pred,Random_Forest_proba,KNN_Regressor_pred_ppm,Ridge_pred_ppm,Arbol_Decision_Regressor_pred_ppm,Random_Forest_Regressor_pred_ppm
1163,8318.001,6855.961,1330.039,0.014,0,1,0.6,0,0.14961105951008258,0,0.03278688524590164,0,0.02,1.8544137167564863,0.6118112526859494,0.37251395480634897,0.6342764291507773
1164,7749.635,7376.631,1198.0,0.005,0,0,0.0,0,0.12079184774421581,0,0.06818181818181818,0,0.01,0.7839582130029646,0.8322766911454389,0.37251395480634897,0.6337752170444353
1165,11615.695,8856.134,1193.41,0.0025,0,0,0.0,0,0.0048607419216359,0,0.0,0,0.0,0.3065469795501437,1.389707989782825,0.555,0.6335752555729204
1166,6125.7,7520.748,916.0,0.024,0,0,0.4,0,0.24307291391734748,0,0.0,0,0.14,2.1904933070766233,0.9371325967956634,0.37251395480634897,0.633160080005161
1167,8895.97,5503.07,1276.82,0.09,0,0,0.0,0,0.003275707445491478,0,0.0,0,0.0,0.38552378108909185,1.530033543002732,0.555,0.6331000869592062
1168,5111.019,6689.958,1012.639,0.0025,0,0,0.0,0,0.009600838998667174,0,0.0,0,0.0,0.38552378108909185,0.7842242832268373,0.555,0.6329840121648682
1169,6222.612,7041.92,1277.0,0.0025,0,0,0.0,0,0.006709888460033906,0,0.0,0,0.0,1.1029186177905423,1.6891921806010317,0.17964990763046554,0.6327905659425328
1170,11844.238,6031.247,1478.17,0.005,0,0,0.0,0,0.007351205018588335,0,0.0,0,0.01,0.3270633553995527,1.229537303788692,0.555,0.6327183906116761
1171,7537.0,5166.0,1320.0,0.0025,0,0,0.0,0,0.006959267573706189,0,0.0,0,0.0,0.27099200403208507,1.9617170357225775,0.555,0.6322442847161569
1172,6148.0,6960.0,1293.0,0.0025,0,0,0.0,0,0.0014316891612798862,0,0.0,0,0.0,0.3979290805919188,1.8708048861696032,0.17964990763046554,0.6321016925535794
1173,5377.0,6984.0,973.0,0.0025,0,0,0.0,0,0.0025584619008849206,0,0.0,0,0.0,0.38552378108909185,0.546950592909575,0.555,0.6319600798728868
1174,10896.122,5998.548,1514.0,0.0025,0,0,0.0,0,0.006380362755609747,0,0.0,0,0.0,0.3044823647206258,0.5343036294305819,0.555,0.6316232091500489
1175,8975.109,6234.498,1437.289,0.0025,0,0,0.0,0,0.004307769093488522,0,0.0,0,0.0,0.38552378108909185,0.7177804230298441,0.555,0.6314621133191212
1176,9549.563,9700.593,1430.0,0.0025,0,0,0.0,0,0.08120293252072425,0,0.0,0,0.01,0.33057508587079565,-0.19909969824686294,0.6375954356047695,0.6313722583011495
1177,6183.13,7394.712,1013.0,0.008,0,1,0.6,0,0.25132203683346277,0,0.06719367588932806,0,0.07,0.6587361527023079,1.0708466533016958,0.6375954356047695,0.629362359580154
1178,5336.513,6529.943,1181.0,0.01,0,0,0.0,0,0.008098629945266484,0,0.0,0,0.01,0.6375778238615782,0.9825061824362601,0.17964990763046554,0.6293282180394827
1179,10977.125,7720.589,1344.0,0.0025,0,0,0.0,0,0.00018212743631729005,0,0.0,0,0.0,0.38552378108909185,1.5091326493773642,0.555,0.6285426345200729
1180,12105.873,7738.184,1388.0,0.005,0,0,0.0,0,0.0023872028357539627,0,0.0,0,0.0,0.3065469795501437,1.331952580868156,0.555,0.6283238218319316
1181,7399.22,8631.432,642.17,0.0025,0,0,0.0,0,0.0018310685560040108,0,0.0,0,0.0,0.7333911889553449,0.5836631986082204,0.17964990763046554,0.6281362146065904
1182,7711.0,6971.0,1317.0,0.0025,0,0,0.0,0,0.015195622676918449,0,0.0,0,0.0,0.2823718422498907,0.8554710376279808,0.555,0.6268657207782479
1183,5319.665,8036.053,590.0,0.009,0,0,0.0,0,0.24659526380300203,0,0.0,0,0.03,0.305783041149033,1.0862011137566767,0.17964990763046554,0.6264373287788438
1184,4180.011,6659.249,625.0,0.018,0,0,0.0,0,0.06009650668403641,0,0.02702702702702703,0,0.02,0.7138818484676923,0.416268187501724,0.4765442467801234,0.6252198762350352
1185,5598.0,8339.0,600.0,0.006,0,0,0.0,0,0.11931028429565303,0,0.0,0,0.01,1.584242888545356,0.7724526050267765,0.17964990763046554,0.6251120917737047
1186,7741.41,7368.99,1195.0,0.0025,0,0,0.0,0,0.02390753472268169,0,0.0,0,0.01,0.7591736839586514,0.8526276767839414,0.37251395480634897,0.6250533009459436
1187,10960.114,6020.15,1530.0,0.007,0,0,0.0,0,0.03180061784109868,0,0.06719367588932806,0,0.19,0.3044823647206258,0.3691790071992881,0.1867157979021039,0.6246308338746058
1188,6732.0,7802.0,1030.0,0.0025,0,0,0.0,0,0.004946854582789789,0,0.0,0,0.0,0.38552378108909185,1.3920143795752462,0.555,0.6243334437271546
1189,6610.596,7633.559,968.0,0.053,0,0,0.4,0,0.07021539527563023,0,0.0,0,0.02,1.1170055073980056,0.7965616242239117,0.37251395480634897,0.6242144628796729
1190,7149.0,7626.0,1129.0,0.0025,0,0,0.0,0,0.00244720463781123,0,0.0,0,0.0,0.4215476378590439,0.7403952819703804,0.555,0.6239218874782928
1191,7548.625,7331.734,1265.0,0.067,0,0,0.2,0,0.4490119059333427,0,0.06719367588932806,0,0.16,0.37972095482130497,0.977178123599305,0.1867157979021039,0.6238520338454469
1192,5153.999,7735.219,593.0,0.013,0,0,0.2,0,0.021477978066976135,0,0.0,0,0.02,0.30494264708450575,-0.35945792333648574,0.1867157979021039,0.6237189303989887
1193,9992.0,8993.0,1185.0,0.0025,0,0,0.0,0,0.0066242603036786845,0,0.0,0,0.0,0.38552378108909185,1.509330747849455,0.555,0.6227647674238612
1194,6576.0,8180.0,797.0,0.046,0,0,0.0,0,0.14099958804794185,0,0.0,0,0.08,2.090133869998031,0.5710420424104604,10.665890931652221,0.6220172395460606
1195,5627.657,8011.16,592.0,0.0025,0,0,0.2,0,0.18398267545289096,0,0.06719367588932806,0,0.05,1.431973845396025,0.6002425555319091,0.1867157979021039,0.6218371344355158
1196,6768.0,7610.0,1070.0,0.005,0,0,0.0,0,0.002093794146511626,0,0.0,0,0.0,0.38552378108909185,0.7015156288022328,0.555,0.620272250474247
1197,5576.0,4860.0,794.0,0.0025,0,0,0.0,0,0.004912325523777566,0,0.0,0,0.01,0.3784051391518745,3.572785931919351,0.17964990763046554,0.6200797791817392
1198,6554.0,6930.0,1267.069,0.0025,0,0,0.0,0,0.0017324761782112005,0,0.0,0,0.0,1.4147130680143842,0.36454525031617185,0.17964990763046554,0.6194610683256516
1199,7412.519,8835.057,677.0,0.0025,0,0,0.0,0,0.0026697973372350244,0,0.0,0,0.0,0.3972496056255347,0.5410438546220546,0.1867157979021039,0.6193177907173004
1200,8122.0,6722.0,1411.0,0.0025,0,0,0.0,0,0.0057194356183259505,0,0.0,0,0.0,0.3251514733447335,2.970630574356262,0.17964990763046554,0.6192338286791341
1201,7633.0,7377.0,1218.0,0.0025,0,0,0.0,0,0.0034319913236015606,0,0.0,0,0.0,0.38552378108909185,0.7681178940051491,0.555,0.6191536268697714
1202,5338.0,6092.0,1214.0,0.01,0,0,0.0,0,0.08614965290579989,0,0.0,0,0.03,0.46154284215624136,0.8055222964471682,0.17964990763046554,0.6191035886171541
1203,5635.132,6203.076,1244.0,0.043,0,0,0.4,0,0.18056234355571535,0,0.0,0,0.15,0.31042284975428286,-0.3663738005077368,1.1783710079833332,0.6185699275794856
1204,10293.22,6104.378,1471.83,0.008,0,0,0.0,0,0.10714939981326048,0,0.0,0,0.06,0.48700733618273656,0.8044382810903308,0.37251395480634897,0.6185137752674039
1205,5377.0,6983.0,973.0,0.0025,0,0,0.0,0,0.0016541470715457358,0,0.0,0,0.0,0.38552378108909185,0.2840099579552865,0.17964990763046554,0.6183581114048284
1206,8361.979,6222.042,1443.039,0.019,0,0,0.0,0,0.00029971574499413484,0,0.0,0,0.01,1.3277400407895552,0.9624347140570818,0.1867157979021039,0.6183396306074408
1207,5218.0,8311.0,370.0,0.0025,0,0,0.2,0,0.0028532796304898936,0,0.06719367588932806,0,0.04,0.38552378108909185,-0.12017698483602626,0.1867157979021039,0.6179876841439301
1208,6847.915,6724.651,1337.959,0.0025,0,0,0.0,0,0.0036658900803937062,0,0.0,0,0.0,0.38552378108909185,0.42963764784647235,0.555,0.6178698822019917
1209,7688.0,7382.0,1187.0,0.005,0,0,0.0,0,0.022111528308810944,0,0.0,0,0.01,0.4557223897891898,0.9405531395063735,0.555,0.6177087726174504
1210,6348.0,7735.0,870.0,0.0025,0,0,0.0,0,0.017058249634547287,0,0.0,0,0.0,0.33261787027938006,1.6672333624190754,0.555,0.6172271659018755
1211,5656.0,8013.0,593.0,0.039,0,0,0.0,0,0.08477503110867475,0,0.0,0,0.0,0.3152658647020276,0.3034208563287415,0.17964990763046554,0.6166488023856229
1212,10305.331,6101.508,1476.73,0.012,0,0,0.2,0,0.1011855850291411,0,0.03278688524590164,0,0.05,0.7996322213595494,0.7756567659778745,0.6375954356047695,0.6162400865106739
1213,11027.012,6514.599,1485.18,0.009,0,0,0.0,0,0.017468312187499665,0,0.0,0,0.03,0.8122589821787154,1.8016349365815967,0.555,0.6160259674542716
1214,7333.999,7453.029,1280.549,0.013,0,0,0.0,0,0.058606123175401884,0,0.06719367588932806,0,0.08,0.4831533937795223,0.38390863830610533,1.0310368953501068,0.6158889512753539
1215,11905.722,8212.004,1269.0,0.0025,0,0,0.0,0,0.004016195719408036,0,0.0,0,0.0,0.38552378108909185,2.1094717357629014,0.555,0.6151467264677299
1216,11548.95,9832.829,1412.9,0.012,0,0,0.0,0,0.035360245684602915,0,0.06818181818181818,0,0.07,0.44832501474308817,0.13538186749051012,0.1867157979021039,0.615091461212149
1217,7957.723,7749.313,1039.0,0.0025,0,0,0.0,0,0.018076695817051784,0,0.0,0,0.0,0.459644683355312,1.5935059194513066,0.17964990763046554,0.6148952646908932
1218,7040.0,7506.0,1176.0,0.0025,0,0,0.0,0,0.0030964259857566095,0,0.0,0,0.01,1.8381471809085652,1.8656785128911444,0.17964990763046554,0.613791693542568
1219,4925.0,8133.0,332.0,0.03,0,0,0.0,1,0.5858113745288248,0,0.38461538461538464,0,0.19,0.6571518730744634,0.44354127383853914,0.722991173496274,0.6134473792817245
1220,8914.314,9028.546,1108.39,0.0025,0,0,0.0,0,0.0018705033487972113,0,0.0,0,0.0,0.38552378108909185,2.169167170605199,0.555,0.6133350743827193
1221,13566.359,7659.223,1461.89,0.0025,0,0,0.0,0,0.016529116280273412,0,0.0,0,0.0,0.3037241218861891,2.2017675362892817,0.555,0.6130330814728824
1222,7313.698,9144.563,880.19,0.0025,0,0,0.0,0,0.00521357879973138,0,0.0,0,0.01,0.3291183650851148,-0.0028532214597263438,0.17964990763046554,0.6129990383234811
1223,4677.064,6180.09,1087.0,0.033,0,0,0.0,0,0.05693276810103857,0,0.0,0,0.01,0.7971074893040758,0.928988071091178,0.555,0.6126061077046641
1224,8760.931,5472.188,1292.699,0.01,0,0,0.0,0,0.06785270015134373,0,0.0,0,0.14,0.40114424522770137,0.9761895921768533,0.4765442467801234,0.6124812418037731
1225,8189.023,6997.946,1317.179,0.017,0,0,0.0,0,0.1124500596571637,0,0.06818181818181818,0,0.01,0.4258409498054846,0.6598436131987194,0.37251395480634897,0.6124010616560442
1226,11612.946,7838.838,1303.0,0.0025,0,0,0.0,0,0.0007458529945929776,0,0.0,0,0.0,0.3979290805919187,2.2392856784772195,0.17964990763046554,0.6123154676627496
1227,3935.62,6142.321,600.0,0.006,0,0,0.0,0,0.0042252521344141895,0,0.0,0,0.0,0.28009205566249185,1.0885903947376172,0.555,0.611911038723799
1228,10874.845,6988.61,1376.58,0.006,0,0,0.0,0,0.0005790936556124592,0,0.0,0,0.02,0.7056599329045754,-0.6771302553488763,0.17964990763046554,0.6114626110779209
1229,7736.492,5339.727,1412.109,0.005,0,0,0.2,0,0.13849815458131443,0,0.0,0,0.01,1.231748521164469,0.783054329828837,0.17964990763046554,0.6112422945838583
1230,9944.644,6620.537,1462.0,0.0025,0,0,0.0,0,0.0027066868988655773,0,0.0,0,0.0,0.38552378108909185,1.099660168351897,0.555,0.6107685625324298
1231,11718.693,9882.244,1377.61,0.005,0,0,0.0,0,0.1744594273246641,0,0.0,0,0.04,0.7432911466322227,0.7466576652410397,0.17964990763046554,0.6103487536850682
1232,12227.806,9830.008,1333.33,0.005,0,0,0.2,0,0.0011413175402669028,0,0.0,0,0.0,0.6824652472165331,-0.04478632825894427,0.6375954356047695,0.6102946531827855
1233,6791.0,7992.0,938.0,0.0025,0,0,0.2,0,0.13526575413570963,0,0.02702702702702703,0,0.06,2.0500754889374235,0.9473172259238535,0.17964990763046554,0.6102031873924387
1234,3475.379,6987.782,95.0,0.0025,0,0,0.0,0,0.018354428203705597,0,0.0,0,0.0,2.5530502235532717,0.5811660483011354,0.1867157979021039,0.6100684100232185
1235,4136.389,7618.941,183.79,0.005,0,0,0.4,0,0.05648678716833768,0,0.0,0,0.03,3.951843834289037,0.6605872333135097,0.1867157979021039,0.6098595125858891
1236,7088.0,5445.0,1267.0,0.0025,0,0,0.0,0,0.0036140074483491753,0,0.0,0,0.0,0.28009205566249185,1.7200016426961624,0.555,0.6096751194219098
1237,6600.749,6751.646,1352.149,0.005,0,0,0.0,0,0.008801897673627187,0,0.0,0,0.0,0.3251514733447335,2.1491698557100785,0.17964990763046554,0.609662439552567
1238,9938.961,7979.888,1098.0,0.0025,0,0,0.0,0,0.0011371370679830568,0,0.0,0,0.0,0.27099200403208507,3.3648797675587057,0.17964990763046554,0.6094555839306789
1239,9249.006,6440.427,1396.53,0.0025,0,0,0.0,0,0.006062705564996318,0,0.0,0,0.0,0.38552378108909185,2.0841553740526804,0.555,0.6090723043635888
1240,7827.658,7305.075,1170.169,0.0025,0,0,0.0,0,0.05103758591282617,0,0.03278688524590164,0,0.01,0.8492175899817223,0.5834488359795802,0.17964990763046554,0.6088628732968046
1241,4687.75,7910.0,316.0,0.0025,0,0,0.0,0,0.001731197943190498,0,0.0,0,0.01,0.38552378108909185,-0.48841304661386525,0.1867157979021039,0.6074942100554774
1242,13420.369,7979.213,1461.0,0.008,0,0,0.0,0,0.0016365298479806888,0,0.0,0,0.0,0.28009205566249185,1.2976774832931264,0.17964990763046554,0.6067426556719893
1243,5211.113,7777.32,594.0,0.0025,0,0,0.0,0,0.017582901781101563,0,0.0,0,0.01,0.29648201362072496,-0.20216498591101587,0.1867157979021039,0.6065574050954243
1244,13564.38,7700.069,1464.32,0.0025,0,0,0.0,0,0.0010460743866267204,0,0.0,0,0.0,0.38552378108909185,2.629095070709768,0.555,0.6061962206525299
1245,5057.557,6403.278,1240.0,0.005,0,0,0.0,0,0.003422450050583557,0,0.0,0,0.0,0.28009205566249185,2.467702732517421,0.555,0.6060126698832216
1246,7254.0,5305.0,1371.0,0.0025,0,0,0.0,0,0.003792405090702384,0,0.0,0,0.0,0.4215476378590439,1.8171050331244951,0.555,0.6045982049697733
1247,6041.007,7656.266,825.0,0.0025,0,0,0.0,0,0.0012255016965164905,0,0.03278688524590164,0,0.0,0.2619062572295838,1.825324875874708,0.17964990763046554,0.6042906525722319
1248,8331.0,6099.0,1439.0,0.0025,0,0,0.0,0,0.006091470835376764,0,0.0,0,0.0,0.38552378108909185,1.5294560330112899,0.555,0.6042807752980528
1249,7271.0,5300.0,1346.0,0.0025,0,0,0.0,0,0.003876660734457221,0,0.0,0,0.0,0.28009205566249185,1.9240529209610255,0.555,0.6038857407871367
1250,6430.254,7774.135,936.0,0.026,0,0,0.0,0,0.15861477450982958,0,0.0,0,0.03,0.49501945391610747,0.7449459092523838,0.37251395480634897,0.6033792595215298
1251,6808.0,6730.0,1357.0,0.0025,0,0,0.0,0,0.0017848083287976537,0,0.0,0,0.0,0.38552378108909185,0.7693971343377312,0.555,0.6032655242660626
1252,7983.017,6489.989,1381.939,0.0025,0,0,0.0,0,0.0027431640619172424,0,0.0,0,0.0,0.38552378108909185,1.8820917596377147,0.555,0.6030571079437892
1253,7393.0,7494.0,1257.0,0.009,0,0,0.0,0,0.0063299044821759605,0,0.06719367588932806,0,0.0,0.38552378108909185,0.844967608762937,0.4765442467801234,0.6029592857173556
1254,12363.0,6098.0,1477.0,0.0025,0,0,0.0,0,0.0011144491356815,0,0.0,0,0.0,0.38552378108909185,1.900523306042077,0.555,0.6028579190955257
1255,4954.928,6572.46,1101.0,0.026,0,0,0.0,0,0.006556727650712101,0,0.0,0,0.0,1.1029186177905423,1.3065422743367003,0.17964990763046554,0.6027763118446301
1256,4525.71,7814.43,321.0,0.02,0,0,0.4,0,0.20483774439860822,0,0.06719367588932806,0,0.38,3.085776336975822,0.6991898011251823,0.1867157979021039,0.6020810967982648
1257,4522.1,7817.8,320.0,0.005,0,0,0.0,0,0.0005191124932632965,0,0.0,0,0.04,0.29306503832381803,-0.7530696580895123,0.1867157979021039,0.6011986330733117
1258,12565.265,9342.622,1297.56,0.048,0,1,0.6,0,0.003917611504800353,0,0.06719367588932806,0,0.05,0.5416662061421317,2.414768239044755,0.1867157979021039,0.6011080166895919
1259,7483.145,7669.697,1193.0,0.0025,0,0,0.2,0,0.014265282400328955,0,0.03278688524590164,0,0.0,0.21282257268496418,0.831089073765115,0.555,0.6007042140260062
1260,5052.817,6403.458,1235.0,0.0025,0,0,0.0,0,0.013872904768536315,0,0.0,0,0.0,0.28009205566249196,0.8665280178082787,0.555,0.6005936081350783
1261,5186.0,6509.0,1164.0,0.0025,0,0,0.0,0,0.0020272215618531877,0,0.0,0,0.0,0.38552378108909185,0.6729732251492202,0.555,0.6005415455553798
1262,6324.454,7869.724,918.0,0.0025,0,0,0.4,0,0.06869794689767439,0,0.0,0,0.01,2.208813658148536,1.2761575934846376,0.17964990763046554,0.6002400764769685
1263,7638.491,5312.616,1412.109,0.016,0,0,0.0,0,0.24346470339970072,0,0.06719367588932806,0,0.08,0.6143947688136546,1.0131294707074328,0.1867157979021039,0.6000424222395058
1264,4289.216,7630.576,272.04,0.0025,0,0,0.0,0,0.027657074982857716,0,0.0,0,0.01,2.208813658148536,0.9054427103056476,1.377,0.6000072529622063
1265,6497.0,7701.0,953.0,0.673,1,0,0.2,0,0.06449118005108055,0,0.4666666666666667,1,0.73,0.574802482106731,0.8885127515963187,0.4765442467801234,0.5999400507226852
1266,4633.993,6580.535,873.0,0.069,0,0,0.2,0,0.2924702886433391,0,0.06818181818181818,0,0.09,0.7873127556981572,0.7338659893215888,0.555,0.5999000575769475
1267,5740.198,3719.372,979.56,0.0025,0,0,0.4,0,0.14909428700759914,0,0.06818181818181818,0,0.02,0.33219743060734314,0.9035762785841736,0.1867157979021039,0.5996412362342207
1268,6457.475,8521.712,631.0,0.0025,0,0,0.0,0,0.032240594585645675,0,0.06719367588932806,0,0.04,0.5573545727342072,0.4948726025634976,0.4765442467801234,0.5995457223206525
1269,7715.0,7324.0,1229.0,0.0025,0,0,0.0,0,0.0021223475288204723,0,0.0,0,0.0,0.38552378108909185,0.8804228286541119,0.555,0.5989525195812972
1270,5881.436,6165.981,1262.0,0.0025,0,0,0.0,0,0.014296179486166571,0,0.0,0,0.0,1.1469140223327945,1.1596344179116522,0.17964990763046554,0.5989327983461434
1271,6737.0,6730.0,1357.0,0.007,0,0,0.0,0,0.00171567381514316,0,0.0,0,0.0,1.2608487471402665,0.8402305354170626,0.17964990763046554,0.5987550560895097
1272,7646.0,7409.0,1213.0,0.005,0,0,0.0,0,0.07918913008964774,0,0.0,0,0.01,0.4915888632108397,0.522236684654904,0.37251395480634897,0.5983658670004703
1273,5519.347,6483.03,1258.0,0.0025,0,0,0.0,0,0.006640562479036458,0,0.0,0,0.0,0.38552378108909185,1.6212145990757034,0.555,0.5981802910355905
1274,4627.629,6320.873,1030.0,0.073,0,0,0.0,0,0.14523557989417293,0,0.06719367588932806,0,0.21,0.7984280312524447,0.9659122033318177,0.17964990763046554,0.5980370742548146
1275,6199.521,7206.243,1169.099,0.011,0,0,0.0,0,0.005339389547031654,0,0.0,0,0.0,0.38552378108909185,0.43459361054308443,0.555,0.5979852221307957
1276,5638.0,6216.0,1236.0,0.014,0,0,0.2,0,0.06188799887465399,0,0.0,0,0.02,0.717439497500026,0.6796998627753864,0.17964990763046554,0.5979556602926059
1277,8275.955,6903.998,1317.179,0.017,0,0,0.0,0,0.03571490537171849,0,0.03278688524590164,0,0.02,0.38230187187926495,0.6477746679271263,1.7429999999999999,0.5976074993910973
1278,5107.31,8318.08,362.0,0.0025,0,0,0.0,0,0.0004245702849029554,0,0.0,0,0.0,0.7775878791682885,2.7483119135005794,0.17964990763046554,0.5971675045566904
1279,6973.099,4908.679,1117.0,0.401,1,0,0.2,1,0.5657831073282102,1,1.0,1,0.8,0.4869043355376148,0.4998056090139754,0.6181337712268828,0.5970946321195391
1280,4526.23,7813.82,321.0,0.015,0,0,0.0,0,0.0017182132674221457,0,0.06719367588932806,0,0.04,0.22356764044824984,-0.7578874164936014,0.1867157979021039,0.5965986479969165
1281,7683.43,4469.841,1036.0,0.0025,0,0,0.0,0,0.010256753874581831,0,0.0,0,0.0,0.3251514733447335,3.815167495716522,0.17964990763046554,0.5965647028114082
1282,9337.693,7044.911,1387.87,0.0025,0,0,0.0,0,0.004626057079014748,0,0.0,0,0.0,0.38552378108909185,0.7445049316460783,0.555,0.5953773995350702
1283,4873.81,6262.021,1196.0,0.019,0,0,0.0,0,0.04260632772971604,0,0.06719367588932806,0,0.05,0.2770138185805674,-0.10044623015309419,0.6375954356047695,0.5950383067825757
1284,9593.964,5867.029,1410.489,0.007,0,0,0.0,0,0.06575742051668833,0,0.0,0,0.03,0.6851837423931506,0.22547868602065038,0.37251395480634897,0.5947556610795479
1285,8463.307,4830.322,1141.09,0.0025,0,0,0.0,0,0.004470011161069882,0,0.0,0,0.0,0.3979290805919188,1.4372203954787075,0.17964990763046554,0.5946354118245972
1286,6136.528,7512.999,937.0,0.049,0,0,0.0,0,0.14260705020538994,0,0.06818181818181818,0,0.07,0.5463250187851839,0.8531564118291068,0.37251395480634897,0.5944611609234758
1287,12269.916,8235.052,1215.39,0.0025,0,0,0.0,0,0.001169760920266606,0,0.0,0,0.0,0.38552378108909185,2.1735802432596385,0.555,0.5942660917359579
1288,5200.0,6440.0,1203.0,0.0025,0,0,0.0,0,0.015718802387335765,0,0.0,0,0.0,0.38552378108909185,0.8260444079482734,0.555,0.594177699569061
1289,8686.428,8977.299,1091.36,0.006,0,0,0.0,0,0.003014655848154729,0,0.0,0,0.02,0.38552378108909185,1.016591093469546,0.555,0.5938069494199458
1290,7777.02,5872.0,1369.029,0.0025,0,0,0.4,0,0.07987695646416902,1,0.8888888888888888,0,0.13,0.5331138592526267,0.565436792150424,0.4765442467801234,0.5934144234887656
1291,5541.781,6837.542,1156.639,0.093,0,0,0.0,0,0.2663966480695584,0,0.06719367588932806,0,0.13,1.8466534236078929,1.0925159779267328,0.1867157979021039,0.5934071995108829
1292,5382.598,8030.441,596.0,0.0025,0,0,0.0,0,0.1798583204408373,0,0.0,0,0.0,0.21813474561844415,0.6665296229646647,0.17964990763046554,0.5933602833265097
1293,6381.42,6659.103,1352.149,0.0025,0,0,0.2,0,0.017234510048801874,0,0.0,0,0.0,0.38552378108909185,0.9502166413866451,0.555,0.5930515640149934
1294,9447.0,6429.0,1497.0,0.006,0,0,0.0,0,0.10616003970799055,0,0.03278688524590164,0,0.02,0.2759026270804661,0.9736059025068724,0.37251395480634897,0.592621372241966
1295,12478.309,9381.667,1336.14,0.0025,0,0,0.0,0,0.007900404102810505,0,0.0,0,0.04,0.5873491075454258,-0.09744545798756005,0.555,0.5924234111330725
1296,5427.199,6358.933,1317.0,0.005,0,0,0.0,0,0.020754899486969937,0,0.0,0,0.0,0.3270633553995527,0.21342291967091298,0.555,0.5923913935725744
1297,4985.642,8193.464,400.0,0.0025,0,0,0.0,0,0.0010741081283566632,0,0.06719367588932806,0,0.02,1.2608487471402665,0.16488325862572054,0.1867157979021039,0.5922040881447811
1298,6025.987,6152.051,1219.529,0.017,0,0,0.0,0,0.009924322559360918,0,0.0,0,0.01,0.38552378108909185,0.6333823227530675,0.555,0.5920270346809832
1299,5353.0,6890.0,1127.0,0.0025,0,0,0.0,0,0.0020315381274687645,0,0.0,0,0.0,0.38552378108909185,1.5660382183102826,0.555,0.5919490384872936
1300,6460.375,8364.004,728.0,0.013,0,0,0.0,0,0.0054074712274357365,0,0.06719367588932806,0,0.12,0.23675008942651043,-0.10652735855279352,0.1867157979021039,0.5917921740309849
1301,11899.552,10003.919,1357.18,0.0025,0,0,0.0,0,0.0008781225014082393,0,0.0,0,0.0,0.3270633553995527,3.234330926729825,0.555,0.5913792793182973
1302,4384.887,7684.654,374.0,0.02,0,0,0.0,0,0.012578169768776636,0,0.06719367588932806,0,0.02,0.572736966395243,0.032924933451103595,0.1867157979021039,0.591092620703217
1303,8431.0,7254.0,1221.999,0.0025,0,0,0.0,0,0.010208421721319574,0,0.0,0,0.0,0.4492242554703022,1.2297770412322482,0.1867157979021039,0.5908276205452074
1304,9571.97,5812.991,1410.489,0.0025,0,0,0.0,0,0.006965815947881808,0,0.0,0,0.0,0.38552378108909185,0.7068298061218664,0.555,0.5903023012667107
1305,6454.0,7701.0,937.0,0.014,0,0,0.2,0,0.11450826992540807,0,0.0,0,0.03,1.25014282118981,0.9843338268881794,0.37251395480634897,0.5901813026231306
1306,6688.0,7269.0,1077.0,0.0025,0,0,0.0,0,0.002955669022765394,0,0.0,0,0.0,0.3065469795501437,1.537092764958897,0.555,0.5898859414296704
1307,10469.84,7559.584,1233.0,0.0025,0,0,0.0,0,0.0014422484394672058,0,0.0,0,0.0,0.38552378108909185,1.590520369663557,0.17964990763046554,0.5896273219847509
1308,6748.0,6734.0,1363.0,0.0025,0,0,0.0,0,0.004218669015302886,0,0.0,0,0.0,0.38552378108909185,0.5881958234614506,0.555,0.5888822063544127
1309,7564.0,6709.0,1317.0,0.007,0,0,0.0,0,0.0036479677480903004,0,0.0,0,0.0,0.38552378108909185,1.1047609672997611,0.555,0.5885730952809625
1310,6645.372,5139.584,1171.169,0.011,0,0,0.2,0,0.013833899798682388,0,0.0,0,0.0,0.38552378108909185,0.5190961959065751,0.555,0.5878381038422895
1311,10768.307,7211.44,1354.0,0.0025,0,0,0.0,0,0.017586477705798523,0,0.0,0,0.08,1.0762589786015593,-0.18865633788453048,0.1867157979021039,0.587440382857896
1312,6868.257,5977.895,1080.259,0.0025,0,0,0.0,0,0.048060830377397466,0,0.0,0,0.03,0.8811947458656548,0.7672003009084781,0.17964990763046554,0.5871465211144298
1313,6467.292,8361.484,729.0,0.025,0,0,0.2,0,0.014222819630812155,0,0.06719367588932806,0,0.08,0.805353077441053,0.18565077758838358,0.1867157979021039,0.5869043118670072
1314,9890.076,6738.958,1404.28,0.005,0,0,0.0,0,0.02750126989096415,0,0.06719367588932806,0,0.02,0.8327186207174274,1.2090588663394624,0.4765442467801234,0.5868596134096962
1315,8617.115,5860.976,1436.569,0.045,0,0,0.2,0,0.37892957577309916,0,0.38461538461538464,0,0.21,0.6790201510468123,-0.1031420549642179,0.6181337712268828,0.5857694540680182
1316,7720.564,7548.831,1121.0,0.0025,0,0,0.0,0,0.01636276765714746,0,0.0,0,0.01,1.175198285832297,1.3502676834122818,0.17964990763046554,0.5855205088528274
1317,7939.966,7733.444,1044.0,0.0025,0,0,0.0,0,0.03112417647321351,0,0.0,0,0.04,0.6342674750153195,1.2415648620706679,0.17964990763046554,0.5844263390099482
1318,7095.31,4683.005,1051.0,0.0025,0,0,0.0,0,0.033256067095292045,0,0.0,0,0.0,0.28009205566249185,4.053450205646146,0.17964990763046554,0.5843960726322813
