Rank,East,North,Level,Au_ppm,target_Au,KNN_pred,KNN_proba,Regresion_Logistica_pred,Regresion_Logistica_proba,Arbol_Decision_pred,Arbol_Decision_proba,Random_Forest_pred,Random_Forest_proba,KNN_Regressor_pred_ppm,Ridge_pred_ppm
1,6352.596,6830.149,1352.149,132.245,1,1,1.0,1,1.0,1,1.0,1,0.97,19.51265629083719,318.0186856702102
2,10748.904,9560.958,1370.0,0.005,0,0,0.0,0,4.655444574168757e-06,0,0.06719367588932806,0,0.04,0.39220528836763247,22.621369938174304
3,11986.986,7930.563,1364.0,0.0025,0,0,0.0,0,1.4594020516671024e-05,0,0.0,0,0.0,0.4342754772840126,16.983582501428955
4,3700.431,6073.42,573.0,0.049,0,0,0.2,0,0.001311857535633267,0,0.0,0,0.34,1.166609037604591,14.544329544492092
5,6365.0,7602.0,924.0,74.766,1,1,1.0,1,1.0,1,1.0,1,0.97,6.600423668048201,12.864221151482313
6,13082.933,7638.933,1385.0,8.391,1,1,0.6,1,0.9999318040252695,1,1.0,1,0.8,2.242486178478264,11.897235832769208
7,13083.354,7638.403,1385.0,16.681,1,1,0.6,1,0.9999999727105974,1,1.0,1,0.89,2.1489221886053627,11.324184117978781
8,4416.0,7582.0,357.0,0.0025,0,0,0.0,0,0.0007028554736676935,0,0.03278688524590164,0,0.0,0.9361369155687657,8.999819070955883
9,3936.127,7387.505,214.0,0.006,0,0,0.0,0,0.001325885782027978,0,0.03278688524590164,0,0.0,1.0092371169952237,7.061828532366558
10,6352.596,6830.149,1352.149,11.0,1,1,0.8,1,0.977124786471805,1,1.0,1,0.97,6.552837210232339,6.884340386253294
11,11861.497,9973.41,1360.34,0.016,0,0,0.0,0,6.212001668924856e-05,0,0.0,0,0.0,0.2669131436179216,6.497344755765487
12,9558.941,3114.694,1415.709,4.921,1,1,1.0,1,1.0,1,1.0,1,0.69,2.3426734991359717,6.401498115374599
13,10287.0,8689.0,1085.0,0.0025,0,0,0.0,0,0.0009631745597092124,0,0.0,0,0.0,0.31339200632907266,6.375987731207901
14,14537.603,9548.218,1452.959,6.451,1,1,0.6,1,0.9995949122693912,1,1.0,1,0.83,1.9484944133852973,6.362725863045441
15,10026.0,8974.0,1185.0,0.0025,0,0,0.0,0,0.0011891029442131736,0,0.0,0,0.0,0.38552378108909185,6.273454493618112
16,4681.005,6257.046,1088.0,13.957,1,1,1.0,1,0.999999999999998,1,1.0,0,0.48,2.839552303891425,6.2040700049977575
17,5154.828,6439.146,1186.5,0.008,0,0,0.0,0,0.0397657020572639,0,0.02702702702702703,0,0.05,0.29648201362072496,5.846913205888579
18,4422.475,7521.769,384.0,0.0025,0,0,0.0,0,0.0017980909814130411,0,0.0,0,0.0,0.29092560109856813,5.823710790654108
19,11665.294,7865.684,1314.0,0.0025,0,0,0.0,0,0.0006035674172834625,0,0.03278688524590164,0,0.0,0.29921149977487044,5.689901016820574
20,5105.85,8323.0,360.0,0.006,0,0,0.0,0,0.00044492607298754635,1,0.6666666666666666,0,0.05,0.3227956335986715,5.610408588475192
21,6327.073,8514.711,617.0,0.0025,0,0,0.0,0,0.0002412255686080633,0,0.0,0,0.0,1.3277400407895552,5.536629501367601
22,3937.027,7387.505,214.8,0.005,0,0,0.0,0,8.557761264892169e-05,0,0.0,0,0.0,0.3979290805919187,5.499388790244077
23,7664.31,4557.415,1072.0,0.0025,0,0,0.0,0,0.00937532433109149,0,0.0,0,0.01,0.3270633553995527,5.305971227961603
24,10460.726,9162.846,1276.0,0.0025,0,0,0.0,0,0.0005251706045603941,0,0.0,0,0.03,0.31339200632907266,5.229217722461137
25,5105.83,8322.0,360.0,0.0025,0,0,0.0,0,0.00011305003811796948,0,0.0,0,0.01,0.8020866269231682,5.185319063610326
26,281.0,7781.0,787.0,0.0025,0,0,0.0,0,9.968371440954158e-06,0,0.0,0,0.0,1.3277400407895552,5.18454390379747
27,6093.945,6750.018,1279.219,0.0025,0,0,0.0,0,0.013727251794228663,0,0.0,0,0.0,1.1889035836517279,5.119297290596755
28,6933.387,4491.697,959.0,0.0025,0,0,0.0,0,0.0035679879410371656,0,0.0,0,0.0,0.313119634306739,5.087780854400058
29,4428.391,7574.709,389.0,0.0025,0,0,0.0,0,0.002080638093896054,0,0.03278688524590164,0,0.02,1.0584583235431977,5.060346589163782
30,4418.0,7497.0,396.0,0.0025,0,0,0.0,0,0.0006482724125556616,0,0.03278688524590164,0,0.0,0.5800595314196089,4.945718854321423
31,8332.0,5475.0,1374.0,0.0025,0,0,0.0,0,0.005771552713619073,0,0.0,0,0.0,0.18895856196041866,4.938346343168149
32,7295.639,5755.038,1187.0,0.0025,0,0,0.0,0,0.003068764964040253,0,0.0,0,0.0,0.3270633553995527,4.527579218108942
33,10436.0,8858.0,1150.0,0.007,0,0,0.0,0,0.0006823897094157596,0,0.0,0,0.0,0.38552378108909185,4.524623143676337
34,7185.679,9242.846,909.93,0.009,0,0,0.0,0,0.06131396820880796,0,0.03278688524590164,0,0.01,0.2363896598843187,4.320339110275794
35,13493.0,7316.0,1405.0,0.0025,0,0,0.0,0,0.0030547489540948426,0,0.0,0,0.0,0.38552378108909185,4.306604278295746
36,4933.982,6270.518,1228.0,0.006,0,0,0.0,0,0.0004141713583844285,0,0.0,0,0.0,1.2319798825112362,4.262155075729744
37,10404.521,6048.041,1484.0,0.005,0,0,0.0,0,0.006637405808547982,0,0.03278688524590164,0,0.01,1.0977090252010062,4.236959121148055
38,885.0,11617.0,751.0,0.0025,0,0,0.0,0,0.010344969293536259,0,0.0,0,0.0,1.2827255904095414,4.175226088673007
39,8161.0,6671.0,1421.0,0.0025,0,0,0.0,0,0.003478347939845009,0,0.0,0,0.0,0.38552378108909185,4.065054799791824
40,7095.31,4683.005,1051.0,0.0025,0,0,0.0,0,0.033256067095292045,0,0.0,0,0.0,0.28009205566249185,4.053450205646146
41,5605.827,6728.348,1135.0,0.0025,0,0,0.0,0,4.7102307743748484e-05,0,0.0,0,0.0,1.1532947647043266,3.986098967472477
42,8618.49,5946.74,1429.29,0.0025,0,0,0.0,0,0.004744202461325972,0,0.0,0,0.01,0.28009205566249185,3.9595182255554486
43,12369.0,6246.0,1488.0,0.0025,0,0,0.0,0,0.0031079868005403463,0,0.0,0,0.0,0.28009205566249196,3.93268790290185
44,4718.322,6074.248,1131.0,0.0025,0,0,0.0,0,0.0015420310660049059,0,0.0,0,0.0,1.2695947441053914,3.9214124768007483
45,10343.0,8772.0,1110.0,0.0025,0,0,0.0,0,0.002326310733659893,0,0.0,0,0.0,0.38552378108909185,3.8873688671534907
46,6201.0,6418.0,1363.0,0.0025,0,0,0.0,0,0.03560069276318865,0,0.0,0,0.0,0.21924923808056482,3.8680960911097086
47,5231.629,7080.589,830.949,0.0025,0,0,0.0,0,5.6004840321843564e-05,0,0.0,0,0.0,1.1532947647043266,3.8165533097236755
48,7683.43,4469.841,1036.0,0.0025,0,0,0.0,0,0.010256753874581831,0,0.0,0,0.0,0.3251514733447335,3.815167495716522
49,5699.027,6580.02,1284.399,0.0025,0,0,0.0,0,0.0003838947426390987,0,0.0,0,0.0,1.3277400407895552,3.7603366202303903
50,9201.0,6520.0,1362.0,0.005,0,0,0.0,0,0.0024061848782302975,0,0.0,0,0.0,0.38552378108909185,3.7459651530843203
51,5686.08,6607.879,1284.399,3.788,1,1,1.0,1,0.9999999799045882,1,1.0,1,0.82,2.5816483878945053,3.692917149216748
52,7342.329,9283.829,938.0,0.0025,0,0,0.0,0,0.0025841171152588714,0,0.0,0,0.0,1.1532947647043266,3.6274288992931973
53,10077.0,8760.0,1081.0,0.0025,0,0,0.0,0,0.00321678511928535,0,0.0,0,0.0,0.31339200632907266,3.6136667633524553
54,6330.0,7325.0,1083.0,0.0025,0,0,0.0,0,0.004669163145356428,0,0.0,0,0.01,0.28009205566249185,3.583301196761603
55,5576.0,4860.0,794.0,0.0025,0,0,0.0,0,0.004912325523777566,0,0.0,0,0.01,0.3784051391518745,3.572785931919351
56,9429.0,6643.0,1493.0,0.021,0,0,0.2,0,0.022818982438232396,0,0.06818181818181818,0,0.04,0.5631881918436876,3.5485008273120515
57,5289.277,7052.313,926.0,0.019,0,0,0.0,0,1.5240214746842465e-05,0,0.0,0,0.02,1.3277400407895552,3.519588041836389
58,6517.0,8470.0,698.0,0.0025,0,0,0.0,0,0.00020175485986077523,0,0.0,0,0.0,0.38552378108909185,3.4903269712344205
59,7214.0,5275.0,1365.0,0.0025,0,0,0.0,0,0.0034115940645204797,0,0.0,0,0.0,0.38552378108909185,3.4880543110220175
60,12099.47,6411.755,1376.0,0.0025,0,1,0.6,0,0.10434091009928056,0,0.02702702702702703,0,0.04,0.786171356567926,3.4873288769247592
61,8435.15,5558.05,1340.28,0.0025,0,0,0.0,0,0.004233636570997522,0,0.0,0,0.0,0.38552378108909185,3.427890905387789
62,5545.507,6837.096,1156.639,0.026,0,0,0.0,0,0.00015652065622581894,0,0.0,0,0.0,1.1532947647043266,3.421716669203089
63,7316.0,5338.0,1373.0,0.0025,0,0,0.0,0,0.002285657775527848,0,0.0,0,0.0,0.3274420295532055,3.4108049980488317
64,11795.463,9115.365,1276.28,0.0025,0,0,0.0,0,0.0009522404930858346,0,0.0,0,0.0,0.38552378108909185,3.4018235801897765
65,17444.0,8340.0,1287.0,0.1,0,0,0.4,0,0.051271009151459705,0,0.0,0,0.24,1.1519413126655051,3.3992699599793585
66,5107.25,8319.5,361.0,0.087,0,0,0.0,0,0.0004799839991884871,0,0.0,0,0.02,0.7499293920838903,3.3815672275762947
67,8439.0,5192.0,1254.0,0.0025,0,0,0.0,0,0.0034238004901588097,0,0.0,0,0.0,0.28009205566249185,3.3707414879259243
68,9938.961,7979.888,1098.0,0.0025,0,0,0.0,0,0.0011371370679830568,0,0.0,0,0.0,0.27099200403208507,3.3648797675587057
69,5397.0,6603.0,1143.0,0.0025,0,0,0.0,0,0.0015226658138559803,0,0.0,0,0.0,0.38552378108909185,3.3631889043226035
70,14323.775,8943.012,1435.429,0.0025,0,0,0.0,0,0.028728615732629054,0,0.0,0,0.0,0.22467592041784817,3.358403483980142
71,6343.687,6864.89,1302.709,10.903,1,1,1.0,1,0.9999999704850833,1,1.0,1,0.98,3.7791813381517714,3.354928882655116
72,6358.081,8524.675,620.0,0.0025,0,0,0.0,0,0.0023217408872288816,0,0.0,0,0.0,1.3277400407895552,3.34972193521319
73,3191.0,6517.0,166.0,0.006,0,0,0.0,0,0.004569813674397239,0,0.03278688524590164,0,0.01,2.139780787919591,3.3332824308477202
74,5356.395,7056.879,907.18,0.0025,0,0,0.0,0,0.0033528852046452234,0,0.0,0,0.0,0.28009205566249185,3.2957629676997504
75,11263.732,7832.584,1230.37,0.0025,0,0,0.0,0,0.00032869068851092766,0,0.0,0,0.0,1.3074922699210423,3.294775455020888
76,10406.749,6048.345,1482.0,0.0025,0,0,0.0,0,0.004761168285050831,0,0.0,0,0.0,0.38552378108909185,3.2854631701285957
77,13009.704,6619.15,1544.27,0.0025,0,0,0.0,0,0.00400300194554932,0,0.0,0,0.0,0.38552378108909185,3.241032742960095
78,11899.552,10003.919,1357.18,0.0025,0,0,0.0,0,0.0008781225014082393,0,0.0,0,0.0,0.3270633553995527,3.234330926729825
79,5066.0,6581.0,1094.0,4.538,1,1,0.6,1,0.9999695175433458,1,1.0,1,0.78,1.452418246011122,3.2341893401727364
80,7830.852,9255.068,1008.92,0.0025,0,0,0.0,0,0.002145252739295792,0,0.0,0,0.0,1.4738986134548777,3.2320215019538
81,5660.019,6728.037,1156.639,0.0025,0,0,0.0,0,0.0020861435013780397,0,0.0,0,0.0,0.38552378108909185,3.218328689130872
82,10414.0,8808.0,1142.0,0.0025,0,0,0.0,0,0.0008901577012846105,0,0.02702702702702703,0,0.0,0.3251514733447335,3.199181003969248
83,11579.528,6845.732,1355.0,0.0025,0,0,0.0,0,0.005000788025769689,0,0.03278688524590164,0,0.01,0.7895535449084286,3.1398030973341373
84,7232.238,4423.497,923.0,0.0025,0,0,0.0,0,0.008201664912409541,0,0.0,0,0.0,0.2823718422498906,3.118007780715982
85,7169.087,5272.533,1387.149,0.005,0,0,0.0,0,0.0008873360680897207,0,0.0,0,0.0,1.3277400407895552,3.1082177226176237
86,8940.0,5296.0,1174.0,0.0025,0,0,0.0,0,0.008215632229206906,0,0.0,0,0.0,0.2823718422498907,3.0922082854060737
87,3932.176,6390.467,587.0,0.0025,0,0,0.0,0,0.006219339987801584,0,0.0,0,0.0,0.3979290805919188,3.0892529743955395
88,9291.764,6342.348,1418.24,0.0025,0,0,0.0,0,0.002390481949612882,0,0.0,0,0.0,0.38552378108909185,3.088861786085426
89,5677.0,6218.0,1254.0,0.0025,0,0,0.0,0,0.00025236203070588587,0,0.0,0,0.0,1.275993647500161,3.0832657734276245
90,6352.74,6819.014,1352.149,4.392,1,0,0.2,1,0.9895925732388067,1,1.0,0,0.37,1.1532947647043266,3.079825830301458
91,4717.783,6123.527,1130.0,0.0025,0,0,0.0,0,0.0014447140218397962,0,0.0,0,0.0,1.1383584500989616,3.0739774147885406
92,9159.0,6615.0,1348.0,0.006,0,0,0.0,0,0.0008196364122675412,0,0.0,0,0.0,0.28009205566249185,3.0702340926209075
93,10172.545,9339.51,1258.0,0.0025,0,0,0.0,0,0.0004580235306704017,0,0.0,0,0.0,0.38552378108909185,3.06762271743657
94,8618.0,6656.0,1378.0,0.0025,0,0,0.0,0,0.0033629644523291763,0,0.0,0,0.0,0.3065469795501437,3.0559227033752596
95,9768.449,3356.856,1483.869,0.009,0,0,0.0,0,0.00490568073112921,0,0.06719367588932806,0,0.01,0.28009205566249185,3.0524930696788286
96,6761.0,7989.0,940.0,0.0025,0,0,0.2,0,0.023521959511504945,0,0.0,0,0.01,0.38552378108909185,3.051636339901512
97,5276.797,7056.298,920.0,0.0025,0,0,0.0,0,0.0002228769839368741,0,0.0,0,0.0,1.3277400407895552,2.9974026524352078
98,9086.685,8631.27,972.53,0.0025,0,0,0.0,0,0.0014066138867091216,0,0.0,0,0.0,0.38552378108909185,2.9935360581333126
99,7823.0,4907.0,1274.0,0.0025,0,0,0.0,0,0.004171214142257051,0,0.0,0,0.0,0.3270633553995527,2.9889042755649986
100,7715.0,7227.0,1271.0,0.0025,0,0,0.0,0,0.0019842372276107187,0,0.0,0,0.0,0.4342754772840126,2.9787236832709016
101,6278.0,6571.0,1343.0,0.0025,0,0,0.0,0,0.002250628962637559,0,0.0,0,0.0,1.2892512658705955,2.9761415757990237
102,8122.0,6722.0,1411.0,0.0025,0,0,0.0,0,0.0057194356183259505,0,0.0,0,0.0,0.3251514733447335,2.970630574356262
103,5777.983,6139.979,1256.439,0.005,0,0,0.0,0,0.0013787479964491925,0,0.0,0,0.0,1.3277400407895552,2.969879735887806
104,7077.164,4740.719,1070.0,0.019,0,0,0.0,0,0.015332888976102974,0,0.0,0,0.01,0.761600442764191,2.9499368057108195
105,10861.0,9241.0,1258.0,0.0025,0,0,0.0,0,0.004648264062265306,0,0.0,0,0.0,0.42127159738165676,2.928803972430161
106,5421.191,8107.76,537.0,0.0025,0,0,0.0,0,0.0008571443718951202,0,0.0,0,0.0,1.1532947647043266,2.915994119368562
107,12929.12,6593.801,1523.09,0.0025,0,0,0.0,0,0.001643836576117766,0,0.0,0,0.0,0.38552378108909185,2.8998113112371624
108,9320.683,6575.191,1393.99,0.0025,0,0,0.0,0,0.00650478762240178,0,0.0,0,0.0,0.38552378108909185,2.886548248293074
109,5259.0,6285.0,1296.0,0.0025,0,0,0.0,0,0.001420689014861618,0,0.0,0,0.0,1.4380745357066407,2.8858616433172104
110,15215.853,8958.177,1392.959,0.008,0,0,0.0,0,0.004053464417885614,0,0.0,0,0.0,0.28009205566249185,2.885739630512366
111,4684.098,6356.318,1010.0,0.021,0,0,0.0,0,0.02000525820686234,0,0.0,0,0.03,1.2998162978162042,2.874228749264179
112,7236.054,5250.356,1354.429,0.0025,0,0,0.0,0,0.0004630616560627031,0,0.0,0,0.0,1.3277400407895552,2.872733786835782
113,6379.0,7345.0,1061.0,0.0025,0,0,0.0,0,0.004394077635326588,0,0.0,0,0.0,0.28009205566249185,2.846679297468736
114,5736.0,7994.0,610.0,0.0025,0,0,0.0,0,0.04806122790181736,0,0.0,0,0.0,1.6268296051007707,2.819143847297271
115,5742.0,6194.0,1270.0,0.0025,0,0,0.0,0,0.0020160283414263442,0,0.0,0,0.0,1.3277400407895552,2.808692077564703
116,10144.0,8642.0,1051.0,0.0025,0,0,0.0,0,0.0007425007920339213,0,0.0,0,0.0,0.38552378108909185,2.796666913491662
117,7820.0,6793.0,1329.0,0.0025,0,0,0.0,0,0.0011761471422142905,0,0.0,0,0.0,0.3274420295532055,2.7901170755437334
118,11856.873,9268.942,1288.82,0.0025,0,0,0.0,0,0.008542981537004495,0,0.0,0,0.01,0.3986283404174529,2.7854480575274625
119,7321.26,4585.761,1024.0,0.007,0,0,0.0,0,0.016830676319848314,0,0.0,0,0.0,0.6603562144717818,2.785190626558871
120,10867.0,9037.0,1247.0,0.0025,0,0,0.0,0,0.001603529930030021,0,0.0,0,0.0,0.38552378108909185,2.78030192848188
121,10565.0,9023.0,1212.0,0.0025,0,0,0.0,0,0.0007702614917594034,0,0.0,0,0.0,0.38552378108909185,2.7753698651860366
122,6343.723,8516.412,617.0,0.0025,0,0,0.0,0,0.024092586705727084,0,0.0,0,0.0,1.1532947647043266,2.768313590426096
123,6083.0,7661.0,837.0,0.0025,0,0,0.0,0,0.0057296635060987075,0,0.0,0,0.0,0.3251514733447335,2.750726263756548
124,5107.31,8318.08,362.0,0.0025,0,0,0.0,0,0.0004245702849029554,0,0.0,0,0.0,0.7775878791682885,2.7483119135005794
125,8524.72,5764.64,1333.57,0.0025,0,0,0.0,0,0.0025880092413878286,0,0.0,0,0.0,0.28009205566249185,2.746770665968284
126,9047.21,5033.1,1213.31,0.0025,0,0,0.0,0,0.0015956353030555828,0,0.0,0,0.0,0.3979290805919188,2.7432737973115984
127,6342.393,6898.786,1302.709,12.985,1,1,0.6,1,0.9999964812359926,1,1.0,1,0.94,3.1752325260566185,2.7401583487827534
128,8400.96,5594.5,1351.58,0.0025,0,0,0.0,0,0.0037916946855405973,0,0.0,0,0.02,0.3065469795501437,2.737314088303778
129,6329.307,8505.809,614.0,0.0025,0,0,0.0,0,0.009125372967246349,0,0.0,0,0.0,1.1532947647043266,2.735939541577096
130,7436.362,4377.58,944.0,0.0025,0,0,0.0,0,0.014754893494418091,0,0.0,0,0.0,0.2823718422498906,2.7359329075981798
131,5510.0,6312.0,1277.0,0.009,0,0,0.0,0,0.003625720841389403,0,0.0,0,0.0,1.4881809867190725,2.729716835735374
132,10543.592,7645.832,1239.0,0.0025,0,0,0.0,0,0.0025121868393426358,0,0.0,0,0.01,0.3218485800886181,2.729421190289462
133,12265.0,9946.0,1349.0,0.012,0,0,0.0,0,0.04810891090926546,0,0.06818181818181818,0,0.03,0.8411970698728144,2.722183570610365
134,10810.88,9670.947,1406.0,0.013,0,0,0.4,0,0.09283869148529249,0,0.0,0,0.14,1.2241840170916358,2.7218326866144706
135,4912.06,6525.365,1091.0,0.011,0,0,0.0,0,0.001644808817220351,0,0.0,0,0.0,1.1469140223327945,2.711711178603145
136,5508.585,6987.065,969.0,0.0025,0,0,0.0,0,0.0044249568161744066,0,0.0,0,0.0,0.28009205566249185,2.690070307050566
137,13560.6,7726.182,1468.89,0.0025,0,0,0.0,0,0.0009741779086108301,0,0.0,0,0.0,0.38552378108909185,2.6809261890225313
138,6360.437,8526.132,621.0,0.0025,0,0,0.0,0,0.0006633308275688523,0,0.0,0,0.0,1.1532947647043266,2.663764706011168
139,6941.902,9320.45,876.0,0.0025,0,0,0.0,0,0.001442983710211336,0,0.0,0,0.0,0.3065469795501437,2.6587694516054867
140,5882.0,3892.0,879.0,0.0025,0,0,0.0,0,0.0005425976556302244,0,0.0,0,0.0,1.2827255904095414,2.6465309503476604
141,7416.0,9167.0,948.0,0.0025,0,0,0.0,0,0.007066273594440524,0,0.0,0,0.0,0.4396326079719751,2.6450278863708307
142,5344.0,6559.0,1132.0,0.0025,0,0,0.0,0,0.0106588902155293,0,0.0,0,0.0,1.232781455669127,2.635748222454505
143,13564.38,7700.069,1464.32,0.0025,0,0,0.0,0,0.0010460743866267204,0,0.0,0,0.0,0.38552378108909185,2.629095070709768
144,4769.826,6597.82,956.0,4.187,1,1,1.0,1,0.9999999982063272,1,1.0,1,0.67,2.5816483878945062,2.614198647671714
145,11961.156,6512.366,1367.0,0.0025,0,0,0.0,0,0.0035410927613636536,0,0.0,0,0.0,0.38552378108909185,2.606213813348955
146,11252.733,7997.779,1209.82,0.0025,0,0,0.0,0,0.002413482396208771,0,0.0,0,0.0,0.34579679725036544,2.594699852103873
147,13368.477,7064.41,1456.61,0.0025,0,0,0.0,0,0.011509772923800999,0,0.0,0,0.0,0.31339200632907266,2.5943964207858046
148,6257.232,7213.196,1169.099,0.032,0,0,0.0,0,0.005803354957811807,0,0.06719367588932806,0,0.02,0.28009205566249185,2.5707812430349413
149,5572.0,6585.0,1252.0,0.0025,0,0,0.0,0,0.0023485101189457507,0,0.0,0,0.0,0.26824596460482897,2.5630638009769466
150,8346.0,5624.0,1396.0,0.0025,0,0,0.0,0,0.0009743576317629255,0,0.0,0,0.0,0.38552378108909185,2.557990828019166
151,5280.749,7050.734,924.0,0.0025,0,0,0.0,0,0.0003219252039819204,0,0.0,0,0.0,1.3277400407895552,2.531089553974705
152,10061.0,8642.0,1066.0,0.0025,0,0,0.0,0,0.0009603840565735758,0,0.0,0,0.0,0.38552378108909185,2.5216770835031332
153,5803.0,3901.0,871.0,0.0025,0,0,0.4,0,0.0006768552011903869,0,0.0,0,0.02,0.6106669134648044,2.516472308313763
154,4004.911,7451.452,206.06,0.0025,0,0,0.0,0,0.0003678959863743702,0,0.03278688524590164,0,0.0,0.3956804635111422,2.5138933989542456
155,5300.192,8533.699,486.0,2.476,1,1,1.0,1,1.0,1,1.0,1,0.83,2.0852385904434754,2.513785594579333
156,4741.763,6241.317,1092.0,1.262,1,1,1.0,1,0.9999999996295774,1,1.0,1,0.87,1.4886796796485007,2.5114499575906537
157,9897.863,6508.022,1455.0,0.029,0,0,0.0,0,0.0049093220040687694,0,0.0,0,0.02,0.2920162193514658,2.5101880381925596
158,7310.607,9216.457,947.0,0.0025,0,0,0.0,0,0.0029152976019305855,0,0.0,0,0.0,1.1532947647043266,2.5022641472900657
159,6646.269,5139.483,1171.169,0.005,0,0,0.0,0,0.00015813922816523327,0,0.0,0,0.0,1.3277400407895552,2.5020175383311223
160,7615.0,6483.0,1038.0,0.008,0,0,0.0,0,0.004194451159471604,0,0.0,0,0.0,0.2823718422498907,2.500672977853938
161,6342.393,6898.786,1302.709,11.0,1,1,0.6,1,0.999884393964148,1,1.0,1,0.94,3.4394167096578068,2.4999203304240667
162,11096.631,9642.112,1388.58,0.009,0,0,0.0,0,0.002372823679992228,0,0.0,0,0.0,0.34488357762627186,2.4990753396629097
163,12229.128,7710.341,1386.0,0.0025,0,0,0.0,0,0.0011110089407535347,0,0.0,0,0.0,0.38552378108909185,2.495291003792163
164,8358.0,5483.0,1364.0,0.0025,0,0,0.0,0,0.012764507395153377,0,0.0,0,0.0,0.38552378108909185,2.4943499080337785
165,10349.502,7840.799,1133.68,0.0025,0,0,0.0,0,0.0010775488519419157,0,0.0,0,0.0,0.3596056397226919,2.490819558796836
166,10082.0,8743.0,1075.0,0.0025,0,0,0.0,0,0.0014470672028195995,0,0.0,0,0.0,0.31339200632907266,2.4903719420723176
167,5886.376,6149.137,1254.0,0.0025,0,0,0.0,0,0.015395018926814715,0,0.0,0,0.0,0.5536365051841283,2.489817696839351
168,5497.0,6745.0,1130.0,0.0025,0,0,0.0,0,0.005224507842637442,0,0.0,0,0.0,0.28009205566249185,2.472859673644815
169,5057.557,6403.278,1240.0,0.005,0,0,0.0,0,0.003422450050583557,0,0.0,0,0.0,0.28009205566249185,2.467702732517421
170,4432.935,6459.181,958.0,0.0025,0,0,0.0,0,0.006020907150569155,0,0.0,0,0.0,1.1469140223327945,2.4654865156749235
171,10024.459,7725.949,1171.0,0.0025,0,0,0.0,0,0.001688109714838367,0,0.0,0,0.0,0.38552378108909185,2.4630913721287597
172,6343.687,6864.89,1302.709,11.0,1,1,1.0,1,0.9989823522688511,1,1.0,1,0.98,3.472365874002259,2.4483730347743218
173,12245.056,6314.937,1438.0,0.0025,0,0,0.0,0,0.0031834357071806956,0,0.0,0,0.0,0.38552378108909185,2.431099203640997
174,4031.027,7508.127,221.33,0.005,0,0,0.0,0,0.008456520238504647,0,0.03278688524590164,0,0.0,1.2762015587021893,2.4249064533888007
175,12565.265,9342.622,1297.56,0.048,0,1,0.6,0,0.003917611504800353,0,0.06719367588932806,0,0.05,0.5416662061421317,2.414768239044755
176,5203.0,3728.0,875.0,0.0025,0,0,0.2,0,0.011542101591141277,0,0.0,0,0.05,0.5778270864252761,2.4147090931990833
177,5107.28,8318.73,361.0,0.0025,0,0,0.0,0,0.0004948240015332893,0,0.0,0,0.0,0.7499293920838903,2.414215493988166
178,5566.279,6787.264,1089.0,0.0025,0,0,0.0,0,0.0005164176676660099,0,0.0,0,0.0,1.3277400407895552,2.41006465187257
179,5274.881,6429.832,1240.0,0.0025,0,0,0.0,0,0.010085623732287873,0,0.0,0,0.0,0.8097071188169611,2.3991294588565704
180,6273.473,9078.348,593.0,0.0025,0,0,0.0,0,0.0001268496873280012,0,0.0,0,0.0,1.298973212021306,2.396931276582258
181,6945.164,9331.82,879.0,0.0025,0,0,0.0,0,0.000775626628379128,0,0.0,0,0.0,0.38552378108909185,2.386980634810824
182,12283.669,9423.82,1371.49,0.009,0,0,0.0,0,0.00023604300470255143,0,0.0,0,0.0,0.7512846633543468,2.3758809931171196
183,7669.902,7218.467,1274.0,4.063,1,1,1.0,1,0.9999999996617754,1,1.0,1,0.92,2.8285066576311513,2.3709866436499647
184,8565.0,5005.0,1159.0,0.0025,0,0,0.0,0,0.01342575289846009,0,0.0,0,0.0,0.3251514733447335,2.3673568864697936
185,4993.402,8199.455,413.0,0.0025,0,0,0.4,0,0.31672907591912436,0,0.0,0,0.04,0.426819529151062,2.363242435842683
186,5190.027,7115.999,830.949,0.0025,0,0,0.0,0,0.0003412654377281512,0,0.0,0,0.0,1.1532947647043266,2.3603637199728382
187,7337.914,3846.702,1081.519,0.007,0,0,0.0,0,0.008823521522193723,0,0.0,0,0.0,0.5739163841936356,2.356310823342963
188,4129.443,6633.987,605.0,0.0025,0,0,0.0,0,0.001198958315702222,0,0.0,0,0.0,1.275993647500161,2.3514568437525805
189,13458.64,7240.536,1443.95,0.0025,0,0,0.0,0,0.0019080838004762073,0,0.0,0,0.0,0.38552378108909185,2.3382398249602216
190,13043.0,437.0,1237.0,0.0025,0,0,0.0,0,0.0003609025651371851,0,0.0,0,0.0,1.1532947647043266,2.3354979650094805
191,11812.595,7970.995,1357.0,0.0025,0,0,0.0,0,0.0014054349013714316,0,0.0,0,0.0,0.38552378108909185,2.33375567700755
192,10095.745,9271.919,1266.0,0.0025,0,0,0.0,0,0.003561261716669949,0,0.0,0,0.0,0.38552378108909185,2.3320111453509993
193,6618.0,7235.0,1093.0,0.0025,0,0,0.0,0,0.007936075914782834,0,0.0,0,0.0,0.28009205566249185,2.33124676483444
194,15934.444,9106.715,1395.149,0.042,0,0,0.0,0,0.0014419875761934701,0,0.06719367588932806,0,0.0,0.28009205566249185,2.3288206573543992
195,5357.543,6467.721,1216.0,0.0025,0,0,0.0,0,0.006141285017041178,0,0.0,0,0.0,0.3251514733447335,2.321135713438123
196,7861.0,6505.0,1337.0,0.0025,0,0,0.0,0,0.006373261364761802,0,0.0,0,0.0,0.3065469795501437,2.296870960920687
