Rank,East,North,Level,Au_ppm,target_Au,KNN_pred,KNN_proba,Regresion_Logistica_pred,Regresion_Logistica_proba,Arbol_Decision_pred,Arbol_Decision_proba,Random_Forest_pred,Random_Forest_proba,KNN_Regressor_pred_ppm,Ridge_pred_ppm
494,7387.0,7845.0,1075.0,0.012,0,0,0.2,0,0.17237428261906734,0,0.06719367588932806,0,0.03,0.6805019213844002,1.4443408550808414
495,10535.913,9327.418,1321.0,0.005,0,0,0.0,0,0.0012815937863410788,0,0.0,0,0.0,0.40664622065125805,1.4437665071982198
496,10037.201,9295.062,1293.0,0.0025,0,0,0.0,0,0.011201053628953218,0,0.0,0,0.0,1.9988260721747306,1.4400396892052918
497,7160.631,3496.491,1262.249,0.0025,0,0,0.0,0,0.00039131683135749706,0,0.0,0,0.0,1.1397722206627607,1.4373223404549444
498,8463.307,4830.322,1141.09,0.0025,0,0,0.0,0,0.004470011161069882,0,0.0,0,0.0,0.3979290805919188,1.4372203954787075
499,6256.895,7080.973,1169.099,1.039,1,0,0.4,1,0.9658538488162991,1,1.0,1,0.82,0.5370554901566503,1.433395575152875
500,4917.354,6722.226,1021.0,6.466,1,0,0.4,1,0.5445404554428339,1,0.8947368421052632,1,0.83,0.8871980459880737,1.4331033031618925
501,6364.23,6659.329,1292.0,0.0025,0,0,0.0,0,0.015211066773321185,0,0.0,0,0.01,0.5390591641495125,1.4267949643967364
502,8485.0,4846.0,1141.0,0.0025,0,0,0.0,0,0.0016076835458938487,0,0.0,0,0.0,0.28009205566249185,1.4260257262813192
503,7521.699,7263.314,1282.0,1.133,1,1,1.0,1,0.9999457801168155,1,1.0,1,0.95,0.9416866840611569,1.4253366725416061
504,6240.0,7406.0,1015.0,0.0025,0,0,0.0,0,0.0011781470471215493,0,0.0,0,0.0,0.4215476378590439,1.421498740751875
505,5107.65,8316.28,362.0,0.0025,0,0,0.2,0,0.003267340427371499,0,0.03278688524590164,0,0.0,0.5968829604835371,1.4209784706472892
506,8571.0,5252.0,1239.0,0.0025,0,0,0.0,0,0.0016653443113263666,0,0.0,0,0.0,0.38552378108909185,1.4198774230261473
507,5674.958,6633.956,1284.399,0.0025,0,0,0.2,0,0.010771944438172868,0,0.0,0,0.0,0.3979290805919187,1.415960103958342
508,14025.137,9135.838,1368.509,0.01,0,0,0.0,0,0.002124745890163036,0,0.0,0,0.0,0.38552378108909185,1.4143588917272256
509,7147.0,7237.0,1152.0,0.0025,0,0,0.0,0,0.002417984757926208,0,0.0,0,0.0,0.4215476378590439,1.4140044725809364
510,5139.0,6467.0,1165.0,0.005,0,0,0.0,0,0.008539309118611392,0,0.0,0,0.0,0.6723429738206572,1.4129304552111228
511,9452.0,6471.0,1492.0,0.227,1,0,0.0,0,0.1310920022045788,0,0.06719367588932806,0,0.24,1.7614040882808446,1.4123008127998826
512,8184.0,6035.0,1431.0,0.0025,0,0,0.0,0,0.0023408664722144434,0,0.0,0,0.0,1.3277400407895552,1.4085612110210435
513,9784.293,6633.692,1408.6,0.01,0,0,0.0,0,0.0367078313685626,0,0.0,0,0.0,0.7041142092033397,1.4081491044907652
514,4307.072,7605.748,277.55,0.0025,0,0,0.0,0,0.04869828702067948,0,0.0,0,0.01,2.5240201924342966,1.4054467992704192
515,5287.779,7999.252,564.0,0.0025,0,0,0.0,1,0.5455994308812319,0,0.0,0,0.02,0.6113930303090281,1.405185680279526
516,4412.0,6361.0,894.0,0.021,0,0,0.0,0,0.026696262630974105,0,0.0,0,0.02,0.37915396759275116,1.4043789445623318
517,5245.175,3347.409,1051.68,0.0025,0,0,0.0,0,0.00048167380009966963,0,0.0,0,0.0,1.298973212021306,1.4024698052107256
518,4653.335,6315.891,1063.0,0.246,1,1,0.6,1,0.7297280443926604,1,1.0,1,0.88,0.43842382050558065,1.400411746810183
519,7349.0,7315.0,1268.0,1.103,1,1,0.6,1,0.825577512274301,1,1.0,1,0.82,1.4397306224324828,1.3945383498013582
520,10005.0,9001.0,1187.0,0.0025,0,0,0.0,0,0.0018039527790780277,0,0.0,0,0.0,0.38552378108909185,1.393623518296486
521,6732.0,7802.0,1030.0,0.0025,0,0,0.0,0,0.004946854582789789,0,0.0,0,0.0,0.38552378108909185,1.3920143795752462
522,11615.695,8856.134,1193.41,0.0025,0,0,0.0,0,0.0048607419216359,0,0.0,0,0.0,0.3065469795501437,1.389707989782825
523,13415.978,7867.289,1457.0,0.071,0,0,0.0,0,0.0009634758103102996,0,0.0,0,0.0,0.2823718422498906,1.3895551097371994
524,12148.866,6036.253,1490.58,0.0025,0,0,0.0,0,0.003735531418935195,0,0.0,0,0.0,0.27099200403208507,1.387269385388883
525,7670.801,7251.682,1265.0,0.013,0,0,0.2,0,0.2717670413691621,0,0.4666666666666667,0,0.07,0.5810072056195112,1.3779246352789836
526,9900.994,6526.062,1456.0,0.037,0,0,0.0,0,0.017659557325026408,0,0.06719367588932806,0,0.05,0.5698602230955438,1.3727734780660652
527,5730.086,3349.171,1143.25,0.102,1,1,1.0,1,0.9999786437226094,1,1.0,1,0.93,0.23438715010364816,1.3723598073439354
528,10081.898,7779.689,1124.1,0.0025,0,0,0.0,0,0.000149969337693924,0,0.0,0,0.0,1.1532947647043266,1.3681883648584185
529,10681.661,9460.156,1331.0,0.007,0,0,0.0,0,0.004775427158506628,0,0.06719367588932806,0,0.03,0.3251514733447335,1.3643139007858285
530,21906.0,5514.0,1484.0,0.0025,0,0,0.0,0,0.0011946859427848385,0,0.0,0,0.0,0.3270633553995527,1.3610417589602808
531,4962.0,6661.0,1045.0,0.102,1,1,0.8,1,0.6517857980618921,1,1.0,1,0.69,0.7862567293225395,1.356489087552078
532,10893.451,6468.323,1430.0,0.005,0,0,0.2,0,0.16715282199392065,0,0.0,0,0.04,1.4449293710455036,1.354658932252901
533,7720.564,7548.831,1121.0,0.0025,0,0,0.0,0,0.01636276765714746,0,0.0,0,0.01,1.175198285832297,1.3502676834122818
534,9657.505,3298.599,1483.869,0.0025,0,0,0.0,0,0.004011272464642678,0,0.0,0,0.0,0.38552378108909185,1.3475750986452921
535,6539.0,7750.0,975.0,0.0025,0,0,0.0,0,0.002251014855701611,0,0.0,0,0.0,1.2608487471402665,1.3469754445704727
536,6350.0,7659.0,877.0,0.0025,0,0,0.2,0,0.11382115543057078,0,0.0,0,0.0,1.6087985932722404,1.34559431977228
537,4670.455,6204.731,1066.0,0.011,0,0,0.2,0,0.03752632779940948,0,0.0,0,0.0,0.3275380915496576,1.3402856122464792
538,6356.0,7572.0,932.0,0.005,0,0,0.0,0,0.028487765768703016,0,0.0,0,0.0,0.844154319259383,1.3401648012384881
539,8526.9,5998.63,1409.48,0.0025,0,0,0.0,0,0.0004499910043047065,0,0.0,0,0.0,1.1532947647043266,1.3394687676036168
540,7174.0,5235.0,1368.0,0.0025,0,0,0.0,0,0.004070882576516438,0,0.0,0,0.0,0.38552378108909185,1.33610661506537
541,4922.1,6645.0,1051.0,4.788,1,1,1.0,0,0.4043158547272894,1,0.8947368421052632,1,0.91,0.9112279736173343,1.3347688627072893
542,12105.873,7738.184,1388.0,0.005,0,0,0.0,0,0.0023872028357539627,0,0.0,0,0.0,0.3065469795501437,1.331952580868156
543,7437.008,5468.047,1372.0,0.0025,0,0,0.0,0,0.0033370625335416423,0,0.0,0,0.0,0.38552378108909185,1.331737733088759
544,7873.0,7354.0,1165.0,0.006,0,0,0.0,0,0.056921834952485297,0,0.06719367588932806,0,0.13,0.43121193474628927,1.3309139863625932
545,8133.016,5644.055,1448.799,0.0025,0,0,0.0,0,0.004619290087660775,0,0.0,0,0.0,0.38552378108909185,1.3288485528071394
546,13489.193,7404.77,1452.45,0.0025,0,0,0.0,0,0.0068533775871805185,0,0.0,0,0.0,1.1293370969151204,1.3282971306401685
547,13292.89,7617.222,1431.0,0.0025,0,0,0.0,0,0.010762642262987693,0,0.0,0,0.0,1.3465820104867752,1.3273939727821082
548,4492.05,6485.318,883.0,0.018,0,0,0.2,0,0.04919317398691391,0,0.0,0,0.01,1.1069622771272492,1.3220180364661305
549,7403.0,9151.0,932.0,0.0025,0,0,0.0,0,0.03103760818749568,0,0.07142857142857142,0,0.09,0.585896203545012,1.3214988597035646
550,6528.818,7820.133,941.609,6.185,1,0,0.2,0,0.07062806216565781,1,0.8947368421052632,1,0.71,1.0959431099711523,1.3209145677867076
551,8843.59,5477.65,1277.49,0.0025,0,0,0.0,0,0.0003786892464880913,0,0.0,0,0.02,1.260848747140266,1.3208792862951961
552,6349.78,7849.143,929.0,0.0025,0,0,0.0,0,0.01837257978225852,0,0.0,0,0.02,1.246038143384963,1.3191866689206613
553,5284.909,8057.846,559.0,0.0025,0,0,0.0,0,0.002133259578076417,0,0.03278688524590164,0,0.0,0.8906803852775735,1.3147229435199819
554,10175.674,8736.307,1089.0,0.005,0,0,0.0,0,0.0013757442524203912,0,0.0,0,0.0,0.38552378108909185,1.3138359088932754
555,10432.228,8005.492,1206.58,0.0025,0,0,0.0,0,0.00012877687010149502,0,0.0,0,0.0,1.1532947647043266,1.3109566259650234
556,9188.867,6268.263,1424.22,0.0025,0,0,0.0,0,0.004643450111585913,0,0.0,0,0.0,0.38552378108909185,1.3100109030644824
557,5582.165,7898.066,660.0,0.0025,0,0,0.0,0,0.002020063052015536,0,0.0,0,0.0,1.1397722206627607,1.3096042664317
558,8236.987,5962.022,1438.359,0.0025,0,0,0.0,0,0.005749278363097567,0,0.0,0,0.0,0.38552378108909185,1.3086641316194223
559,4954.928,6572.46,1101.0,0.026,0,0,0.0,0,0.006556727650712101,0,0.0,0,0.0,1.1029186177905423,1.3065422743367003
560,4564.0,6217.0,981.0,0.047,0,0,0.2,0,0.3726171576778408,0,0.06818181818181818,0,0.11,0.431099421575786,1.3061284455898383
561,5401.676,8034.352,590.0,0.0025,0,0,0.0,0,0.011866374101605319,0,0.03278688524590164,0,0.01,0.7138818484676925,1.3060817311353659
562,5107.2,8320.5,361.0,0.0025,0,0,0.0,0,0.015817528823977033,0,0.0,0,0.0,3.7473529762090823,1.3056588660046349
563,8548.67,5806.69,1341.28,0.0025,0,0,0.0,0,0.0018193711863014547,0,0.0,0,0.0,0.27099200403208507,1.303730469213119
564,5669.038,6632.027,1284.399,1.89,1,1,0.8,1,0.9863445641186718,1,1.0,1,0.77,1.100642979759989,1.302236630042123
565,5556.255,6806.828,1156.639,0.654,1,1,0.6,0,0.3514200038570631,1,0.8947368421052632,1,0.76,2.451924893087211,1.2994674527879095
566,4438.089,6419.754,913.0,0.0025,0,0,0.0,0,0.000590354329921571,0,0.0,0,0.0,1.3531979720508418,1.2993705561108693
567,4582.926,6487.616,925.0,0.006,0,0,0.4,0,0.07389469474449506,0,0.0,0,0.01,1.3158976652589347,1.2982064169075942
568,10581.0,9068.0,1216.0,0.0025,0,0,0.0,0,0.0030062383072775316,0,0.0,0,0.0,0.38552378108909185,1.2981427559320255
569,13420.369,7979.213,1461.0,0.008,0,0,0.0,0,0.0016365298479806888,0,0.0,0,0.0,0.28009205566249185,1.2976774832931264
570,5671.99,6627.611,1284.399,0.742,1,1,1.0,1,0.7106746441422452,1,1.0,1,1.0,0.9845400197203911,1.2973420762043268
571,6690.0,7271.0,1074.0,0.0025,0,0,0.0,0,0.0028994551812290656,0,0.0,0,0.0,0.4215476378590439,1.2956207661439572
572,6180.73,7356.765,1044.0,0.011,0,0,0.2,0,0.2942030362707509,0,0.02702702702702703,0,0.08,0.6334845956842288,1.294904464939161
573,10975.592,6390.034,1497.3,0.0025,0,0,0.0,0,0.0630691947653641,0,0.0,0,0.0,2.258915158911733,1.2945770487378565
574,6846.612,7845.824,1031.859,0.078,0,0,0.0,0,0.12068954384111424,0,0.06719367588932806,0,0.09,0.9520482703103158,1.2940110314973525
575,7274.379,4589.765,1006.0,0.0025,0,0,0.0,0,0.0003689679496162846,0,0.0,0,0.0,1.1532947647043266,1.288223277292041
576,4647.58,7444.351,522.0,0.0025,0,0,0.0,0,0.008342312766678052,0,0.0,0,0.0,0.27917557571372725,1.2875664471204007
577,4886.0,6801.0,926.0,0.308,1,0,0.4,0,0.2659299615874125,1,1.0,1,0.72,0.559428180715102,1.2865953325822623
578,4674.0,7389.0,549.0,1.181,1,1,0.6,0,0.49292285869661506,1,1.0,1,0.9,0.5071588952042054,1.2856215353254465
579,9902.0,6303.0,1521.0,0.013,0,0,0.0,0,0.10660401070877484,0,0.0,0,0.07,1.0988401386380073,1.2828966214958801
580,11927.252,8062.049,1349.0,0.0025,0,0,0.0,0,0.005427296492433767,0,0.0,0,0.01,0.38552378108909185,1.2824172156947027
581,5472.809,7666.241,756.0,0.0025,0,0,0.4,0,0.0383864143096406,0,0.0,0,0.01,5.904492256297214,1.2821855391887813
582,5379.0,6455.0,1254.0,0.018,0,0,0.0,0,0.003341850079242522,0,0.0,0,0.0,0.2770138185805673,1.280110441518271
583,6766.474,4993.114,1117.299,0.017,0,0,0.0,0,0.01720737198528401,0,0.0,0,0.01,0.3270633553995527,1.2800928713935011
584,6551.836,5135.061,1109.419,0.0025,0,0,0.0,0,0.00020571467282633302,0,0.0,0,0.0,1.3277400407895552,1.2800805810272
585,9142.554,6308.243,1408.11,0.0025,0,0,0.0,0,0.004142586877628555,0,0.0,0,0.0,0.38552378108909185,1.2790469095697783
586,6324.454,7869.724,918.0,0.0025,0,0,0.4,0,0.06869794689767439,0,0.0,0,0.01,2.208813658148536,1.2761575934846376
587,5106.15,8330.0,355.0,1.14,1,1,1.0,1,0.9997097849647049,0,0.0,0,0.42,1.4886796796485013,1.2743457111408851
588,4884.0,6819.0,910.0,0.031,0,1,0.6,0,0.3339197173725682,0,0.02702702702702703,0,0.18,0.3874615610493989,1.2720510576174284
589,6174.443,7369.29,1034.5,0.449,1,0,0.4,0,0.4500728154846643,1,0.8947368421052632,1,0.87,0.4377809025719437,1.2717148149649287
590,9830.0,6294.0,1498.0,0.009,0,0,0.0,0,0.18999124955951824,0,0.06719367588932806,0,0.06,2.2345833017271115,1.271501614676016
591,6361.0,7666.0,878.0,0.005,0,0,0.2,0,0.09278804513756354,0,0.06719367588932806,0,0.02,0.844154319259383,1.2701426740958195
592,6850.671,4953.589,1187.309,0.01,0,0,0.0,0,0.006123281207815363,0,0.0,0,0.01,0.3270633553995527,1.2697843195625402
593,7765.0,5021.0,1284.0,0.0025,0,0,0.0,0,0.005414668484292129,0,0.0,0,0.0,0.4215476378590439,1.2696269178342574
594,5748.037,5877.193,1150.0,0.019,0,0,0.0,1,0.6631526008029742,0,0.0,0,0.05,2.732977585180685,1.2687190612187982
595,10718.315,6190.842,1442.0,0.0025,0,0,0.2,0,0.035318778931092365,0,0.0,0,0.01,0.7384978204056387,1.2665414818103966
596,6810.0,6716.0,1342.0,0.005,0,0,0.0,0,0.002801352661718605,0,0.0,0,0.0,1.1532947647043266,1.265627473711808
597,6121.046,7536.826,921.0,0.0025,0,0,0.2,0,0.04389187939058726,0,0.0,0,0.01,1.0838561349465852,1.26216307144264
598,6468.0,8267.0,717.0,0.053,0,0,0.0,0,0.3128987030901661,1,0.8947368421052632,0,0.27,1.312346106726772,1.261508305262959
599,9438.0,6320.0,1529.0,0.025,0,0,0.0,0,0.15328195618051138,0,0.0,0,0.1,1.376337274583481,1.2598180896821176
600,7680.332,7237.532,1268.0,0.047,0,0,0.2,0,0.3168006939893826,0,0.4666666666666667,0,0.13,0.8496765178652649,1.2584392287382868
601,4923.0,6645.0,1050.0,0.921,1,1,0.6,0,0.2710616922186897,0,0.07142857142857142,0,0.4,0.5723090781647735,1.2581268028444037
602,6369.0,7187.0,1154.0,0.956,1,0,0.4,0,0.3173925302217449,1,0.8888888888888888,1,0.72,0.49986894562708356,1.2566761807912639
603,5416.856,6990.309,973.0,0.0025,0,0,0.0,0,0.09260655107045655,0,0.0,0,0.01,0.3044823647206258,1.2534171110856411
604,6389.0,7482.0,974.0,0.008,0,0,0.0,0,0.038787079322204494,0,0.0,0,0.03,0.43422556790164907,1.2513143903211663
605,4386.0,6396.0,862.0,0.086,0,0,0.4,0,0.0034723496869551104,0,0.0,0,0.06,0.48596900876284693,1.2478002923277756
606,6402.0,7830.0,921.0,0.0025,0,0,0.0,0,0.0034435563807542926,0,0.0,0,0.0,0.38552378108909185,1.2475281445509938
607,4886.0,6902.0,857.0,0.043,0,1,0.6,0,0.3224582405462954,0,0.02702702702702703,0,0.13,1.0369666975413607,1.2475268533709216
608,7474.034,7385.265,1266.0,0.167,1,1,0.6,0,0.48100995601087143,1,0.8947368421052632,1,0.9,0.4942990184056951,1.247473367399263
609,8594.05,6007.62,1433.3,0.0025,0,0,0.0,0,0.005564851891317183,0,0.0,0,0.0,0.38552378108909185,1.2473401943247289
610,17504.0,8370.0,1297.0,0.029,0,0,0.4,0,0.4556642623297708,0,0.0,1,0.61,1.1310978581523108,1.2467700971677842
611,6906.0,7658.0,1113.0,0.0025,0,0,0.2,0,0.0067069651001940185,0,0.03278688524590164,0,0.0,0.23730558964012097,1.2465932319331197
612,4912.65,6713.0,1005.0,3.082,1,0,0.4,1,0.6532764316044961,1,0.8947368421052632,1,0.93,0.9670231663849469,1.245293440121999
613,8163.037,6302.033,1422.299,0.171,1,0,0.2,0,0.14796126573065022,0,0.06719367588932806,1,0.58,0.24761183807440523,1.242959649992086
614,7939.966,7733.444,1044.0,0.0025,0,0,0.0,0,0.03112417647321351,0,0.0,0,0.04,0.6342674750153195,1.2415648620706679
615,6342.413,6822.44,1332.569,0.01,0,0,0.0,0,0.0017286718557862903,0,0.0,0,0.02,1.260848747140266,1.2412648175737404
616,6307.648,7873.18,905.0,0.0025,0,0,0.0,0,0.01770364521974745,0,0.0,0,0.02,0.7523428150289939,1.2402051496312194
617,7451.714,5170.307,1417.039,0.0025,0,0,0.0,0,0.067881660628027,0,0.0,0,0.02,0.6072267614164147,1.2369296010238509
618,5636.0,6198.0,1233.0,0.008,0,0,0.0,1,0.6844785127851339,0,0.0,0,0.12,0.3555814999997139,1.2356983735399052
619,4636.646,7435.528,523.0,0.045,0,0,0.4,0,0.248985399692575,0,0.06818181818181818,0,0.03,0.8855855521686535,1.235593893208102
620,7459.135,7360.244,1275.0,0.197,1,1,0.6,1,0.9127673970047963,1,1.0,1,0.83,0.8106390679712429,1.2351290849022265
621,5428.0,7562.0,754.0,0.0025,0,0,0.0,0,0.0021945046570258217,0,0.0,0,0.0,0.7923635190571027,1.2340888703374353
622,7372.0,6388.0,1268.0,0.0025,0,0,0.0,0,0.0034771030210397533,0,0.0,0,0.0,0.38552378108909185,1.2327800122281256
623,4631.798,7151.043,697.509,0.009,0,0,0.0,0,0.13560424280066916,0,0.0,0,0.0,0.3946690107019632,1.2314840517668437
624,8431.0,7254.0,1221.999,0.0025,0,0,0.0,0,0.010208421721319574,0,0.0,0,0.0,0.4492242554703022,1.2297770412322482
625,11844.238,6031.247,1478.17,0.005,0,0,0.0,0,0.007351205018588335,0,0.0,0,0.01,0.3270633553995527,1.229537303788692
626,7754.0,6544.0,1290.0,0.0025,0,0,0.0,0,0.004391329158219392,0,0.0,0,0.0,0.38552378108909185,1.2293766867534581
627,5114.0,6678.0,1020.0,0.005,0,0,0.0,0,0.016015772143378043,0,0.0,0,0.0,0.2669131436179216,1.2265462666790747
628,7039.0,4179.0,887.0,0.015,0,0,0.0,0,0.09219728191298748,0,0.06719367588932806,0,0.11,3.340256228779095,1.2256637377838815
629,4596.0,6494.0,886.0,0.08,0,0,0.0,0,0.050295416492516884,1,0.8888888888888888,0,0.14,1.5212275794466623,1.224100261468051
630,7823.0,7392.0,1133.0,0.0025,0,0,0.0,0,0.042541929346618594,0,0.0,0,0.01,0.5241764983351281,1.2234797520050944
631,4931.0,6656.0,1040.0,0.422,1,0,0.4,1,0.5522429699413862,0,0.07142857142857142,1,0.73,1.0415557013904544,1.222954243540193
632,8456.0,4768.0,1110.0,0.005,0,0,0.0,0,0.0567606992852185,0,0.02702702702702703,0,0.03,0.7088257045305228,1.2223630356734054
633,3883.004,7343.405,137.65,0.04,0,0,0.0,0,0.0006776600228365832,0,0.0,0,0.03,1.1077626819371214,1.2202984561064096
634,11691.29,8953.909,1226.3,0.0025,0,0,0.0,0,0.0009661123941650112,0,0.0,0,0.0,1.1532947647043266,1.219905450204743
635,4656.668,6316.063,1063.0,0.519,1,0,0.4,1,0.8899292813594972,1,1.0,1,0.8,3.0402794487787568,1.2177586889507173
636,9748.088,7293.679,1274.99,0.165,1,1,0.6,0,0.19717464596716416,1,1.0,1,0.68,0.4554352330652114,1.217449217453988
637,7085.137,5361.376,1307.0,0.029,0,0,0.0,0,0.007174883467336196,0,0.06719367588932806,0,0.02,0.37131287469483537,1.2162920269134154
638,6336.118,7526.399,980.0,0.0025,0,0,0.0,0,0.029375800348845408,0,0.06818181818181818,0,0.07,0.5561249159422963,1.215986312852461
639,4182.324,7636.848,196.69,0.031,0,0,0.2,0,0.12546330776090572,0,0.06719367588932806,0,0.08,0.32093524448004096,1.2147092000082547
640,6763.869,4867.874,1013.559,0.006,0,0,0.0,0,0.01408442691997058,0,0.0,0,0.03,0.3081153560059544,1.2141307409112017
641,5445.411,8326.43,557.0,0.0025,0,0,0.4,0,0.11423987073080846,0,0.0,0,0.02,1.093315064615449,1.213826875623477
642,4913.899,6732.387,995.0,0.442,1,1,0.8,0,0.30116188828201773,0,0.4666666666666667,1,0.93,0.9112279736173341,1.2133242794344166
643,8913.102,6278.424,1470.419,0.011,0,0,0.2,0,0.034261847167969796,0,0.0,0,0.01,0.6258095778037116,1.212000333359385
644,5266.044,7286.197,716.069,2.02,1,1,0.6,1,0.6830802039040462,1,1.0,1,0.88,1.6131060244864102,1.20944069465326
645,9890.076,6738.958,1404.28,0.005,0,0,0.0,0,0.02750126989096415,0,0.06719367588932806,0,0.02,0.8327186207174274,1.2090588663394624
646,6757.469,8011.793,945.0,0.005,0,0,0.0,0,0.02503796746427368,0,0.06719367588932806,0,0.02,0.39143202216122985,1.2079778188944426
647,7043.0,6955.0,1179.0,0.0025,0,0,0.0,0,0.01139912872567576,0,0.0,0,0.0,1.1029186177905423,1.2066912044736537
648,4902.394,6760.422,959.0,0.676,1,0,0.4,0,0.3093860035218923,1,0.8888888888888888,1,0.7,0.4762699673695493,1.206398354726535
649,6500.656,7831.902,931.0,22.424,1,1,0.6,0,0.4366102653020717,1,0.8947368421052632,1,0.69,2.301442093150472,1.2062157591174114
650,7940.583,7733.243,1044.0,0.0025,0,0,0.2,0,0.3227910061715651,0,0.0,0,0.13,0.6404400737391167,1.2050771910778524
651,4386.0,6395.0,863.0,0.079,0,0,0.0,0,0.22819058476219906,0,0.07142857142857142,0,0.04,0.9147984380741099,1.2043529051094315
652,6350.0,7607.0,906.0,0.024,0,0,0.0,0,0.16080005591977956,0,0.06719367588932806,0,0.03,1.746212564020189,1.203866390907572
653,7593.904,8778.542,756.0,0.0025,0,0,0.0,0,0.000481202242017476,0,0.0,0,0.0,0.3270633553995527,1.2030680015446635
654,3948.927,7387.505,226.81,0.006,0,0,0.0,0,0.03328487551442727,0,0.0,0,0.0,0.9200187435447968,1.2010511645897797
655,5144.416,7638.749,617.0,0.009,0,0,0.2,0,0.04110148529172618,0,0.06719367588932806,0,0.03,0.4102634937315411,1.2009308414049442
656,7304.746,7591.771,1206.779,0.021,0,0,0.2,0,0.2729808039269043,0,0.06818181818181818,0,0.09,0.6839416854058122,1.1984960957658373
657,9464.0,6717.0,1500.0,0.009,0,0,0.2,0,0.14314710101646086,0,0.06818181818181818,0,0.01,1.6087985932722404,1.1981899138959202
658,7173.931,3507.424,1262.249,0.0025,0,0,0.0,0,0.12748237478406982,0,0.06818181818181818,0,0.05,0.6516571979107227,1.1979324925721502
659,6934.0,6780.0,1294.0,0.0025,0,0,0.0,0,0.001822883381462241,0,0.0,0,0.0,1.1532947647043266,1.1946716505255766
660,4922.559,8130.166,340.0,0.0025,0,0,0.0,0,0.11464450238686813,0,0.06818181818181818,0,0.04,0.5708150197435153,1.1928727798835186
661,9908.209,6530.959,1455.0,0.016,0,0,0.0,0,0.02773635448426253,0,0.06719367588932806,0,0.04,0.3156281459320887,1.190244374331342
662,10811.606,6137.087,1467.77,0.007,0,0,0.0,0,0.09417160276322431,0,0.06818181818181818,0,0.02,0.8015437776205938,1.189636232862513
663,5294.175,7040.576,938.0,0.0025,0,0,0.0,0,0.0020136044953842033,0,0.0,0,0.0,1.1532947647043266,1.1885913203394705
664,8273.002,6001.34,1439.559,0.0025,0,0,0.0,0,0.0039001533621699216,0,0.0,0,0.0,0.36590801797156886,1.188511599267002
665,4539.081,6498.288,892.0,0.078,0,0,0.0,0,0.03813783554949876,0,0.4666666666666667,0,0.06,1.5140906413728854,1.187033127713292
666,7338.0,7187.0,1248.0,0.0025,0,0,0.0,0,0.00550418750904891,0,0.0,0,0.0,0.2770138185805674,1.1870085830533363
667,6825.562,6722.534,1337.959,0.011,0,0,0.0,0,0.0018356077733966494,0,0.0,0,0.0,1.2732827615568096,1.1862533771485317
668,5098.394,6502.069,1130.0,0.013,0,0,0.0,0,0.009986619252759064,0,0.0,0,0.01,0.6116546221224608,1.1856646381897082
669,3940.427,6443.621,579.0,0.062,0,0,0.2,0,0.013926233736172557,0,0.06719367588932806,0,0.08,0.8848025485272626,1.1850728659128
670,5560.612,6970.5,1002.42,0.0025,0,0,0.0,0,0.004865447620605422,0,0.0,0,0.0,0.3065469795501437,1.1849427151025824
671,3919.959,6658.304,514.0,0.0025,0,0,0.0,0,0.0041925777122302135,0,0.0,0,0.0,1.260848747140266,1.1848278107576007
672,7391.0,7457.0,1258.0,0.008,0,0,0.2,0,0.15727055908686766,0,0.06818181818181818,0,0.01,3.702741049914534,1.1830786183487083
673,9593.972,5866.032,1410.489,0.0025,0,0,0.0,0,0.0025341264578002507,0,0.0,0,0.0,0.38552378108909185,1.1820271823161985
674,10809.965,5979.418,1512.0,0.0025,0,0,0.0,0,0.07242270890593702,0,0.0,0,0.01,0.8471790528365175,1.181897194409805
675,5098.788,6502.139,1130.0,0.042,0,0,0.0,0,0.025158755434351428,0,0.0,0,0.0,0.28009205566249185,1.181772922643943
676,4593.717,6484.722,909.0,0.086,0,0,0.0,0,0.15900400793869668,0,0.06818181818181818,0,0.04,4.314593608688688,1.1797431153995408
677,8212.049,6290.027,1422.299,0.012,0,0,0.0,0,0.10533555733009296,0,0.06719367588932806,0,0.05,0.44967577748418264,1.1791386214770236
678,6764.912,4994.066,1117.299,0.005,0,0,0.0,0,0.0028240926796249182,0,0.0,0,0.0,1.2030812465920673,1.1769601513888848
679,13563.0,7802.0,1468.0,0.0025,0,0,0.0,0,0.0004163871826857931,0,0.0,0,0.01,0.38552378108909185,1.175953836736117
680,5670.158,6626.205,1284.399,0.115,1,0,0.2,1,0.8178685242534434,1,1.0,1,0.73,0.19590705311433354,1.1747145942760948
681,6339.352,6818.917,1332.569,0.037,0,0,0.0,0,0.02292583122231044,0,0.02702702702702703,0,0.01,0.7902466512068262,1.174097019073355
682,6365.0,7602.0,924.0,0.063,0,0,0.2,0,0.34227927521216256,0,0.06719367588932806,0,0.1,0.5120097251110034,1.1728568346137929
683,5747.557,3743.596,962.22,0.076,0,0,0.4,0,0.0003437871218532949,0,0.0,0,0.33,0.3676095946884047,1.172847982647688
684,7540.48,7444.068,1247.0,0.006,0,0,0.0,0,0.23677202461603597,0,0.4666666666666667,0,0.1,1.9296151283803349,1.172543000975696
685,6177.32,7413.31,1011.0,0.01,0,0,0.4,0,0.056256047637711304,0,0.06818181818181818,0,0.01,1.5032824476495061,1.1701813491723017
686,12283.92,9911.181,1378.0,0.01,0,0,0.0,0,0.01721413617175597,0,0.0,0,0.06,0.9011733200336376,1.1683558349841048
