Rank,East,North,Level,Au_ppm,target_Au,KNN_pred,KNN_proba,Regresion_Logistica_pred,Regresion_Logistica_proba,Arbol_Decision_pred,Arbol_Decision_proba,Random_Forest_pred,Random_Forest_proba,KNN_Regressor_pred_ppm
726,4749.0,5890.0,1012.0,0.024,0,0,0.0,0,0.04402203023880051,0,0.02702702702702703,0,0.01,0.7971074893040758
727,4677.064,6180.09,1087.0,0.033,0,0,0.0,0,0.05693276810103857,0,0.0,0,0.01,0.7971074893040758
728,4964.6,6649.0,1056.0,0.738,1,1,0.6,0,0.17573757381279298,0,0.02702702702702703,1,0.7,0.7971074893040758
729,7870.033,5722.899,1465.839,0.005,0,0,0.2,0,0.1083064627332071,0,0.0,0,0.01,0.7971074893040758
730,4918.0,6713.0,1005.0,0.21,1,0,0.4,0,0.042532271609804426,1,0.8888888888888888,1,0.75,0.7971074893040758
731,11971.046,5960.377,1509.829,0.005,0,0,0.0,0,0.03360810138239454,0,0.0,0,0.03,0.7971074893040758
732,12425.317,9432.147,1369.02,0.071,0,0,0.4,1,0.5854311847999734,0,0.0,0,0.18,0.7950584616583081
733,7811.14,6926.42,1336.467,0.005,0,1,0.6,0,0.19806069197441736,0,0.0,0,0.01,0.7949633634075155
734,5756.057,3348.502,1143.0,0.054,0,0,0.4,1,0.7208362258788261,0,0.0,0,0.28,0.7928978633367866
735,5428.0,7562.0,754.0,0.0025,0,0,0.0,0,0.0021945046570258217,0,0.0,0,0.0,0.7923635190571027
736,5203.0,3730.0,877.0,0.0025,0,1,0.6,0,0.3956334941415704,0,0.0,0,0.14,0.7912256330592696
737,6339.352,6818.917,1332.569,0.037,0,0,0.0,0,0.02292583122231044,0,0.02702702702702703,0,0.01,0.7902466512068262
738,11579.528,6845.732,1355.0,0.0025,0,0,0.0,0,0.005000788025769689,0,0.03278688524590164,0,0.01,0.7895535449084286
739,5555.229,6806.051,1156.639,3.108,1,1,0.6,1,0.5770051165160649,1,1.0,1,0.85,0.7879085122862611
740,4633.993,6580.535,873.0,0.069,0,0,0.2,0,0.2924702886433391,0,0.06818181818181818,0,0.09,0.7873127556981572
741,5643.0,8216.0,589.0,0.0025,0,0,0.0,0,0.015395041212113148,0,0.0,0,0.01,0.7870716263679034
742,4962.0,6661.0,1045.0,0.102,1,1,0.8,1,0.6517857980618921,1,1.0,1,0.69,0.7862567293225395
743,4702.059,6705.683,942.979,0.033,0,0,0.2,0,0.35251684761572416,0,0.06719367588932806,1,0.59,0.7862379621130913
744,5414.602,7890.204,657.0,0.005,0,0,0.0,0,0.29580120814941785,0,0.0,0,0.02,0.786237962113091
745,6494.297,6741.99,1352.149,0.188,1,0,0.2,0,0.47303990589784256,1,0.8947368421052632,1,0.85,0.786237962113091
746,12099.47,6411.755,1376.0,0.0025,0,1,0.6,0,0.10434091009928056,0,0.02702702702702703,0,0.04,0.786171356567926
747,6566.274,7175.239,1134.0,0.63,1,1,0.6,0,0.24647340762199127,1,0.8888888888888888,1,0.85,0.7839582130029646
748,7749.635,7376.631,1198.0,0.005,0,0,0.0,0,0.12079184774421581,0,0.06818181818181818,0,0.01,0.7839582130029646
749,7676.014,7243.243,1268.0,0.018,0,0,0.0,0,0.225240597983827,0,0.06818181818181818,0,0.02,0.7821208066022061
750,5320.663,8036.777,592.0,0.0025,0,0,0.0,0,0.055890987174355054,0,0.03278688524590164,0,0.0,0.7817608803551404
751,5478.022,6750.038,1111.139,0.024,0,0,0.0,0,0.007409508144781121,0,0.0,0,0.0,0.7798154784357898
752,6167.262,7412.052,1055.819,0.009,0,0,0.0,0,0.0415058934972429,0,0.03278688524590164,0,0.01,0.777820862878198
753,10038.807,6374.509,1516.88,0.008,0,0,0.2,0,0.09370736714242754,0,0.06818181818181818,0,0.02,0.777820862878198
754,5107.31,8318.08,362.0,0.0025,0,0,0.0,0,0.0004245702849029554,0,0.0,0,0.0,0.7775878791682885
755,7352.0,7355.0,1272.0,0.168,1,0,0.4,0,0.45068309470345425,1,1.0,1,0.82,0.7775326416060615
756,5438.19,6285.201,1286.0,0.0025,0,0,0.4,0,0.0178622503419232,0,0.0,0,0.01,0.7764775419725538
757,21814.0,5432.0,1450.0,0.007,0,0,0.0,0,0.0003625415760057132,0,0.0,0,0.01,0.7746044845047737
758,10774.114,9705.094,1406.0,0.005,0,0,0.0,0,0.003979728328996136,0,0.06719367588932806,0,0.04,0.772691519198695
759,10865.939,6284.559,1508.86,0.006,0,0,0.0,0,0.06080694923306034,0,0.03278688524590164,0,0.0,0.772691519198695
760,9452.0,6423.0,1502.0,0.007,0,0,0.0,0,0.1108225062414999,0,0.06719367588932806,0,0.0,0.7718976355467692
761,7818.0,7408.0,1145.0,0.018,0,0,0.0,0,0.1291775296446162,0,0.0,0,0.02,0.7707552553899129
762,4596.395,6492.619,900.0,0.027,0,0,0.2,0,0.04462391776869272,0,0.0,0,0.03,0.7704986797077191
763,3936.527,7387.505,214.3,0.0025,0,0,0.0,0,0.05841023824960847,0,0.0,0,0.0,0.7696463958571381
764,5539.0,8339.0,585.0,0.023,0,0,0.0,0,0.12823284794543913,0,0.06818181818181818,0,0.0,0.7693493439967537
765,12517.115,9391.492,1330.0,0.022,0,0,0.2,0,0.004834116992334072,0,0.06719367588932806,0,0.1,0.7638804696861311
766,9490.0,6916.0,1469.0,0.005,0,0,0.0,0,0.09250051134457145,0,0.06818181818181818,0,0.02,0.7627466363097876
767,13568.183,7743.042,1492.0,0.143,1,0,0.4,1,0.6188798803710629,1,1.0,1,0.6,0.7626838859765612
768,3988.282,6697.804,516.0,0.009,0,0,0.0,0,0.027132142896878736,0,0.0,0,0.01,0.761600442764191
769,7077.164,4740.719,1070.0,0.019,0,0,0.0,0,0.015332888976102974,0,0.0,0,0.01,0.761600442764191
770,6778.701,7628.489,1086.0,0.011,0,0,0.2,0,0.15665696361706755,0,0.03278688524590164,0,0.02,0.7601661206991284
771,6966.877,7891.534,1031.859,0.0025,0,0,0.4,0,0.04060357566512328,0,0.06818181818181818,0,0.01,0.759527663864497
772,4918.146,6702.394,1030.0,0.17,1,0,0.4,0,0.05215804802205644,0,0.06818181818181818,1,0.62,0.759527663864497
773,4692.994,6235.841,1096.0,0.058,0,0,0.0,0,0.1306848151682988,0,0.0,0,0.02,0.759527663864497
774,7741.41,7368.99,1195.0,0.0025,0,0,0.0,0,0.02390753472268169,0,0.0,0,0.01,0.7591736839586514
775,7841.34,5381.136,1450.0,0.007,0,0,0.0,0,0.06902576692827725,0,0.4666666666666667,0,0.12,0.756916738285293
776,6564.0,8249.0,779.0,0.266,1,1,0.8,1,0.9290824994523988,1,1.0,1,0.84,0.755762292343908
777,9311.03,6885.561,1391.0,0.029,0,0,0.0,0,0.0003629895233037603,0,0.38461538461538464,0,0.04,0.7557264765272448
778,7572.304,5131.126,1417.039,0.009,0,0,0.0,0,0.08711021514746425,0,0.06818181818181818,0,0.04,0.7556990079866458
779,6165.021,7407.497,1008.0,0.006,0,0,0.4,0,0.1528022993756048,0,0.03278688524590164,0,0.01,0.7556990079866456
780,9473.0,6468.0,1501.0,0.009,0,0,0.0,0,0.09749789029020718,0,0.06719367588932806,0,0.06,0.7556990079866456
781,6307.648,7873.18,905.0,0.0025,0,0,0.0,0,0.01770364521974745,0,0.0,0,0.02,0.7523428150289939
782,5269.0,6263.0,1288.0,0.005,0,0,0.0,0,0.11022035018281494,0,0.0,0,0.01,0.7512914977975399
783,12283.669,9423.82,1371.49,0.009,0,0,0.0,0,0.00023604300470255143,0,0.0,0,0.0,0.7512846633543468
784,5006.964,6547.981,1146.899,0.01,0,0,0.0,0,0.023202989422415075,0,0.0,0,0.0,0.7512846633543468
785,5107.25,8319.5,361.0,0.087,0,0,0.0,0,0.0004799839991884871,0,0.0,0,0.02,0.7499293920838903
786,5107.28,8318.73,361.0,0.0025,0,0,0.0,0,0.0004948240015332893,0,0.0,0,0.0,0.7499293920838903
787,7831.989,5577.365,1399.449,0.005,0,0,0.0,0,0.04196627119730182,0,0.06719367588932806,0,0.01,0.7496229928339706
788,9842.0,6739.0,1407.0,0.0025,0,0,0.0,0,0.029134670771784926,0,0.0,0,0.05,0.748985853843971
789,7199.911,3507.765,1262.249,1.057,1,1,1.0,1,0.9999106840799558,1,1.0,1,0.8,0.7488943525767852
790,9799.325,6367.975,1475.0,0.093,0,0,0.2,1,0.6845540047014678,0,0.38461538461538464,0,0.16,0.7473087559607011
791,8054.946,6334.044,1365.179,0.032,0,0,0.2,0,0.23731728176354874,1,1.0,1,0.55,0.7470144971437462
792,7578.767,7490.655,1201.0,0.01,0,0,0.0,0,0.2284827580455007,0,0.06719367588932806,0,0.07,0.7439135186572836
793,6769.0,8253.0,800.0,0.051,0,0,0.0,0,0.1548730046727266,0,0.06719367588932806,0,0.04,0.7438791896653093
794,5272.752,8025.306,556.0,0.0025,0,0,0.0,0,0.12411088645801853,0,0.0,0,0.01,0.7438791896653091
795,11718.693,9882.244,1377.61,0.005,0,0,0.0,0,0.1744594273246641,0,0.0,0,0.04,0.7432911466322227
796,9332.496,6908.476,1409.0,0.007,0,0,0.0,0,0.08466218781533379,0,0.0,0,0.0,0.7388441733536648
797,10718.315,6190.842,1442.0,0.0025,0,0,0.2,0,0.035318778931092365,0,0.0,0,0.01,0.7384978204056387
798,5091.0,6441.0,1176.0,0.03,0,0,0.0,0,0.12220942547905451,0,0.06719367588932806,0,0.12,0.7383401894231267
799,7399.22,8631.432,642.17,0.0025,0,0,0.0,0,0.0018310685560040108,0,0.0,0,0.0,0.7333911889553449
800,10791.388,6067.744,1466.0,0.0025,0,0,0.0,0,0.0404103987643255,0,0.0,0,0.0,0.7308858912325434
801,10782.41,6115.233,1459.0,0.007,0,0,0.0,0,0.06991855640592282,0,0.0,0,0.0,0.7300573108156975
802,8484.024,6823.968,1391.239,0.0025,0,0,0.0,0,0.09662098535553136,0,0.0,0,0.11,0.7243762139021963
803,4005.061,7451.452,206.06,0.005,0,0,0.0,0,0.0010269435573828454,0,0.03278688524590164,0,0.01,0.7239919054478005
804,7298.535,7608.236,1206.779,0.017,0,0,0.0,0,0.07759676025674193,0,0.06719367588932806,0,0.12,0.7234078708243546
805,5548.681,6813.17,1073.0,0.187,1,1,0.6,0,0.2490034300007326,0,0.06719367588932806,1,0.61,0.7229478603075677
806,7338.0,6556.0,1276.0,0.203,1,0,0.4,0,0.21621289842797062,1,0.8947368421052632,1,0.82,0.7226673257248644
807,7270.265,3810.471,1200.709,0.245,1,0,0.4,1,0.8548816165455901,1,1.0,1,0.76,0.7205552288833773
808,6348.0,7608.0,910.0,0.02,0,0,0.0,0,0.07938168062338147,0,0.06719367588932806,0,0.05,0.7192643640218126
809,10730.866,5868.33,1497.0,0.0025,0,0,0.0,0,0.03698418877419702,0,0.06719367588932806,0,0.04,0.7192643640218126
810,10716.626,6355.484,1437.0,0.0025,0,0,0.0,0,0.038132041028493296,0,0.0,0,0.01,0.7192643640218126
811,6363.0,7674.0,879.0,0.007,0,0,0.0,0,0.08072325657624514,0,0.06719367588932806,0,0.01,0.7192643640218126
812,5638.0,6216.0,1236.0,0.014,0,0,0.2,0,0.06188799887465399,0,0.0,0,0.02,0.717439497500026
813,6147.995,8364.259,612.0,0.0025,0,0,0.0,0,0.038907338956957485,0,0.0,0,0.03,0.7157453176951598
814,6585.25,8214.579,819.0,0.271,1,0,0.2,1,0.9851443774292489,1,1.0,1,0.86,0.7148815974459514
815,10305.26,6105.792,1479.71,0.011,0,0,0.0,0,0.07592228352045023,0,0.06818181818181818,0,0.01,0.7138818484676925
816,3887.125,7344.043,138.0,0.0025,0,0,0.0,0,0.0009492210046395078,0,0.02702702702702703,0,0.04,0.7138818484676925
817,5401.676,8034.352,590.0,0.0025,0,0,0.0,0,0.011866374101605319,0,0.03278688524590164,0,0.01,0.7138818484676925
818,4180.011,6659.249,625.0,0.018,0,0,0.0,0,0.06009650668403641,0,0.02702702702702703,0,0.02,0.7138818484676923
819,4902.379,6640.091,1064.0,0.022,0,0,0.2,0,0.0905261160617533,0,0.06818181818181818,0,0.04,0.7103538360933066
820,8456.0,4768.0,1110.0,0.005,0,0,0.0,0,0.0567606992852185,0,0.02702702702702703,0,0.03,0.7088257045305228
821,4814.979,6131.063,1178.0,0.0025,0,0,0.0,0,0.027210238669772128,0,0.0,0,0.0,0.7072978991643355
822,5861.0,3911.0,859.0,0.163,1,0,0.4,1,0.9179846079846927,1,1.0,1,0.88,0.7066465023438994
823,5671.274,6625.091,1218.0,2.35,1,1,0.8,1,0.6936260848290501,1,1.0,1,0.97,0.7064223352135877
824,10874.845,6988.61,1376.58,0.006,0,0,0.0,0,0.0005790936556124592,0,0.0,0,0.02,0.7056599329045754
825,9784.293,6633.692,1408.6,0.01,0,0,0.0,0,0.0367078313685626,0,0.0,0,0.0,0.7041142092033397
826,11028.813,6041.332,1544.0,0.0025,0,0,0.0,0,0.035784104644970775,0,0.0,0,0.04,0.7041142092033397
827,4601.089,6364.632,1021.28,2.873,1,0,0.2,1,0.9324349862442182,1,1.0,1,0.85,0.701874846945432
828,7173.952,8898.108,666.35,0.098,0,0,0.2,0,0.00330602099396777,0,0.06719367588932806,0,0.08,0.698398016541767
829,9474.0,6879.0,1461.0,0.006,0,0,0.0,0,0.08608042535688609,0,0.06719367588932806,0,0.02,0.696877603086502
830,7537.487,5489.147,1370.0,0.035,0,0,0.4,0,0.09658656013466503,0,0.06719367588932806,0,0.03,0.6968074661729736
831,6502.193,7783.962,959.0,1.197,1,0,0.2,0,0.18865125497112128,1,0.8888888888888888,1,0.86,0.6954945103095755
832,7504.0,7697.0,1157.0,0.119,1,0,0.2,0,0.013766127058518103,0,0.06719367588932806,0,0.04,0.6952742369311213
833,5399.0,6853.0,1052.0,0.059,0,0,0.0,0,0.13134603972343273,0,0.06719367588932806,0,0.05,0.6935706742638277
834,12484.0,9294.0,1297.0,0.019,0,0,0.0,0,0.005253859451248548,0,0.06818181818181818,0,0.0,0.6909526133865282
835,4369.427,6430.501,832.0,0.047,0,1,0.6,0,0.2530126159898422,0,0.06818181818181818,0,0.09,0.6904782158513358
836,7004.949,7857.834,1026.789,0.007,0,0,0.0,0,0.1135747361220149,0,0.0,0,0.01,0.6904451319327782
837,7347.0,7301.0,1265.0,2.376,1,0,0.4,0,0.36455669028766374,1,1.0,1,0.88,0.6902085339373987
838,7392.36,5724.571,1235.0,0.005,0,0,0.0,0,0.05075391983534121,0,0.06719367588932806,0,0.09,0.6900118953588961
839,5670.538,6624.916,1218.0,0.317,1,1,1.0,1,0.7931096049992049,1,1.0,1,0.91,0.6895197607425462
840,4930.0,6656.0,1036.0,1.738,1,1,1.0,1,0.807615501390425,1,0.8947368421052632,1,0.94,0.6880491821961567
841,4181.874,7636.848,196.69,0.013,0,0,0.0,0,0.011399973173143866,0,0.06719367588932806,0,0.01,0.6877321930069441
842,5107.35,8317.33,362.0,0.005,0,0,0.0,0,0.014599964862508048,0,0.0,0,0.02,0.6870306015815892
843,5760.749,8300.895,690.999,0.038,0,0,0.0,0,0.01551241693541872,0,0.0,0,0.03,0.6862048386760107
844,9593.964,5867.029,1410.489,0.007,0,0,0.0,0,0.06575742051668833,0,0.0,0,0.03,0.6851837423931506
845,4207.095,6642.626,640.0,0.007,0,0,0.0,0,0.05148083592979613,0,0.0,0,0.03,0.6839923174872174
846,7304.746,7591.771,1206.779,0.021,0,0,0.2,0,0.2729808039269043,0,0.06818181818181818,0,0.09,0.6839416854058122
847,12227.806,9830.008,1333.33,0.005,0,0,0.2,0,0.0011413175402669028,0,0.0,0,0.0,0.6824652472165331
848,7387.0,7845.0,1075.0,0.012,0,0,0.2,0,0.17237428261906734,0,0.06719367588932806,0,0.03,0.6805019213844002
849,8617.115,5860.976,1436.569,0.045,0,0,0.2,0,0.37892957577309916,0,0.38461538461538464,0,0.21,0.6790201510468123
850,10828.719,5975.07,1500.0,0.0025,0,0,0.0,0,0.04933316928246884,0,0.0,0,0.04,0.6781507103454606
851,4365.662,6437.495,826.0,2.133,1,0,0.4,0,0.46611921279897167,1,1.0,1,0.78,0.677265856143198
852,6164.058,7410.504,1055.819,0.2,1,0,0.4,0,0.3286324285718311,1,0.8947368421052632,1,0.87,0.6745444617341543
853,5139.0,6467.0,1165.0,0.005,0,0,0.0,0,0.008539309118611392,0,0.0,0,0.0,0.6723429738206572
854,10035.323,6380.144,1518.7,0.015,0,0,0.0,0,0.11917146679484619,0,0.06818181818181818,0,0.01,0.6689207910005345
855,4313.229,7637.361,297.83,0.0025,0,0,0.0,0,0.004138676921946986,0,0.0,0,0.0,0.6662763394781046
856,5601.033,6584.195,1257.0,0.0025,0,0,0.0,0,0.02627273531359637,0,0.0,0,0.0,0.6603562144717818
857,6647.031,5139.525,1171.169,0.006,0,0,0.0,0,0.07331931717386402,0,0.0,0,0.05,0.6603562144717818
858,4649.203,6287.79,1064.0,0.026,0,0,0.0,0,0.08641569629535531,0,0.06719367588932806,0,0.05,0.6603562144717818
859,7216.168,4546.768,970.0,0.0025,0,0,0.0,0,0.00921135485555937,0,0.0,0,0.0,0.6603562144717818
860,3969.182,6290.314,626.0,0.011,0,0,0.0,0,0.007683381043110331,0,0.06719367588932806,0,0.01,0.6603562144717818
861,5334.076,6546.709,1146.0,0.013,0,0,0.2,0,0.11526743008177091,0,0.0,0,0.02,0.6603562144717818
862,4946.0,5016.0,711.0,0.0025,0,0,0.0,0,0.0022194912965457112,0,0.02702702702702703,0,0.02,0.6603562144717818
863,6776.562,7590.348,1054.389,0.017,0,0,0.4,0,0.0230080991283613,0,0.0,0,0.02,0.6603562144717818
864,6875.539,7952.171,901.279,0.011,0,0,0.0,0,0.021533461387417394,0,0.0,0,0.02,0.6603562144717818
865,7321.26,4585.761,1024.0,0.007,0,0,0.0,0,0.016830676319848314,0,0.0,0,0.0,0.6603562144717818
866,7685.385,7385.344,1208.0,0.005,0,0,0.0,0,0.011494880226759365,0,0.0,0,0.03,0.6603562144717818
867,4982.0,6735.0,984.0,0.054,0,0,0.0,0,0.084320440477369,0,0.0,0,0.04,0.6603562144717818
868,3967.317,6290.059,626.0,0.006,0,0,0.0,0,0.004607646445944792,0,0.0,0,0.0,0.6603562144717818
869,7424.562,8619.624,632.81,0.024,0,0,0.4,0,0.15777248354654683,0,0.38461538461538464,0,0.31,0.6592642661651947
870,4498.715,6423.28,949.0,0.031,0,0,0.0,0,0.14269073407302918,0,0.06719367588932806,0,0.09,0.6592642661651946
871,7353.587,7342.322,1299.0,0.998,1,1,0.6,0,0.2813230356053745,1,0.8947368421052632,1,0.85,0.6587361527023079
872,6183.13,7394.712,1013.0,0.008,0,1,0.6,0,0.25132203683346277,0,0.06719367588932806,0,0.07,0.6587361527023079
873,4873.0,6068.0,1442.0,0.008,0,0,0.0,0,0.004759012301251507,0,0.0,0,0.0,0.658664140157622
874,4925.0,8133.0,332.0,0.03,0,0,0.0,1,0.5858113745288248,0,0.38461538461538464,0,0.19,0.6571518730744634
875,4686.067,6211.508,1080.0,0.019,0,0,0.0,0,0.08223495283019513,0,0.06719367588932806,0,0.03,0.6563635562516308
876,5405.0,6830.0,1063.0,0.04,0,0,0.0,0,0.07243456990794697,0,0.06719367588932806,0,0.02,0.6563635562516308
877,5340.0,6575.0,1122.0,0.053,0,0,0.0,0,0.06895070981361956,0,0.0,0,0.0,0.6563635562516308
878,4897.314,6639.522,1068.0,0.01,0,0,0.0,0,0.04143748268163234,0,0.0,0,0.01,0.6563635562516308
879,7354.0,7321.0,1264.0,1.59,1,0,0.4,1,0.6641623709552145,1,1.0,1,0.84,0.6557323950124614
880,7521.0,7266.0,1282.0,0.586,1,1,0.8,1,0.6577263540542126,1,1.0,1,0.95,0.6545841447475813
881,5826.848,8257.536,690.999,0.045,0,0,0.2,0,0.08680402487675602,0,0.06719367588932806,0,0.05,0.6539109968140937
882,2579.966,2221.598,516.659,0.197,1,1,0.8,1,0.9820895809317359,1,1.0,1,0.92,0.6530959113559103
883,6362.176,6658.167,1292.0,0.007,0,0,0.0,0,0.27719619284840447,0,0.0,0,0.02,0.6520508865330843
884,7173.931,3507.424,1262.249,0.0025,0,0,0.0,0,0.12748237478406982,0,0.06818181818181818,0,0.05,0.6516571979107227
885,6415.764,8103.782,773.0,0.0025,0,0,0.0,0,0.11703329546648883,0,0.06719367588932806,0,0.05,0.6499769734771309
886,5497.22,7002.321,1060.439,0.6,1,1,0.8,1,0.9646317742046873,1,1.0,1,0.81,0.6457814481334575
887,5221.0,6365.0,1257.0,0.013,0,0,0.0,0,0.05384269039267435,0,0.0,0,0.02,0.6456221221577562
888,6352.0,7610.0,906.0,0.0025,0,0,0.0,0,0.02211874255506971,0,0.0,0,0.02,0.6456221221577562
889,4272.918,6310.418,807.0,0.008,0,0,0.0,0,0.00874563753715189,0,0.0,0,0.0,0.6456221221577562
890,4926.39,6626.541,1066.0,0.475,1,0,0.2,0,0.056726250859308894,1,1.0,0,0.22,0.6456221221577562
891,5699.316,5885.342,1135.0,0.0025,0,0,0.0,0,0.010630300726163548,0,0.0,0,0.0,0.6456221221577562
892,7130.849,4715.697,1055.0,0.015,0,0,0.0,0,0.023678377312449587,0,0.06719367588932806,0,0.04,0.6456221221577562
893,5335.222,6547.512,1146.0,0.006,0,0,0.0,0,0.1437561428819658,0,0.0,0,0.02,0.6456221221577562
894,5426.0,6631.0,1134.0,0.018,0,0,0.0,0,0.004576080704654562,0,0.0,0,0.0,0.6456221221577562
895,4359.389,6425.588,828.0,0.018,0,0,0.0,0,0.012396139731221766,0,0.0,0,0.0,0.6456221221577562
896,12318.48,6071.788,1493.43,0.005,0,0,0.2,0,0.01940723778487083,0,0.0,0,0.02,0.6456221221577562
897,5475.0,6812.0,1097.0,0.0025,0,0,0.0,0,0.04765538202279992,0,0.0,0,0.0,0.6456221221577562
898,12101.296,5681.129,1419.069,0.0025,0,0,0.0,0,0.07266255683562883,0,0.0,0,0.06,0.6456221221577562
899,5941.0,8500.0,510.0,0.0025,0,0,0.0,0,0.07888996604113013,0,0.0,0,0.02,0.6452825720761317
900,6504.013,7693.299,951.059,0.013,0,0,0.0,0,0.12175663852336484,0,0.06818181818181818,0,0.01,0.64503390054001
901,5566.688,6787.367,1089.0,0.114,1,0,0.4,1,0.6521301097555738,0,0.06719367588932806,1,0.76,0.6440481332093404
902,4698.232,6240.856,1101.0,0.029,0,0,0.2,0,0.10030751768821775,0,0.06719367588932806,0,0.04,0.642823384885232
903,4995.0,6854.0,907.0,0.018,0,0,0.2,0,0.2470863004582247,0,0.06818181818181818,0,0.05,0.6422798588367769
904,6529.503,7821.969,941.609,1.118,1,0,0.4,0,0.308474453769545,1,0.8888888888888888,1,0.67,0.6408855283877491
905,7940.583,7733.243,1044.0,0.0025,0,0,0.2,0,0.3227910061715651,0,0.0,0,0.13,0.6404400737391167
906,8678.013,6675.971,1375.089,0.008,0,0,0.2,0,0.33485651841826797,0,0.0,0,0.11,0.6404400737391165
907,7306.977,5770.591,1186.0,0.007,0,0,0.0,0,0.056526467002980425,0,0.0,0,0.0,0.6376558630136808
908,5336.513,6529.943,1181.0,0.01,0,0,0.0,0,0.008098629945266484,0,0.0,0,0.01,0.6375778238615782
909,7777.029,9421.947,1001.08,0.047,0,0,0.4,0,0.28058170115576475,0,0.0,0,0.16,0.6345137980870095
910,7939.966,7733.444,1044.0,0.0025,0,0,0.0,0,0.03112417647321351,0,0.0,0,0.04,0.6342674750153195
911,4633.032,6145.424,1032.0,0.017,0,0,0.2,0,0.057720457008108524,0,0.06818181818181818,0,0.03,0.6339298888202651
912,6213.113,7308.349,1081.0,0.014,0,0,0.4,0,0.32643265487331224,0,0.06719367588932806,0,0.14,0.6334845956842289
913,6180.73,7356.765,1044.0,0.011,0,0,0.2,0,0.2942030362707509,0,0.02702702702702703,0,0.08,0.6334845956842288
914,8037.84,5634.98,1473.75,0.02,0,0,0.0,0,0.13873263928685722,0,0.06719367588932806,0,0.04,0.6317299810120653
915,9481.0,6465.0,1504.0,0.0025,0,0,0.0,0,0.049043956462557624,0,0.03278688524590164,0,0.0,0.6291375355152676
916,7354.052,7406.034,1280.549,0.032,0,0,0.2,0,0.23976425775197788,0,0.06719367588932806,0,0.12,0.6287618840262937
917,10058.066,6382.384,1549.0,0.096,0,0,0.0,0,0.22652958733836434,0,0.06719367588932806,0,0.05,0.6275297220794276
918,6340.245,7833.639,918.0,0.0025,0,0,0.0,0,0.04365493360372506,0,0.0,0,0.02,0.6274843557595235
919,10713.582,6204.9,1445.0,0.009,0,0,0.0,0,0.03612737277067948,0,0.06719367588932806,0,0.02,0.6271988553385881
920,5259.106,7957.47,567.0,0.0025,0,0,0.0,0,0.06279906210881529,0,0.0,0,0.0,0.6262094155402735
921,8913.102,6278.424,1470.419,0.011,0,0,0.2,0,0.034261847167969796,0,0.0,0,0.01,0.6258095778037116
922,7181.995,5262.575,1387.149,0.006,0,0,0.0,0,0.12569460549213032,0,0.06719367588932806,0,0.04,0.6258095778037116
923,6364.0,7635.0,909.0,0.018,0,0,0.0,0,0.02606021259950782,0,0.0,0,0.0,0.6235933124681812
924,6262.426,7149.453,1169.099,1.125,1,0,0.2,1,0.989533904882356,1,1.0,1,0.66,0.6211213111348797
925,4523.01,7816.72,320.0,0.027,0,0,0.0,0,0.04221316520765319,0,0.0,0,0.13,0.6184616061067787
926,4986.764,8192.549,400.0,0.25,1,0,0.2,0,0.005902824189788644,1,0.7,1,0.77,0.6182711847270623
927,7597.031,7412.596,1225.0,0.016,0,0,0.0,0,0.15354538045649893,0,0.06719367588932806,0,0.02,0.6176639193018353
928,12418.742,6312.14,1511.66,0.372,1,1,0.6,1,0.7779571621311974,1,1.0,1,0.51,0.6156209210549932
929,7638.491,5312.616,1412.109,0.016,0,0,0.0,0,0.24346470339970072,0,0.06719367588932806,0,0.08,0.6143947688136546
930,3885.334,7346.629,138.0,0.0025,0,0,0.0,0,0.002699107295065639,0,0.02702702702702703,0,0.03,0.6126694345145667
931,4726.049,6254.175,1092.0,4.093,1,1,0.8,1,0.9999960869239182,1,1.0,1,0.79,0.6121480115792222
932,4734.633,6238.41,1096.0,0.045,0,0,0.0,0,0.17355457526069196,0,0.0,0,0.07,0.6120035430994626
933,5074.0,6454.0,1170.0,0.027,0,0,0.0,0,0.08515800567513093,0,0.0,0,0.01,0.6116546221224608
934,5098.394,6502.069,1130.0,0.013,0,0,0.0,0,0.009986619252759064,0,0.0,0,0.01,0.6116546221224608
935,5287.779,7999.252,564.0,0.0025,0,0,0.0,1,0.5455994308812319,0,0.0,0,0.02,0.6113930303090281
936,5803.0,3901.0,871.0,0.0025,0,0,0.4,0,0.0006768552011903869,0,0.0,0,0.02,0.6106669134648044
937,6482.379,8362.637,730.0,0.018,0,0,0.0,0,0.0019312117657772825,0,0.0,0,0.01,0.6106401561338004
938,4621.0,5993.0,986.0,0.006,0,0,0.2,0,0.08659694149292643,0,0.06818181818181818,0,0.08,0.6104126975476397
939,6471.14,6998.602,1227.0,0.868,1,0,0.4,1,0.9749989480548384,1,1.0,1,0.55,0.6102470602023031
940,7451.714,5170.307,1417.039,0.0025,0,0,0.0,0,0.067881660628027,0,0.0,0,0.02,0.6072267614164147
941,12403.73,9449.517,1389.59,0.033,0,0,0.0,0,0.047154093397144714,0,0.06719367588932806,0,0.06,0.6052640376544947
942,6365.987,9165.388,646.4,0.0025,0,0,0.0,0,0.0035158992917466315,0,0.02702702702702703,0,0.02,0.6031382587260661
943,8783.263,5458.917,1292.699,0.0025,0,0,0.0,0,0.06497805409570788,0,0.06818181818181818,0,0.01,0.6014392923595357
