k,f2_oof,umbral
28,0.6787003610108303,0.1632789816086491
31,0.6793673616103523,0.1632789816086491
33,0.6776034236804565,0.1632789816086491
36,0.6678700361010831,0.1632789816086491
40,0.6726618705035972,0.1632789816086491
45,0.6760665220535069,0.1632789816086491
