East,North,Level,Au_ppm,Ag_ppm,Al_per,As_ppm,Ba_ppm,Be_ppm,Bi_ppm,Ca_per,Cd_ppm,Ce_ppm,Co_ppm,Cr_ppm,Cs_ppm,Cu_ppm,Fe_per,Ga_ppm,Ge_ppm,Hf_ppm,K_per,La_ppm,Mg_per,Mn_ppm,Mo_ppm,Na_per,Nb_ppm,Ni_ppm,P_ppm,Pb_ppm,Rb_ppm,Re_ppm,S_per,Sb_ppm,Sc_ppm,Se_ppm,Sn_ppm,Sr_ppm,Ta_ppm,Te_ppm,Th_ppm,Ti_per,Tl_ppm,U_ppm,V_ppm,W_ppm,Y_ppm,Zn_ppm,Zr_ppm,target_Au
8037.84,5634.98,1473.75,0.02,1.578,2.36,47.23,147.85,0.45,0.05,3.41,0.05,12.22,3.13,19.45,8.16,108.89,1.38,4.79,0.025,0.77,0.95,6.09,0.3,691.67,0.35,0.02,1.61,3.91,254.14,7.39,71.51,0.001,0.03,20.9,4.03,0.5,0.37,34.18,0.12,0.025,1.2,0.11,0.57,0.43,33.43,3.6,4.04,21.34,33.63,0
7960.116,5487.462,1483.98,0.263,0.528,3.72,21.45,189.2,0.48,0.05,10.63,0.13,28.69,8.85,14.68,7.67,25.33,2.02,8.31,0.025,0.93,1.25,12.48,0.55,1067.54,2.39,0.76,2.73,5.39,364.54,15.6,97.23,0.001,0.31,26.1,6.87,0.5,0.38,167.34,0.19,0.025,1.91,0.21,0.6,0.5,72.22,1.08,10.44,32.73,24.02,1
7868.927,5392.414,1461.0,0.011,0.186,5.26,13.3,418.75,0.6,0.05,8.43,0.07,27.77,10.16,21.98,7.19,16.73,2.58,10.05,0.025,1.77,1.59,15.04,0.95,827.81,0.79,0.27,4.08,8.17,468.97,8.94,85.66,0.001,0.16,1.82,9.45,0.5,0.66,104.7,0.25,0.025,2.89,0.27,0.63,0.67,83.45,1.0,9.1,45.78,74.01,0
7841.34,5381.136,1450.0,0.007,1.854,2.05,5.94,102.54,0.28,0.05,6.11,0.18,14.42,5.44,19.55,3.5,299.22,1.6,4.16,0.025,0.62,0.63,6.78,0.45,925.89,0.55,0.21,1.3,4.45,214.46,83.35,43.73,0.001,0.11,23.58,3.54,0.5,0.32,68.99,0.08,0.025,0.91,0.09,0.34,0.3,30.0,0.53,4.72,35.79,21.67,0
7837.401,5371.365,1448.0,0.077,60.22,2.62,14.16,318.56,0.37,0.15,0.63,55.0,9.74,3.43,30.22,9.58,311.55,1.38,6.28,0.025,0.85,1.2,4.43,0.24,237.16,19.02,0.07,1.75,5.33,283.01,11000.0,85.29,0.001,1.24,33.78,4.85,4.25,0.57,43.14,0.13,0.025,1.21,0.13,0.77,0.42,51.67,0.76,3.73,8497.46,30.71,0
8402.877,4944.364,1182.22,0.02,0.659,4.39,1179.68,246.18,0.64,0.05,0.01,0.05,24.62,0.21,10.64,6.92,2.5,0.96,7.01,0.025,1.16,2.11,15.38,0.15,80.66,1.54,0.03,4.77,0.64,165.12,49.69,107.47,0.001,0.07,11.26,2.52,0.5,0.91,5.34,0.45,0.025,8.03,0.1,0.95,1.71,13.33,0.99,6.02,14.51,30.05,0
8463.307,4830.322,1141.09,0.0025,0.094,7.93,11.94,404.3,1.33,0.17,2.47,0.24,36.94,10.43,19.12,12.52,14.56,3.35,15.97,0.07,2.33,2.0,17.91,1.03,691.26,0.87,2.27,7.45,9.23,659.49,18.49,73.17,0.001,0.06,2.97,10.56,0.5,1.6,209.61,0.5,0.088,6.88,0.35,0.7,1.84,88.44,0.99,14.96,81.26,87.28,0
8067.281,5575.402,1503.0,0.037,1.526,0.48,140.49,65.84,0.33,0.05,0.05,0.06,1.07,3.04,33.26,1.8,54.05,3.38,2.83,0.025,0.11,0.06,0.53,0.06,157.45,14.29,0.02,0.64,3.46,104.83,60.02,4.7,0.001,0.07,14.32,1.38,0.5,0.1,9.84,0.025,0.025,0.14,0.02,0.09,0.21,21.81,0.82,0.79,11.94,8.58,0
7993.0,5462.0,1490.0,0.029,1.625,3.63,23.51,156.97,0.39,0.05,5.59,0.13,16.16,5.64,19.36,3.61,162.28,1.93,6.77,0.025,0.73,0.94,8.03,0.43,744.11,0.22,0.79,2.3,3.97,383.01,15.05,65.57,0.001,0.07,31.65,7.01,0.5,0.4,96.52,0.16,0.025,1.4,0.21,0.5,0.32,67.37,1.49,8.56,30.65,29.42,0
7985.52,5480.849,1514.0,0.096,1.012,3.2,35.83,189.97,0.43,0.05,12.64,0.14,30.78,8.46,14.61,6.17,80.5,1.99,6.6,0.025,0.4,0.84,18.2,0.48,1182.96,1.45,0.59,2.39,4.27,381.45,34.21,71.61,0.001,0.31,21.37,7.67,1.06,0.2,125.13,0.15,0.025,1.34,0.18,0.46,0.28,53.92,2.29,8.85,30.16,16.7,0
7834.0,5424.0,1436.0,0.005,0.483,2.85,8.79,182.66,0.32,0.07,10.16,0.24,39.81,7.79,16.02,3.64,18.37,1.97,6.42,0.14,0.98,0.82,22.64,0.56,1300.81,1.12,0.11,2.26,5.09,293.35,17.6,50.75,0.001,0.23,14.24,5.79,0.5,0.58,110.17,0.16,0.025,1.43,0.14,0.47,0.47,44.73,0.81,7.85,29.97,44.97,0
7644.533,5312.194,1449.0,0.011,1.444,1.92,39.45,122.61,0.3,0.05,0.03,0.12,7.95,3.45,18.37,3.81,5.07,1.45,4.49,0.06,0.59,0.76,4.73,0.14,168.01,20.74,0.02,1.19,1.83,153.11,64.62,56.57,0.001,0.02,27.24,3.52,0.5,0.51,8.13,0.09,0.154,0.81,0.09,0.52,0.38,44.23,1.11,2.3,39.17,23.56,0
8456.0,4768.0,1110.0,0.005,0.918,4.14,7.07,247.53,0.63,0.48,0.13,0.08,21.01,3.43,14.42,5.6,10.81,1.44,8.36,0.08,1.18,1.0,9.87,0.31,297.99,1.93,0.9,2.99,2.08,262.15,21.58,68.05,0.001,0.02,4.71,3.94,0.5,0.95,45.37,0.27,0.111,3.61,0.12,0.62,1.3,23.4,3.31,8.32,33.44,38.23,0
7552.0,5299.0,1399.0,0.0025,0.147,9.67,3.93,627.84,1.04,0.05,3.47,0.06,33.12,17.43,23.9,1.97,20.47,4.88,18.94,0.13,2.23,2.09,12.17,1.85,931.46,0.56,1.65,7.26,9.75,921.8,8.73,48.26,0.001,0.03,3.43,15.27,0.5,1.28,466.56,0.47,0.054,3.48,0.43,0.89,1.02,166.36,1.16,15.87,82.41,73.47,0
7316.0,5338.0,1373.0,0.0025,0.053,9.7,10.92,240.68,0.88,0.14,3.76,0.14,26.37,15.81,13.18,3.02,16.75,5.48,17.59,0.13,1.98,0.51,11.34,2.13,1208.04,0.53,2.87,6.91,6.05,997.9,8.94,15.49,0.001,0.01,2.67,16.19,0.5,2.6,538.44,0.45,0.025,2.63,0.43,0.2,0.95,149.12,0.65,14.59,84.17,61.82,0
7254.0,5305.0,1371.0,0.0025,0.051,9.8,14.75,468.97,1.06,0.05,3.44,0.17,36.3,16.16,32.97,2.09,7.17,4.57,21.35,0.17,2.04,1.12,13.6,2.35,890.96,0.37,2.31,7.36,8.46,931.15,10.88,30.01,0.001,0.01,10.9,17.39,0.5,1.37,628.66,0.45,0.025,2.7,0.48,0.51,1.1,153.29,1.0,16.94,105.08,57.52,0
7271.0,5300.0,1346.0,0.0025,0.018,8.46,8.73,454.83,1.02,0.07,2.75,0.12,33.1,18.93,25.21,6.61,5.53,4.87,15.39,0.08,1.86,1.19,13.8,2.19,797.07,0.45,2.67,5.96,8.69,1017.37,7.51,70.67,0.001,0.01,3.64,16.71,0.5,1.17,532.86,0.37,0.025,2.96,0.49,0.68,0.87,122.08,1.08,13.85,72.03,54.12,0
7174.0,5235.0,1368.0,0.0025,0.12,8.27,3.94,567.94,1.23,0.2,3.92,0.09,35.67,18.23,23.97,1.91,24.69,5.33,22.85,0.15,2.43,1.45,13.14,2.06,903.5,0.77,2.4,7.67,10.84,870.15,9.97,36.6,0.001,0.02,1.97,16.73,0.5,1.32,510.05,0.45,0.025,3.92,0.49,0.54,0.98,146.06,1.21,18.78,93.84,79.37,0
7214.0,5275.0,1365.0,0.0025,0.128,9.08,8.92,251.35,1.08,0.21,2.63,0.07,29.96,18.28,29.61,4.22,14.41,5.85,16.8,0.09,1.73,0.8,14.37,2.76,788.97,0.45,3.58,5.36,7.92,921.96,7.66,31.51,0.001,0.02,2.83,21.54,0.5,1.86,463.45,0.35,0.025,2.24,0.52,0.37,0.85,175.34,1.25,14.85,89.47,47.65,0
7121.0,5311.0,1351.0,0.0025,0.098,6.71,36.61,943.95,1.88,0.14,0.32,0.06,60.12,0.46,10.74,6.68,3.62,0.92,17.77,0.11,2.63,4.8,33.9,0.07,189.27,1.48,1.17,7.47,1.23,63.93,16.1,237.48,0.001,0.02,2.27,2.67,0.5,3.72,375.25,1.03,0.025,20.55,0.04,2.02,7.34,1.0,0.68,21.28,15.59,72.72,0
7085.0,5361.0,1307.0,0.026,2.944,2.03,12.12,286.45,0.25,0.09,0.07,0.08,6.69,3.3,19.51,1.1,123.86,1.58,4.37,0.07,0.63,0.84,2.91,0.51,314.65,0.27,0.25,1.24,3.86,245.47,36.65,37.39,0.001,0.01,19.6,3.78,0.5,0.43,28.58,0.09,0.072,0.78,0.1,0.36,0.32,32.46,0.53,2.84,36.96,25.66,0
7085.137,5361.376,1307.0,0.029,0.959,5.37,14.64,1076.26,0.66,0.05,1.41,0.13,23.53,13.77,30.97,2.22,108.65,3.4,10.94,0.13,2.2,2.2,11.15,1.46,785.03,0.23,1.03,3.93,9.33,589.39,12.21,96.07,0.001,0.02,11.75,10.83,0.5,1.01,127.61,0.27,0.025,2.79,0.32,1.04,0.84,98.15,1.75,11.01,69.22,80.36,0
7088.0,5445.0,1267.0,0.0025,0.116,9.2,5.79,549.59,0.97,0.05,3.14,0.08,33.47,17.98,35.99,4.69,28.38,4.86,20.47,0.16,1.86,1.52,12.53,1.79,940.79,0.35,2.99,7.38,11.71,932.93,5.95,54.65,0.001,0.02,2.17,17.66,0.5,1.2,437.78,0.45,0.025,2.26,0.53,0.71,0.95,149.76,1.0,13.81,69.34,54.67,0
7000.0,5421.0,1220.0,0.0025,0.065,9.05,10.49,254.72,1.21,0.05,5.11,0.09,30.04,20.93,42.03,3.59,11.63,5.0,20.74,0.15,1.71,1.69,12.64,1.82,998.48,0.52,2.15,8.03,12.89,980.0,5.64,58.95,0.001,0.02,5.17,17.04,0.5,1.25,414.55,0.47,0.025,2.94,0.52,1.09,0.71,150.89,1.26,14.18,66.33,50.99,0
6140.26,3753.21,1002.98,0.0025,0.085,5.56,2.67,774.23,0.62,0.11,0.29,0.05,39.76,4.43,6.26,4.38,32.02,0.86,10.62,0.16,0.18,4.77,17.31,0.04,84.3,3.15,1.06,2.99,1.17,71.36,22.97,178.14,0.001,0.08,0.48,2.12,0.5,0.65,101.84,0.35,0.025,12.46,0.04,0.93,2.62,3.93,4.39,5.33,5.05,3.54,0
6074.296,3725.401,992.74,0.0025,0.12,6.04,6.64,680.97,0.66,0.75,0.33,0.01,45.99,3.71,5.92,3.09,35.49,0.88,12.63,0.13,0.22,5.58,19.68,0.06,65.45,1.69,1.11,3.74,2.44,86.08,28.63,176.98,0.001,0.04,0.76,2.5,0.5,0.75,131.23,0.41,0.025,14.58,0.04,0.86,3.87,6.12,3.12,8.94,12.18,4.16,0
5951.538,3707.239,993.34,0.532,104.249,0.75,1107.38,46.23,0.21,3566.14,0.01,0.94,2.48,0.9,16.27,0.45,2845.18,4.16,3.04,0.09,0.05,0.29,1.37,0.02,56.62,75.56,0.01,0.28,1.01,279.89,1124.15,16.4,0.001,0.05,142.37,0.43,7.49,19.39,1.73,0.025,120.683,0.61,0.01,0.08,0.67,24.4,20.65,0.36,29.48,0.5,1
5939.501,3655.298,1025.64,0.103,27.821,0.21,782.87,21.92,0.12,123.85,0.01,0.81,1.02,0.48,19.56,0.2,903.99,1.73,1.1,0.07,0.05,0.09,0.55,0.01,43.79,8.72,0.01,0.1,0.71,125.04,158.74,4.39,0.001,0.05,175.29,0.11,1.05,6.33,1.76,0.025,8.904,0.19,0.01,0.05,0.55,8.43,7.7,0.52,22.85,0.25,1
5740.198,3719.372,979.56,0.0025,0.563,0.79,27.47,137.02,0.16,1.54,0.01,0.57,1.72,0.79,20.53,0.94,98.42,0.62,1.89,0.06,0.05,0.5,1.06,0.01,107.07,1.57,0.06,0.42,0.91,18.78,44.83,17.68,0.001,0.03,1.96,0.22,0.5,0.92,12.88,0.025,0.082,0.77,0.01,0.15,0.4,2.94,3.06,0.98,31.44,0.25,0
5745.785,3734.941,977.0,0.0025,1.238,4.58,21.15,992.76,0.48,4.69,0.07,0.42,25.31,3.85,8.3,2.54,174.44,1.52,9.35,0.08,0.1,3.75,12.88,0.08,249.65,19.9,0.38,2.61,1.15,168.08,143.41,121.79,0.001,0.02,1.98,1.29,0.5,4.23,107.91,0.31,0.214,6.2,0.06,0.77,2.59,35.2,20.4,4.82,43.14,1.64,0
5747.557,3743.596,962.22,0.076,26.271,0.94,46.77,224.22,0.22,1.75,0.01,2.25,4.18,2.2,17.86,1.23,6338.76,2.64,2.68,0.08,0.05,0.59,2.08,0.01,99.63,7.95,0.08,0.46,1.1,68.91,29.37,24.97,0.001,0.65,1.91,0.29,1.82,4.63,14.36,0.05,0.326,1.48,0.01,0.16,0.67,4.54,13.22,0.81,132.9,0.65,0
5707.779,3745.325,968.7,0.01,0.62,0.23,152.1,51.68,0.1,0.55,0.01,0.13,0.41,1.04,22.74,0.24,47.87,0.87,0.79,0.025,0.05,0.16,0.25,0.01,61.01,7.32,0.01,0.1,1.0,21.0,17.19,6.25,0.001,0.21,9.95,0.11,0.5,0.52,5.14,0.025,0.091,0.18,0.0025,0.07,0.22,1.83,1.3,0.18,10.12,0.25,0
5682.075,3747.497,969.12,0.012,10.525,1.13,205.39,132.85,0.28,0.95,0.01,0.78,2.74,1.62,20.7,1.33,244.91,2.32,3.81,0.07,0.05,0.6,1.49,0.03,80.74,44.24,0.03,0.88,1.08,113.66,50.79,34.83,0.001,0.03,9.29,0.59,2.09,2.71,8.21,0.09,0.165,2.7,0.02,0.21,0.94,10.74,10.84,0.9,41.69,1.36,0
7374.0,5248.0,1316.0,0.0025,0.125,9.14,2.27,534.93,1.14,0.08,4.15,0.12,31.5,19.46,28.77,2.95,23.26,5.09,19.35,0.1,3.45,1.29,15.59,1.78,840.07,1.14,2.01,7.3,8.02,915.62,10.14,36.56,0.001,0.02,2.31,16.32,0.5,1.03,400.87,0.46,0.025,4.11,0.45,0.45,1.33,160.24,0.85,17.31,89.24,124.62,0
7388.0,5177.0,1308.0,0.0025,0.291,10.32,18.66,724.9,0.99,0.36,1.51,0.05,25.17,20.06,38.7,2.59,7.9,5.49,18.98,0.18,1.09,2.61,12.14,2.52,1224.94,0.15,2.13,6.29,16.9,1009.9,6.65,95.18,0.001,0.08,3.76,17.66,0.5,1.11,248.64,0.46,0.05,2.19,0.52,1.34,0.68,124.78,1.97,13.3,85.52,37.07,0
7537.0,5166.0,1320.0,0.0025,0.073,8.2,1.44,366.76,1.06,0.17,4.45,0.1,30.86,13.2,25.49,5.33,14.7,4.43,16.45,0.18,1.89,1.07,13.87,1.97,770.43,0.26,2.45,6.14,8.23,800.16,7.38,60.3,0.001,0.02,1.73,12.89,0.5,1.41,496.11,0.38,0.025,2.41,0.45,0.66,0.8,128.11,0.75,14.13,71.87,73.03,0
7555.0,5115.0,1373.0,0.0025,0.127,8.09,2.32,860.51,0.94,0.07,2.23,0.05,30.87,19.92,41.53,10.19,21.56,5.35,17.46,0.17,1.57,1.95,13.89,1.79,1003.26,0.19,2.48,7.0,17.25,851.82,5.89,83.55,0.001,0.02,2.36,16.91,0.5,1.0,269.9,0.43,0.025,2.2,0.48,1.11,0.75,137.05,1.32,11.95,76.14,50.82,0
7596.0,5163.0,1381.0,0.0025,0.153,7.01,1.55,240.67,0.8,0.06,4.06,0.15,35.27,16.32,30.5,8.36,46.0,4.73,17.15,0.15,3.22,1.19,15.03,2.3,1437.58,0.36,1.88,6.14,12.1,862.67,6.44,72.76,0.001,0.02,2.65,15.89,0.5,1.32,222.71,0.39,0.025,3.41,0.45,0.67,1.03,148.45,1.41,17.88,72.39,112.58,0
7765.0,5021.0,1284.0,0.0025,0.057,8.82,1.62,466.46,1.07,0.05,4.65,0.08,30.06,17.27,29.19,2.51,20.61,4.57,20.81,0.15,2.72,1.26,12.53,1.55,823.41,1.34,2.19,7.65,10.68,878.72,8.73,23.24,0.001,0.01,2.03,15.49,1.0,1.16,437.02,0.46,0.025,3.14,0.47,0.27,1.02,148.07,0.65,15.65,78.74,98.74,0
7823.0,4907.0,1274.0,0.0025,0.115,12.66,3.18,772.63,1.39,0.05,3.46,0.12,30.76,22.28,47.55,6.05,6.97,5.98,22.81,0.14,2.51,1.49,10.3,2.25,1307.45,0.3,2.59,8.76,19.96,1297.77,10.22,34.13,0.001,0.01,3.73,18.34,0.5,1.65,729.55,0.52,0.075,1.87,0.57,0.8,0.88,166.49,0.64,14.86,112.11,63.75,0
7942.0,4860.0,1215.0,0.0025,0.064,10.67,17.12,450.54,1.16,0.05,4.49,0.24,33.28,20.38,46.56,2.16,28.06,5.0,22.09,0.17,2.54,1.26,14.21,1.96,989.9,1.21,2.14,8.26,18.25,1097.17,7.96,22.1,0.001,0.05,3.13,18.36,0.5,1.53,480.94,0.54,0.025,2.48,0.58,0.48,1.06,160.28,0.56,17.13,93.35,93.45,0
7886.0,4822.0,1195.0,0.0025,0.13,9.63,7.97,629.79,1.1,0.05,3.68,0.2,29.18,21.81,51.8,3.08,24.96,4.88,21.53,0.13,2.49,1.35,14.36,2.08,882.78,1.32,2.03,7.31,16.83,990.66,11.61,25.97,0.001,0.21,2.09,20.05,0.5,1.43,518.24,0.5,0.025,2.31,0.59,0.58,0.82,166.32,0.76,15.76,98.76,81.63,0
8009.0,4723.0,1132.0,0.0025,0.118,5.84,7.2,336.24,0.47,0.22,0.23,0.01,24.52,0.94,49.95,11.35,17.5,2.07,16.43,0.07,2.19,0.79,16.89,2.03,335.55,5.51,0.14,4.75,0.91,738.46,7.04,45.05,0.001,0.57,4.93,11.55,1.05,1.09,158.49,0.36,0.556,5.61,0.43,0.36,1.48,174.43,0.83,5.69,83.86,89.2,0
7437.008,5468.047,1372.0,0.0025,0.141,9.88,6.52,568.58,1.3,0.05,4.27,0.08,36.93,17.97,36.07,4.54,24.48,4.59,23.01,0.13,2.37,1.35,14.43,1.51,906.28,1.53,1.89,8.08,12.41,898.75,8.5,41.74,0.002,0.01,2.57,14.29,0.5,1.29,418.6,0.61,0.025,4.77,0.53,0.74,1.18,165.76,0.83,12.69,80.74,69.09,0
7537.487,5489.147,1370.0,0.035,0.8,2.03,25.94,306.33,0.34,0.05,5.83,0.31,8.92,5.43,12.88,3.39,13.35,1.61,5.19,0.07,0.41,1.0,3.79,0.36,664.81,4.26,0.25,1.24,2.74,170.1,24.27,51.54,0.001,0.05,19.02,3.47,0.5,0.61,142.6,0.08,0.025,1.01,0.09,0.51,0.32,38.79,0.85,3.84,48.79,23.7,0
7450.437,5620.751,1286.0,0.0025,0.219,8.19,4.06,456.19,1.09,0.05,2.83,0.07,34.31,20.4,34.9,6.57,29.39,5.09,17.92,0.14,1.51,1.49,14.98,2.09,1044.11,0.42,1.77,6.13,15.18,803.11,9.6,75.34,0.001,0.15,1.77,16.48,0.5,1.26,346.21,0.51,0.025,3.13,0.45,0.77,0.99,133.37,0.54,13.09,94.1,55.97,0
7513.254,5653.021,1293.0,0.0025,0.482,7.68,6.38,303.73,0.94,0.06,2.59,0.07,30.97,16.19,34.27,7.16,23.59,5.38,17.35,0.16,2.87,1.22,15.33,1.99,949.42,1.17,1.41,5.51,11.58,752.22,11.12,92.79,0.001,0.26,2.47,16.61,0.5,1.18,162.04,0.44,0.051,3.85,0.37,0.89,1.23,133.22,0.8,12.71,84.48,102.33,0
7518.399,5690.262,1286.0,0.005,0.411,6.04,2.31,243.69,0.72,0.07,2.86,0.07,24.69,19.46,39.07,4.33,30.75,4.75,13.98,0.13,2.2,0.91,11.38,2.0,848.7,0.8,1.29,3.86,14.9,498.87,18.58,67.83,0.001,0.15,1.56,15.86,0.5,0.95,146.51,0.3,0.025,3.23,0.37,0.66,0.82,124.68,0.69,10.91,87.28,73.81,0
7392.36,5724.571,1235.0,0.005,1.381,1.56,9.96,85.94,0.3,0.08,2.92,2.06,15.72,3.18,11.91,1.7,58.73,1.73,4.17,0.08,0.29,0.41,9.32,0.58,1055.58,0.33,0.02,0.65,2.36,104.04,933.12,25.1,0.001,0.03,29.11,2.16,0.5,0.77,33.85,0.025,0.025,0.42,0.04,0.23,0.1,32.93,0.46,2.02,293.47,8.08,0
7306.977,5770.591,1186.0,0.007,0.327,3.27,12.9,170.37,0.46,0.05,4.94,0.08,15.43,8.8,24.22,4.03,6.47,2.42,6.85,0.025,1.16,0.85,8.62,0.77,1016.38,0.37,0.63,2.41,6.71,376.95,8.12,59.5,0.001,0.3,7.69,8.27,1.0,0.74,73.17,0.19,0.025,1.79,0.18,0.44,0.46,64.42,1.19,7.32,47.24,39.45,0
7295.639,5755.038,1187.0,0.0025,0.049,10.97,4.06,738.87,1.33,0.05,3.31,0.09,30.69,23.01,50.15,3.74,9.21,4.9,19.91,0.12,2.0,1.63,12.82,2.19,879.08,0.2,3.15,7.53,16.13,1133.59,9.06,45.66,0.001,0.01,7.08,16.34,0.5,1.35,640.39,0.5,0.025,2.24,0.49,0.91,1.0,172.38,0.62,12.3,92.04,48.48,0
7299.823,5787.374,1183.0,0.0025,0.082,8.49,1.17,354.54,0.92,0.05,3.06,0.05,31.36,18.73,38.93,7.33,9.29,4.83,16.45,0.12,1.0,1.25,14.43,2.49,1054.42,0.12,2.51,5.76,18.85,884.87,6.8,61.61,0.001,0.01,1.36,20.35,0.5,1.4,279.06,0.42,0.025,2.48,0.51,0.72,0.62,141.51,0.84,13.35,93.14,41.03,0
5843.894,3519.717,1088.55,0.012,1.997,1.57,445.3,280.67,0.18,2.92,0.01,0.15,14.43,0.75,20.82,0.71,178.27,1.54,4.01,0.06,0.05,0.76,8.87,0.06,74.55,71.81,0.03,0.74,1.27,74.7,8.81,37.09,0.001,0.03,11.02,0.94,0.5,5.52,2.88,0.07,0.471,4.84,0.03,0.19,3.7,18.17,11.06,3.11,7.02,1.16,0
5772.328,3350.648,1143.47,0.171,61.97,0.66,1602.6,67.52,0.13,5.53,0.01,0.57,9.09,0.48,22.19,0.36,368.42,1.91,2.07,0.025,0.05,0.28,4.45,0.02,55.78,7.51,0.01,0.19,1.58,121.4,280.53,13.37,0.001,0.05,221.3,0.75,1.0,15.83,8.53,0.025,0.717,0.56,0.01,0.07,0.87,15.75,31.82,1.1,20.05,0.25,1
5756.057,3348.502,1143.0,0.054,23.615,0.67,1319.9,92.61,0.14,74.06,0.02,0.17,6.52,0.65,15.18,0.43,335.48,1.48,1.82,0.025,0.05,0.36,3.17,0.04,45.87,21.44,0.01,0.21,1.03,49.82,90.22,14.84,0.001,0.1,93.47,0.59,0.5,3.32,2.73,0.025,2.727,0.46,0.01,0.1,0.42,13.6,3.48,1.0,21.82,0.25,0
5734.634,3345.364,1143.99,0.23,61.768,0.69,2040.48,53.51,0.15,327.01,0.005,0.31,4.39,0.31,17.83,0.34,192.63,1.53,2.12,0.025,0.05,0.31,2.17,0.03,55.07,13.87,0.01,0.19,0.95,79.98,339.47,13.84,0.001,0.05,346.44,0.62,1.0,6.01,3.64,0.025,11.231,0.6,0.01,0.1,0.28,17.57,2.97,0.54,10.92,0.25,1
5730.086,3349.171,1143.25,0.102,104.769,0.4,1477.38,51.09,0.12,820.74,0.005,0.4,2.28,0.72,21.35,0.2,638.38,3.22,1.24,0.025,0.05,0.2,0.93,0.01,43.92,19.29,0.01,0.1,1.03,89.5,458.3,8.06,0.001,0.05,69.33,0.38,2.16,10.14,1.02,0.025,35.554,0.34,0.01,0.05,0.4,13.46,1.84,0.47,33.6,0.25,1
5705.875,3342.532,1138.08,0.309,175.268,0.38,1766.77,171.3,0.09,758.95,0.005,1.17,2.39,0.29,22.78,0.25,458.76,2.26,1.38,0.025,0.05,0.16,1.18,0.01,53.92,23.5,0.01,0.1,0.87,57.46,1114.81,8.95,0.001,0.1,605.11,0.42,1.0,4.34,1.18,0.025,13.105,0.22,0.01,0.05,0.3,9.41,1.36,0.6,24.15,0.25,1
5674.576,3343.853,1130.0,0.256,131.667,1.03,1994.59,76.23,0.2,669.63,0.005,1.19,17.15,2.64,15.37,1.58,2558.23,4.05,4.2,0.07,0.05,0.5,7.89,0.03,48.93,80.18,0.02,0.3,1.15,180.63,733.74,22.09,0.001,0.25,130.9,1.32,3.05,20.34,2.49,0.025,20.235,0.81,0.02,0.14,0.98,50.35,8.48,3.17,58.19,0.25,1
5635.487,3346.942,1112.64,0.204,125.419,0.61,654.56,60.23,0.11,10.76,0.005,2.06,11.48,1.07,15.82,0.34,4139.63,3.91,2.41,0.05,0.05,0.26,5.05,0.02,50.93,91.9,0.01,0.21,0.76,73.26,201.77,11.44,0.001,1.24,28.87,1.2,1.88,22.12,2.15,0.025,0.92,0.26,0.01,0.09,0.78,27.56,2.88,1.29,154.86,0.25,1
5315.348,3201.014,1126.48,0.286,88.2,1.12,80.85,99.01,0.3,308.54,0.01,0.2,4.95,0.93,20.86,0.64,1160.35,4.52,3.55,0.025,0.05,0.51,2.16,0.05,51.49,6.92,0.02,0.53,0.85,238.78,23.98,21.36,0.001,0.07,19.14,1.04,1.95,22.56,2.33,0.025,37.015,1.11,0.02,0.16,0.38,12.61,25.78,0.61,36.99,0.25,1
5245.175,3347.409,1051.68,0.0025,0.219,5.89,10.8,369.95,2.18,0.44,0.79,0.1,68.15,0.88,31.02,17.9,4.71,1.56,11.78,0.1,1.54,3.7,33.38,0.07,792.66,1.53,1.94,9.74,1.19,102.2,16.42,232.72,0.001,0.01,5.51,2.53,0.5,1.63,100.0,1.04,0.025,26.71,0.07,0.83,4.3,3.77,2.4,26.08,38.34,44.8,0
9016.0,5096.0,1190.0,0.0025,0.287,8.43,10.41,515.79,1.31,0.07,3.42,0.09,31.76,9.89,13.68,16.57,11.66,3.39,18.29,0.1,1.92,2.27,12.36,0.98,642.98,1.0,1.44,6.59,4.5,866.16,12.18,98.17,0.001,0.09,3.29,11.16,0.5,1.36,295.84,0.41,0.025,5.23,0.34,1.08,1.25,78.51,0.87,11.04,70.64,52.22,0
8949.0,4946.0,1198.0,0.0025,0.053,7.96,2.25,350.98,1.26,0.19,2.15,0.05,30.78,13.55,18.48,4.34,8.48,3.93,18.92,0.09,2.92,0.69,16.93,1.14,682.71,0.2,3.63,7.39,8.74,875.27,5.1,22.69,0.001,0.01,1.76,11.9,0.5,1.06,549.95,0.49,0.025,4.24,0.43,0.22,1.53,82.6,0.54,8.52,87.46,78.09,0
8937.0,5192.0,1170.0,0.0025,0.172,3.71,8.48,183.31,0.8,0.17,4.63,0.06,15.07,7.42,11.94,6.29,4.93,2.28,7.4,0.06,1.26,0.68,6.64,1.96,1052.68,1.2,0.05,2.16,5.81,504.05,4.74,37.46,0.003,0.02,3.07,6.15,0.5,3.94,108.82,0.15,0.025,2.87,0.11,0.3,2.0,56.64,0.65,7.18,53.73,39.03,0
8940.0,5296.0,1174.0,0.0025,0.07,7.98,6.78,638.83,1.3,0.05,3.44,0.09,30.58,8.63,12.44,11.35,9.82,3.54,18.96,0.1,1.24,1.72,13.72,0.86,666.14,0.75,2.28,5.74,4.06,752.59,11.24,53.8,0.001,0.05,0.78,9.9,0.5,1.26,373.06,0.49,0.025,5.01,0.25,0.55,1.22,73.41,0.75,12.55,71.21,39.77,0
