,Al_per,Fe_per,Mg_per,Ca_per,Na_per,K_per,Ti_per,P_ppm,S_per,Mn_ppm,Zr_ppm,Nb_ppm,Y_ppm,Th_ppm,Hf_ppm,Ta_ppm,Sc_ppm,Ga_ppm,La_ppm,Ce_ppm,V_ppm,Cr_ppm,Ni_ppm,Co_ppm,U_ppm,As_ppm,Sb_ppm,Tl_ppm,Te_ppm,Se_ppm,Bi_ppm,Ge_ppm,Mo_ppm,W_ppm,Sn_ppm,Cd_ppm,Rb_ppm,Cs_ppm,Sr_ppm,Ba_ppm,Be_ppm,Se_detectado,Te_detectado
Bi_ppm,-0.0592143367922298,0.1294384036151105,-0.03409203420201927,-0.030116096554316376,-0.04084046950075408,-0.053069812633870804,-0.045890390434550864,0.01985150518906276,0.009193908166479232,-0.023345153901021983,-0.06010238944477466,-0.04365271866411593,-0.04911361147520632,-0.024814923530352914,-0.05957020006318844,-0.04158655059655393,-0.04578834429565829,-0.04039698075453925,-0.041572640389699315,-0.0439251428597867,0.07874244666161544,0.00926548024501553,-0.016600471756704607,0.03613843018004282,-0.020436557922376423,0.09271500228204929,0.04676662903063339,-0.043614955045594386,0.5553627805205895,0.07407603098438013,1.0,0.030320866023505994,0.12251935354437375,0.27691983488587635,0.09035995339399924,0.00806243659552941,-0.04964629890423802,-0.047522874529590274,-0.040512859740935055,-0.0426264301397278,-0.04885148201860628,0.07500875731672942,0.07794493012275398
Ge_ppm,0.4738898280847101,0.5642111225750797,0.23558350610194415,-0.02150654935263202,0.36371402444356415,0.2307095970816149,0.4379690318380373,0.4081880056297431,0.17601468344847176,0.05197326918273777,0.2915855864922761,0.415849564983834,0.48180278406235455,0.2201997343830116,0.3120420821239003,0.37093013548751946,0.46561939851689393,0.5132056804378856,0.39882294914598304,0.428228350939916,0.406364928605492,0.10483356168497626,0.20896602715875653,0.07434263666386111,0.19841640345023842,0.028621821975747266,0.03535174512705218,0.16830183903301,0.018196746594491522,0.19069396501914548,0.030320866023505994,1.0,-0.06724420042896159,0.09249103131901774,0.08601751827338536,0.06244083135015184,0.1437072406661994,0.20421443468248565,0.28584496365455964,0.2537729766526204,0.403680458626659,0.11536634575660569,0.08888316359923323
Mo_ppm,-0.11447686658282041,0.05845769850634878,-0.1288860253860422,-0.1064654573643868,-0.1490210146421197,0.015560903248019543,-0.10269917590526044,-0.07571153688946422,0.07482837440370801,-0.08374309895397057,-0.0944383327360322,-0.11433097645264075,-0.15341431631187116,-0.0789614818036057,-0.11027315751043523,-0.11736068378425663,-0.09908805775742201,-0.08009162086033021,-0.11337158911816204,-0.12157601243086967,-0.030876015701368546,-0.02857725339808527,-0.04821336217455102,-0.00983793149306054,-0.07021279924105674,0.09874235666661109,0.08409130708749363,0.06356066229907031,0.13442460595686379,0.05686579113834147,0.12251935354437375,-0.06724420042896159,1.0,0.08276325711467299,0.04447128997084134,0.006081487096213197,0.059884160813953626,-0.012096195532865247,-0.14788613668323036,-0.06061256323109906,-0.1288486337855998,0.17156750311348812,0.22503585599207693
W_ppm,0.03364237976351888,0.30313238426320716,-0.026202714384505367,-0.08561324569726925,-0.08834397630945001,0.05812394474858268,0.06583928262356364,0.07066490960200872,0.10800354436900757,0.024498625956959397,-0.03068526311034195,0.07298919721823725,0.0019888273722905685,0.02969551339145571,-0.03287974824359784,0.0611409560278479,0.04410160070395602,0.06062980384352348,0.02017890780199026,0.02970362177775384,0.10915610557651181,0.08763750915154764,0.08304181818527068,0.009296157276308647,0.027507592765813608,0.10995962542968922,0.07711727354239947,0.06581782970310732,0.12953289701530377,0.08555534215085044,0.27691983488587635,0.09249103131901774,0.08276325711467299,1.0,0.5628781954171703,0.12636274014897225,0.08003815545930698,0.04180543114469246,-0.10197901447240444,-0.02126714868475879,0.041937502467091374,0.190917758485629,0.1698093623053949
Sn_ppm,0.08703591959051615,0.1768938410733109,-0.0030582702366898206,-0.08775990121223982,-0.028484882174543372,0.01986821307973347,0.06737969572360493,0.01794341331195385,0.014367194647111814,-0.0012902491108327228,-0.023475101344476765,0.14927447478450617,0.045917732997972166,0.14178100384189812,6.099099187246201e-05,0.15431564723383367,0.06864060831228096,0.1120358113487724,0.04695567388699204,0.05408848377069211,0.052826049987265894,0.11735047952913767,0.07288893860361469,0.04806891683031432,0.09184871166647705,0.17318102865140467,0.06350774785121442,0.031155415275494293,0.07535035913565084,0.1470378859200749,0.09035995339399924,0.08601751827338536,0.04447128997084134,0.5628781954171703,1.0,0.00015595943597773666,0.010240837392569565,-0.02462656025561781,-0.04019247678071132,-0.007254471420236541,0.11661805478228385,0.22955241445396346,0.14473701983398785
Cd_ppm,-0.026742026968555647,0.10361841436946374,-0.011620855080101864,-0.02125884885221281,-0.0407101755088036,-0.013010580427526945,-0.01213986556180092,-0.008653481974368257,0.485009859269598,0.10148189851919963,-0.01820525105574641,-0.01573426277433942,0.012939743036942153,-0.019233112589842755,-0.00888737391188171,-0.0156061617449519,-0.02638454893126415,-0.01978326085048218,0.007877349251559038,0.005899645287261354,-0.017376302708291796,-0.02819351357710839,0.029566678529968533,0.0653522667122794,-0.0135545218483267,0.04084114535377244,0.04365755892133922,0.022347777570753923,0.019519494980696266,0.3178721601425626,0.00806243659552941,0.06244083135015184,0.006081487096213197,0.12636274014897225,0.00015595943597773666,1.0,-0.010483889322776403,0.004240017115673359,-0.04094597375848164,0.01993998784025967,-0.017798915331746344,0.1290429837554602,0.06592560249171099
Rb_ppm,0.4566851806996299,-0.05477388493798724,-0.1474046469159458,-0.2436266244819541,0.045575037492547106,0.9056532489055819,0.19913093063200868,0.1077614857889367,0.03363298187233421,-0.10462561091598498,0.3719938901259342,0.46347877325957587,0.3334489603268055,0.5330877594983754,0.3959812610758202,0.5115875545844438,0.21663840781150773,0.42597837902891456,0.5140408341489338,0.5165608805624968,0.09162272895158535,-0.10296953186914058,-0.056595754076695294,-0.03241911446316093,0.44926195852698314,-0.009879554765832292,-0.0001940330087158303,0.7096357087882964,-0.06318034817247642,-0.0382220631563334,-0.04964629890423802,0.1437072406661994,0.059884160813953626,0.08003815545930698,0.010240837392569565,-0.010483889322776403,1.0,0.5343093973642093,-0.1778067123155377,0.4500700024633418,0.4818507041856565,-0.010113813833695934,0.10012170134633029
Cs_ppm,0.4824617344504978,0.09123164067014916,0.1085886494306692,-0.10164497923619795,0.12067392165308431,0.4942392775981655,0.4201522917019272,0.3522714823110022,0.02504424893405297,-0.011210993459340419,0.38380032931230856,0.4113248288272168,0.3628478144698349,0.23920948574653592,0.3628690602006525,0.3717435283027076,0.40210941448322346,0.45466294951972114,0.3551347614627005,0.38118970291129955,0.3482216054306471,0.032230976034460575,0.1018662268570212,0.007792171353418289,0.22218778270735753,-0.02990676353862334,0.03783917658732462,0.43416852677602713,-0.05321695196887245,-0.023993432247386263,-0.047522874529590274,0.20421443468248565,-0.012096195532865247,0.04180543114469246,-0.02462656025561781,0.004240017115673359,0.5343093973642093,1.0,0.030725171130176615,0.2977754091053362,0.40238083345111153,0.02228100903613304,0.04878449311350029
Sr_ppm,0.5021823328851885,0.13500872507050993,0.5436486411076776,0.4527713540704858,0.6453145209171283,-0.0035560241263588436,0.5209983658781261,0.5049426425079857,-0.03647593554170593,0.1593919429138534,0.30668059589123836,0.3220022799775501,0.44156555612379517,0.0574317609463819,0.32422598393298774,0.2637629198119746,0.518088815147244,0.4772524440213754,0.24197580044762632,0.2828292126272042,0.46246853522244247,0.06913526856312481,0.17305652232752278,0.02335237578641965,0.0981891997957119,-0.10195272840612267,-0.0927633622930313,-0.11800234082425318,-0.06160753171050614,-0.054571170216667735,-0.040512859740935055,0.28584496365455964,-0.14788613668323036,-0.10197901447240444,-0.04019247678071132,-0.04094597375848164,-0.1778067123155377,0.030725171130176615,1.0,0.30092746293272543,0.3045576925898584,-0.01979304133827505,-0.09749170962950564
Ba_ppm,0.5667407911310087,0.016603665582539007,0.08232240262469183,-0.11674596383648697,0.46446537841770685,0.6408920044847958,0.33760025796036836,0.30139415245332657,-0.021118583804975388,-0.04837373962482719,0.45723665432540417,0.5025143706430346,0.5032432439647474,0.44479944711484326,0.5099101457057589,0.5264287416193095,0.3472559234978053,0.5204813363055528,0.49748756507044456,0.5063026802517377,0.2026508948588086,-0.05741215433235481,0.021817109736396858,-0.010713417581656616,0.42052283923007394,-0.05469817973366025,-0.05019051729976361,0.3354611874898094,-0.06817741257647919,-0.054410243475007225,-0.0426264301397278,0.2537729766526204,-0.06061256323109906,-0.02126714868475879,-0.007254471420236541,0.01993998784025967,0.4500700024633418,0.2977754091053362,0.30092746293272543,1.0,0.558368622770601,-0.09202893958200885,-0.044741980985524864
Be_ppm,0.7584190405438483,0.09262806646856862,0.15887049552409127,-0.14007552344313398,0.6041370583850874,0.6430704433866069,0.44799201148039897,0.3519093982212177,-0.02931386009212831,-0.04857989518469043,0.5870580037686655,0.8142807838157541,0.7548415109042501,0.7353074174735362,0.6667946601980738,0.8501763252905699,0.4773071110568939,0.7275178181389411,0.7618980816176969,0.7904620970152418,0.2565792351393402,0.010235789362664989,0.14824342105813088,0.02280647807780641,0.6642531425381893,-0.011953066491323697,-0.02321236155799462,0.33326482408740227,-0.07896923000213293,-0.026325821094063128,-0.04885148201860628,0.403680458626659,-0.1288486337855998,0.041937502467091374,0.11661805478228385,-0.017798915331746344,0.4818507041856565,0.40238083345111153,0.3045576925898584,0.558368622770601,1.0,-0.03809744506886125,-0.04339346959430332
Se_detectado,-0.012874204269543995,0.2732335610853172,-0.0006890636835352623,0.07616883644313602,-0.14053450331590364,-0.03679661124388956,0.060986301891583855,0.060459530156532465,0.26166852473694363,0.07402674910455652,-0.1086775538828747,-0.014929023032223612,-0.03744433021488364,-0.06773717510403532,-0.1213845591786409,-0.04274754373243284,0.07035112782705745,0.04253508779666748,-0.05791227166386289,-0.05884874113379587,0.11726827530130203,0.08257745076504966,0.04782804927339734,0.08603108547016657,-0.05905950570388846,0.17731599212432392,0.14113116064016715,0.07868550979957206,0.14937786788144775,0.3105011048175303,0.07500875731672942,0.11536634575660569,0.17156750311348812,0.190917758485629,0.22955241445396346,0.1290429837554602,-0.010113813833695934,0.02228100903613304,-0.01979304133827505,-0.09202893958200885,-0.03809744506886125,1.0,0.3951311814011855
Te_detectado,0.02471524063269073,0.231809218209737,-0.04333258988918303,-0.10301165410376599,-0.14272576028514727,0.05208896700864854,0.04808761535225096,0.039015929427249414,0.2122091162256151,-0.06642880518513818,-0.15206938690266897,-0.00011426171629062718,-0.04592199026329328,-0.031309481215877524,-0.16329247088001295,-0.023805180733110044,0.04449190831354669,0.0890965169931768,-0.016969024758966736,-0.01470164616595118,0.07668742217728865,0.07108392053264573,0.008869852560947529,0.05678559241548363,-0.04531277160279584,0.14456478974300194,0.05513636393635544,0.06856834545638421,0.1587625125859277,0.17390305899425068,0.07794493012275398,0.08888316359923323,0.22503585599207693,0.1698093623053949,0.14473701983398785,0.06592560249171099,0.10012170134633029,0.04878449311350029,-0.09749170962950564,-0.044741980985524864,-0.04339346959430332,0.3951311814011855,1.0
