Codigo,East,North,Level,Au_ppm,Ag_ppm,Al_per,As_ppm,Ba_ppm,Be_ppm,Bi_ppm,Ca_per,Cd_ppm,Ce_ppm,Co_ppm,Cr_ppm,Cs_ppm,Cu_ppm,Fe_per,Ga_ppm,Ge_ppm,Hf_ppm,K_per,La_ppm,Mg_per,Mn_ppm,Mo_ppm,Na_per,Nb_ppm,Ni_ppm,P_ppm,Pb_ppm,Rb_ppm,Re_ppm,S_per,Sb_ppm,Sc_ppm,Se_ppm,Sn_ppm,Sr_ppm,Ta_ppm,Te_ppm,Th_ppm,Ti_per,Tl_ppm,U_ppm,V_ppm,W_ppm,Y_ppm,Zn_ppm,Zr_ppm
MUESTRA1750,7575.139,7477.736,1205,0.011,0.498,3.5,31.77,168.16,0.43,0.05,2.49,0.07,18.28,7.88,23.15,5.14,15.87,2.79,7.35,0.05,1.03,1.23,7.77,0.62,865.6,0.94,0.19,2.53,5.17,410.03,5.35,67.98,<0.002,0.01,19.87,8.74,<1,0.58,68.61,0.15,<0.05,1.74,0.22,0.83,0.41,66.39,1.74,7.25,40.92,38.33
MUESTRA1751,7578.767,7490.655,1201,0.01,1.407,5.86,30.05,291.9,0.61,0.05,2.39,0.11,21.1,10.69,18.31,6.83,17.55,2.94,10.65,0.06,1.28,2.42,10.08,0.63,681.66,0.51,0.03,3,6.38,491.08,6.07,179.31,<0.002,0.13,20.13,8.98,<1,0.6,59.04,0.24,<0.05,2.6,0.28,1.7,0.62,59.52,2.68,7.81,34.61,42.8
MUESTRA1752,7580.65,7420.142,1224,0.029,0.745,4.03,24.45,174.16,0.58,0.05,1.25,0.09,18.49,9.72,21.81,6.66,14.95,2.56,8.03,0.05,1.2,1.22,7.41,0.57,534.98,0.36,0.35,2.77,5.92,463.13,5.01,76.11,<0.002,0.02,16.35,8.52,<1,0.46,38.69,0.19,<0.05,2.09,0.2,0.96,0.46,66.73,1.23,7.45,36.72,44.66
MUESTRA1753,7684.86,7184.357,1275,0.022,0.82,2.25,40.23,138.05,0.41,0.05,0.06,<0.02,6.06,2.05,21.27,4.18,4.43,1.09,4.38,<0.05,0.7,0.76,2.63,0.12,75.42,1.94,0.03,1.26,1.72,177.1,4.56,60.28,<0.002,<0.01,32.96,3.5,<1,0.28,18.14,0.09,<0.05,1.1,0.11,0.57,0.31,36.57,0.86,2.64,6.26,30.31
MUESTRA1754,7675.07,7199.327,1275,0.028,1.01,2.97,45.09,166.26,0.53,0.05,0.06,0.05,6.81,2.62,18.97,4.26,2.77,1.28,5.21,<0.05,0.7,1.1,3.44,0.22,113.98,2.01,0.03,1.12,4.73,186.87,4.72,77.08,<0.002,<0.01,32.82,3.2,<1,0.41,18.79,0.1,<0.05,1.03,0.11,0.78,0.3,30.09,0.57,3.15,10.84,29.48
MUESTRA1755,7669.902,7218.467,1274,4.063,341.515,1.17,12.86,42.13,1.33,<0.01,11.29,0.09,3.79,1.82,6.1,2.42,16.23,0.65,2.32,0.05,0.28,0.45,1.75,0.14,1184.37,0.24,0.02,0.54,1.2,87.39,3.54,29.78,<0.002,0.05,46.42,1.54,4.05,0.32,113.82,0.05,<0.05,0.5,0.04,0.26,0.1,13.97,0.65,1.64,13.87,8.72
MUESTRA1756,7538.573,7314.581,1266,0.134,6.038,1.06,27.17,59.29,0.37,0.05,0.04,0.18,2.86,0.98,24.75,3.65,6.99,0.79,3.15,<0.05,0.2,0.34,1.82,0.04,76.03,2.51,0.02,0.41,1.4,73.18,85.38,26.16,<0.002,<0.01,81.01,1.28,<1,0.21,12.41,<0.05,0.055,0.26,0.03,0.29,0.1,25.17,0.22,0.66,48.43,6.46
MUESTRA1757,7523.241,7290.346,1275,0.035,1.956,0.26,16.78,20.87,0.13,0.05,0.78,0.61,0.72,0.62,18.87,0.72,11.58,0.49,0.58,<0.05,<0.1,0.05,0.5,0.02,222.15,0.35,0.01,<0.1,1.1,32.36,61.97,3.85,<0.002,<0.01,9.53,0.19,<1,<0.2,16.96,<0.05,<0.05,0.05,<0.005,0.05,<0.1,4.08,<0.1,0.49,61.69,<0.5
MUESTRA1758,7521.699,7263.314,1282,1.133,172.134,1.06,23.69,58.64,0.32,0.05,0.05,0.14,2.48,0.46,19.67,3.08,10.38,0.78,3.46,0.14,0.1,0.46,1.13,0.05,57.52,0.55,0.02,0.33,0.99,61.89,161.59,32.25,<0.002,0.01,70.08,1.29,1.91,<0.2,10.06,<0.05,0.303,0.24,0.02,0.27,0.1,23.94,0.21,1.2,47.11,5.19
MUESTRA1759,7548.625,7331.734,1265,0.067,3.099,3.01,102.4,113.07,0.69,0.05,0.05,0.4,5.85,2.96,24.25,5.13,33.95,1.55,5.35,<0.05,0.66,1.17,3.17,0.16,150.39,7.55,0.02,1.52,2.01,235.85,15.28,76.55,<0.002,<0.01,45.95,4.21,<1,0.43,11.2,0.1,0.065,1.17,0.11,0.77,0.38,38.99,0.73,3.62,127.7,34.82
MUESTRA1760,7570.82,7393.386,1226,0.007,0.882,1.59,5.54,143.71,1.07,0.05,20.07,0.07,6.02,2.68,6.66,3.82,17.15,0.81,5.07,<0.05,0.44,0.76,2.97,0.14,732.79,0.35,0.1,0.82,1.33,139.65,3.91,56.16,<0.002,0.12,9.62,2.44,1,0.2,247.7,0.06,<0.05,0.76,0.07,0.52,0.19,26.14,0.58,2.7,17.46,22.91
MUESTRA1761,7444.054,7339.262,1281,0.321,30.871,1.72,9.18,142.38,0.65,0.05,12.18,0.11,7.55,2.7,8.45,4.55,4.23,1.01,5.11,<0.05,0.64,0.63,3.72,0.32,1017.67,1.8,0.02,0.82,1.78,140.57,7.88,44.89,<0.002,0.12,23.82,2.5,1.07,0.42,217.24,0.06,0.206,0.78,0.07,0.43,0.21,26.45,0.51,3.59,18.24,16.96
MUESTRA1762,7459.135,7360.244,1275,0.197,48.788,1.65,10.08,105.83,0.47,0.05,0.5,0.11,3.6,1.82,16.59,2.85,3.94,0.88,3.68,<0.05,0.22,0.62,1.38,0.06,223.81,1.15,0.02,0.54,2.92,109.16,9,32.53,<0.002,0.03,35.27,1.59,1.08,0.22,14.7,<0.05,0.837,0.61,0.04,0.33,0.1,23.13,0.21,1.5,21.51,7.47
MUESTRA1763,7474.034,7385.265,1266,0.167,17.261,0.8,6.67,39.69,0.4,0.05,0.07,0.05,1.3,0.66,18.59,2.91,4.34,0.67,1.28,<0.05,0.1,0.25,0.76,0.05,116.06,0.67,0.02,0.1,1.24,64.88,6.03,15.27,<0.002,<0.01,15.83,0.93,<1,<0.2,8.85,<0.05,<0.05,0.1,0.01,0.17,<0.1,9.81,0.1,0.52,8.79,1.73
MUESTRA1764,7540.48,7444.068,1247,0.006,1.819,0.72,5.18,93.13,0.42,0.05,0.07,0.05,2.94,3.82,39.77,5.82,29.26,1.08,1.92,0.07,0.19,0.19,1.05,0.09,350.82,0.62,0.05,0.31,2.5,52.85,3.03,17.45,<0.002,0.02,25.13,2.78,<1,0.2,22.48,<0.05,<0.05,0.24,0.02,0.23,0.11,35.35,0.21,0.93,10.28,8.84
MUESTRA1765,7549.7,7443.748,1247,0.032,2.503,4.81,81.11,241.99,0.55,0.05,0.08,0.05,13.06,4.65,24.57,4.38,5.73,3.42,8.16,<0.05,1.82,1.42,5.98,0.41,328.08,1.21,0.9,2.88,2.96,514.11,12.12,80.16,<0.002,0.02,15.37,9.53,<1,0.6,55.84,0.21,<0.05,2.76,0.26,0.84,0.81,71.91,1.63,5.99,19.24,69.24
MUESTRA1766,7548.013,7478.601,1244,0.005,0.367,2.48,24.58,138.93,0.41,0.05,0.05,<0.02,6.84,3.4,20.61,6.39,17.58,1.53,6.22,<0.05,0.75,1.01,3.32,0.24,322.72,0.36,0.02,1.45,2.23,292.69,3.32,68.27,<0.002,<0.01,20.16,4.94,<1,0.38,8.08,0.11,<0.05,1.13,0.11,0.89,0.31,61.44,0.77,3.38,14.9,29.19
MUESTRA1767,7509.852,7513.465,1244,0.005,0.412,1.52,8.22,115.76,0.29,0.05,0.26,0.07,4.85,2.89,20.14,3.54,39.38,0.9,4,<0.05,0.27,0.7,2.58,0.11,529.98,0.3,0.02,0.77,2.46,173.22,1.86,48,<0.002,<0.01,18.38,2.54,<1,0.2,15.99,0.06,<0.05,0.58,0.07,0.42,0.1,26.28,0.7,1.99,14.83,11.07
MUESTRA1768,7466.576,7548.027,1246,0.007,0.883,1.17,9.15,54.7,0.33,0.05,0.03,<0.02,1.99,1.65,17.45,4.31,4.34,0.75,4.54,<0.05,0.3,0.48,1.14,0.06,159.96,1.04,0.02,0.54,1.35,132.42,5.26,39.07,<0.002,<0.01,41.1,2.24,<1,0.2,10.51,0.05,<0.05,0.63,0.06,0.39,0.19,30.34,0.45,1.5,4.19,11.72
MUESTRA1769,7449,7200,1290,0.364,6.913,3.45,5.71,252.93,0.83,0.05,0.03,0.16,12.54,6.91,13.84,10.64,9.01,1.3,8.15,<0.05,0.78,1.24,3.31,0.29,701.89,0.85,0.03,1.67,2.93,193.91,6.02,89.06,<0.002,<0.01,35.5,3.97,1,0.51,19.07,0.12,0.076,2.22,0.08,0.8,0.85,92.77,0.37,3.51,25.6,24.94
MUESTRA1770,7367.743,7316.765,1295,0.022,1.898,2.23,22.4,126.06,0.59,0.05,0.45,0.08,7.57,3.75,16.95,8.05,4.66,1.19,6.84,<0.05,0.47,0.9,3.28,0.33,552.26,0.23,0.03,1.06,2.55,191.12,6.2,57.71,<0.002,<0.01,25.23,4.17,<1,0.2,16.77,0.08,<0.05,0.89,0.11,0.5,0.28,52.99,1.09,4.51,11.72,22.38
MUESTRA1771,7354.737,7341.691,1299,0.084,6.607,1.09,12.57,53.64,0.3,0.05,0.05,0.14,2.54,1.82,13.11,4.09,3.81,0.76,2.96,<0.05,0.2,0.37,1.29,0.07,440.42,0.43,0.02,0.4,1.81,123.07,4.45,28.15,<0.002,<0.01,21.09,1.53,<1,0.2,8.65,<0.05,<0.05,0.51,0.03,0.25,0.1,20.72,0.3,1.25,13.82,7.23
MUESTRA1772,7354.327,7341.923,1299,0.2,10.879,3.34,21.17,144.23,0.65,0.08,0.04,0.14,13.51,3.96,21.83,6.55,5.11,1.63,7.73,0.05,1.21,1.3,6.08,0.13,463.44,0.44,0.05,2.74,4.83,192.41,8.36,76.68,<0.002,0.01,15.03,3.29,<1,0.73,10.21,0.23,<0.05,4.44,0.09,0.74,1.24,33.93,0.55,4.2,26.48,37.5
MUESTRA1773,7353.587,7342.322,1299,0.998,3.155,1.61,10.53,74.99,0.61,<0.01,0.03,0.08,3.56,1.1,14.97,2.87,3.39,0.94,2.66,<0.05,0.31,0.51,2.08,0.05,165.08,0.28,0.02,0.73,1.27,131.08,8.73,28.59,<0.002,0.01,24.41,1.47,<1,0.27,6.77,0.06,<0.05,1,0.03,0.27,0.29,13.17,0.28,1.1,36.7,10.46
MUESTRA1774,7395.408,7478.71,1258,0.021,1.512,2.43,27.19,119.92,0.49,<0.01,0.04,0.05,7.35,4.14,18.58,4.91,4.56,1.41,5.56,<0.05,0.67,1.08,3.52,0.18,209.66,2.02,0.03,1.36,2.46,226.48,11.8,70.94,<0.002,0.01,35.72,3.48,<1,0.37,10.92,0.1,0.052,1.22,0.12,0.65,0.38,42.76,0.82,3.4,18.01,25.85
MUESTRA1775,7391.854,7454.328,1259,0.012,1.296,5.67,64.3,756.25,0.69,<0.01,0.96,0.05,22.45,9.34,28.54,6.98,13.22,3.52,9.3,0.08,1.74,3.03,13.15,0.72,696.41,1.1,0.2,3.99,5.29,560.67,9.2,174.42,<0.002,0.13,15.38,10.44,<1,0.89,57.3,0.27,<0.05,2.82,0.32,1.91,0.87,84.23,1.32,10.89,42.59,56.91
MUESTRA1776,7177.255,7692.244,1077,0.017,0.504,1.24,6.75,86.02,0.26,<0.01,1.08,0.07,6.04,3.22,17.29,2.61,8.89,0.94,2.66,<0.05,0.28,0.48,2.91,0.11,442.96,3.72,0.04,0.76,1.9,132.84,12.2,31.04,<0.002,0.02,28.2,2.57,<1,0.2,22.48,0.05,<0.05,0.47,0.05,0.37,0.18,23.72,0.66,2.29,12.6,9.61
MUESTRA1777,6778.701,7628.489,1086,0.011,0.257,1.68,8.45,94.03,0.28,<0.01,18.7,0.07,8.33,3.26,10.31,2.81,10.13,1.05,3.3,0.05,0.51,0.56,4.53,0.29,718.94,0.14,0.05,1.12,0.55,167.05,7.68,41.13,<0.002,0.07,6.31,3.59,<1,0.28,268.76,0.07,<0.05,0.75,0.08,0.34,0.21,23.45,0.77,3.62,21.74,18.13
MUESTRA1778,6774.302,7629.914,1085,0.021,0.728,2.91,17.23,155.66,0.46,0.05,3.5,0.97,12.64,7.38,21.06,3.72,9.28,2.17,5.74,0.05,0.86,0.91,5.82,0.55,603.15,0.62,0.07,1.98,5.25,296.48,38.85,72.11,<0.002,0.01,28.6,6.48,<1,1.17,43.11,0.13,<0.05,1.23,0.17,0.61,0.29,55.1,0.95,5.92,204.47,29.5
MUESTRA1779,6550.153,7726.833,969,0.176,0.345,1.73,6.44,74.03,0.3,<0.01,1.44,0.05,6.25,2.68,25.52,1.54,4.31,1.48,2.61,<0.05,0.4,0.5,2.74,0.25,518.82,0.4,0.08,1.07,2.32,182.5,4.47,37.03,<0.002,<0.01,30.34,3.22,<1,0.31,22.88,0.06,<0.05,0.77,0.08,0.33,0.21,26.95,1.14,3.11,23.6,10.65
MUESTRA1780,6565.277,7703.711,967,0.032,0.354,1.89,5.18,85.37,0.38,<0.01,0.98,0.1,6.95,3.08,20.94,2.23,7.37,1.17,2.83,<0.05,0.42,0.66,3.2,0.26,489.22,0.29,0.11,1.18,2.45,212.08,3.51,39.5,<0.002,<0.01,29.45,3.42,<1,0.39,22.61,0.08,<0.05,0.73,0.11,0.44,0.21,32.27,0.72,3.16,20.78,18.6
MUESTRA1781,6610.596,7633.559,968,0.053,0.37,2.57,9.08,121.23,0.37,<0.01,3.1,0.05,12.84,4.08,25.11,2.34,5.34,1.74,4.79,<0.05,0.69,0.7,5.52,0.37,1042.76,0.53,0.45,1.75,2.96,295.52,6.6,45.11,<0.002,0.01,27.38,5.3,<1,0.64,88.47,0.12,<0.05,1.56,0.16,0.53,0.28,50.51,1.31,4.73,23.32,35.48
MUESTRA1782,6613.204,7601.88,964,0.005,0.15,0.86,4.5,85.67,0.24,<0.01,1.54,0.05,2.54,2.42,22.66,1.38,2.39,0.91,2.15,<0.05,0.1,0.23,1.16,0.25,404.49,0.31,0.12,0.44,2.24,73.1,2.28,14.05,<0.002,0.01,5.35,1.33,<1,<0.2,42.21,<0.05,<0.05,0.23,0.04,0.14,0.1,13.48,0.1,1.64,14.48,5.41
MUESTRA1783,6525.819,7759.798,971,0.836,1.015,0.8,2.4,31.12,0.34,0.05,2.64,0.89,2.65,1.27,24.28,0.56,2.75,0.82,2.31,<0.05,0.21,0.07,1.53,0.06,367.23,0.24,0.07,0.27,1,82.65,17.98,3.56,<0.002,<0.01,26.19,1.1,<1,0.22,31.13,<0.05,<0.05,0.23,0.03,0.05,0.1,15.33,0.1,1.34,63.08,3.1
MUESTRA1784,6530.685,7774.565,968,4.934,3.273,1.32,2.94,120.48,0.28,<0.01,0.14,0.28,4.73,1.93,19.79,1.7,13.92,1.08,2.37,<0.05,0.32,0.46,2.27,0.17,362.33,0.33,0.09,0.88,2.28,127.39,14.07,26.77,<0.002,<0.01,25.66,2.34,<1,0.28,18.46,0.05,<0.05,0.58,0.06,0.36,0.11,19.25,0.44,2.13,42.49,11.73
MUESTRA1785,6531.783,7789.934,965,13.727,12.105,1.74,9.55,117.27,0.33,<0.01,0.06,0.21,4.89,3.99,22.14,2.07,12.23,1.23,3.26,<0.05,0.41,0.49,2.03,0.22,423.13,0.52,0.06,0.85,3.54,161.63,18.4,31.49,<0.002,<0.01,37.32,3.76,<1,0.29,12.96,0.06,<0.05,0.68,0.09,0.4,0.32,30.09,0.63,2.31,131.15,14.47
MUESTRA1786,6528.118,7809.41,960,1.358,1.801,2.85,12.27,118.06,0.66,0.26,7.21,0.24,7.5,5.11,24.38,0.69,7.63,1.93,7.32,<0.05,0.66,0.35,3.59,0.81,970.55,0.75,0.23,1.38,4.6,301.1,5.18,16.03,<0.002,0.01,22.07,4.94,<1,0.77,118.46,0.1,<0.05,0.85,0.13,0.21,0.28,38.09,0.86,4.19,62.27,33.61
MUESTRA1787,6530.714,7826.906,945,2.496,1.055,2.44,3.66,131.43,0.36,0.09,1.57,0.05,7.32,2.64,36.16,0.7,6.93,1.44,3.11,<0.05,0.53,0.45,3.35,0.41,412.96,0.64,0.15,1.18,3.46,215.45,5.71,21.91,<0.002,0.01,22.95,3.49,<1,0.37,21.93,0.07,<0.05,0.71,0.12,0.29,0.2,32.05,0.76,3.43,23.9,16.6
MUESTRA1788,6529.833,7847.383,936,3.389,2.172,1.38,15,57.42,0.34,<0.01,0.05,<0.02,3.65,4.89,30.99,1.61,11.97,1.64,2.65,<0.05,0.32,0.28,1.8,0.31,398.39,2.31,0.05,0.66,4.18,130.39,7.94,18.63,<0.002,0.05,38.68,2.66,<1,0.27,10.75,0.05,<0.05,0.46,0.07,0.23,0.2,24.41,0.66,2.04,16.87,9.92
MUESTRA1789,6504.192,7831.845,933,0.771,0.918,2.1,2.22,140.14,0.46,<0.01,0.46,0.05,8.47,4.35,27.07,2.66,4.44,1.32,3.39,<0.05,0.53,0.58,3.66,0.26,649.39,0.39,0.17,1.13,4.99,275.38,4.8,48.78,<0.002,<0.01,39.62,3.98,<1,0.4,30.25,0.09,<0.05,0.66,0.11,0.53,0.2,32.15,0.66,3.51,21.71,15.95
MUESTRA1790,6500.656,7831.902,931,22.424,16.106,0.47,1.65,40.25,0.41,<0.01,0.03,<0.02,2.26,1.05,24.69,1.08,7.66,0.69,0.94,<0.05,<0.1,0.06,1.2,0.08,266.91,0.18,0.02,<0.1,2,53.49,6.64,3.99,<0.002,<0.01,22.07,0.73,<1,0.2,9.92,<0.05,<0.05,0.09,0.01,0.06,<0.1,6.36,<0.1,1.06,6.14,1.16
MUESTRA1791,6502.193,7783.962,959,1.197,1.582,0.93,2.69,74.28,0.34,<0.01,3.6,0.05,4,1.95,19.08,1.39,5.92,1.03,1.88,<0.05,0.29,0.27,2.42,0.21,888.59,0.9,0.02,0.62,1.65,117.01,6.91,20.04,<0.002,<0.01,37.34,1.72,<1,0.27,44.08,<0.05,<0.05,0.37,0.05,0.24,0.1,14.98,0.38,2.19,14.23,7.39
MUESTRA1792,6498.007,7771.762,960,3.216,2.626,1.4,2.86,63.5,0.43,<0.01,0.07,<0.02,3.65,1.79,28.9,1.34,1.61,1.01,2.47,<0.05,0.2,0.35,1.56,0.25,470.18,0.37,0.03,0.73,1.84,140.31,2.49,30.04,<0.002,<0.01,39.01,1.86,<1,0.38,10.64,<0.05,<0.05,0.39,0.06,0.27,0.1,19.59,0.39,2.03,13,14.55
MUESTRA1793,6432.989,7796.449,935,0.422,0.415,0.77,3.22,40.65,0.16,<0.01,18.1,<0.02,4.16,1.19,6.74,0.91,1.94,0.62,1.54,<0.05,0.2,0.23,2.5,0.19,1316.74,0.42,0.02,0.36,<0.2,102.13,3.7,16.07,<0.002,0.01,14.68,1.16,<1,0.2,185.21,<0.05,<0.05,0.23,0.03,0.17,0.11,9.47,0.31,1.86,8.78,7.03
MUESTRA1794,6470,7775,936,0.02,0.483,1.29,84.35,84.49,0.16,<0.01,30.36,<0.02,44.14,2.51,3.01,1.14,22.94,1.32,2.63,0.07,0.3,0.43,23.53,0.34,20681.49,0.18,0.03,0.69,0.55,163.21,4.51,28.98,<0.002,0.18,2.19,3.56,<1,0.32,480.34,0.05,<0.05,0.35,0.06,0.3,0.1,21.8,0.49,21.26,7.44,10.99
MUESTRA1795,6421,7821,915,1.254,1.374,3.3,10.36,121.99,0.54,<0.01,0.15,0.05,13.72,6.79,18.23,3.05,8.1,2.64,6.34,<0.05,1.28,0.93,5.9,0.87,660.92,0.7,0.03,2.59,5.48,279.67,8.1,58.77,<0.002,<0.01,14.78,7.75,<1,1.04,9.73,0.2,<0.05,2.48,0.17,0.67,0.67,57.83,1.44,5.88,42.01,42.04
MUESTRA1796,6419,7850,899,11.494,9.475,0.85,1.91,45.5,0.57,<0.01,14.89,<0.02,3.35,0.6,9.31,1.11,8.69,0.45,1.28,<0.05,0.18,0.3,1.47,0.06,519.44,0.31,0.1,0.48,0.42,85.61,2.46,20.91,<0.002,0.02,35.38,1.61,<1,0.22,220.2,<0.05,<0.05,0.32,0.04,0.21,0.1,8.19,0.29,1.54,3.87,8.89
MUESTRA1797,6417,7865,889,5.287,5.521,1.03,5.08,64.48,0.26,<0.01,18.43,<0.02,3.96,2.29,8.72,1.44,2.65,0.91,2.15,<0.05,0.28,0.34,1.76,0.2,1041.59,1.17,0.02,0.61,0.67,100.85,18.64,22.17,<0.002,0.01,15.24,2.36,<1,0.29,210.01,<0.05,<0.05,0.41,0.04,0.31,0.1,19.89,0.37,2.32,10.24,10.32
MUESTRA1798,7615,6483,1038,0.008,0.087,8.52,6.1,494.16,1.02,0.09,2.15,0.11,33.51,11.38,21.18,3.56,20.42,3.44,13.72,0.08,2.37,1.4,15.95,1.14,891.37,0.5,2.8,5.12,7.01,718.81,13.83,59.31,<0.002,0.12,1.44,11.96,<1,1.25,311.91,0.4,<0.05,6.6,0.3,0.45,1.97,85.36,0.61,14.8,77.57,75.26
MUESTRA1799,7610,6650,1284,0.018,0.091,7.95,14.29,408.22,1.23,0.11,1.71,1.45,39.49,15.33,22.82,3.16,18.75,3.24,15.6,0.08,2.37,1.28,19.73,1.2,662.03,1.68,3.45,6.56,10.29,748.44,15.75,58.68,<0.002,0.26,1.64,13.98,<1,1.49,494.74,0.49,0.066,7.48,0.4,0.5,5.33,97.43,0.67,15.34,63.93,83.14
MUESTRA1800,7564,6709,1317,0.007,0.09,8.03,2.58,426.02,0.92,0.18,3.73,0.32,37.48,11.65,27,6.31,23.75,3.69,16.76,0.1,2.08,1.4,18.21,1.3,836.17,0.15,2.58,6.36,9.67,741.55,12.09,56.32,<0.002,0.01,1.18,15.01,<1,1.35,281.7,0.43,0.05,5.42,0.44,0.48,1.41,97.58,0.97,17.73,86.65,74.62
MUESTRA1801,7484,6817,1293,0.005,0.073,8.78,8.82,598.95,1.21,0.15,2.32,0.23,37.76,13.72,20.98,14.73,20.44,3.45,21.71,0.11,2.81,1.64,19.52,1.17,912.75,0.64,2.46,8.38,8.94,681.39,15.36,69.31,<0.002,0.37,2,14.11,1,1.6,386.48,0.62,0.068,7.88,0.41,0.65,5.44,108.31,0.81,17.35,65.72,85.15
MUESTRA1802,7595,6888,1280,0.007,0.386,1.09,10.23,96.77,0.24,0.05,4.33,0.05,3.15,6.28,18.86,1.9,27.7,3.76,6.64,0.06,0.21,0.05,1.94,0.43,932.05,0.91,0.04,1.02,3.76,102.43,3.22,4.6,<0.002,0.39,14.47,2.92,<1,0.2,73.79,<0.05,<0.05,0.27,0.02,0.06,0.32,28.14,1.71,2.84,20.02,9.62
MUESTRA1803,7652,6888,1282,<0.005,0.037,8.46,3.54,604.55,0.97,0.05,4.85,0.12,37.9,16.73,29.4,2.66,21.32,5.17,20.24,0.14,2.93,1.4,16.01,1.49,1046.75,0.76,2.27,6.86,8.9,920.51,10.36,29.56,<0.002,<0.01,3.04,17.24,<1,1.28,452.83,0.55,<0.05,4.7,0.51,0.49,1.21,154.87,0.83,15.33,93.42,105.21
MUESTRA1804,7711,6971,1317,<0.005,0.117,6.48,0.93,324.85,0.75,0.1,3.21,0.08,28.45,13.88,23.69,6.24,46.1,3.37,16.75,0.12,2.07,1.33,12.08,1.29,694.74,0.26,1.85,5.08,7.47,463.8,11.61,73.44,<0.002,<0.01,0.69,16.04,<1,1.09,264.85,0.31,<0.05,3.29,0.36,0.66,0.83,132.18,0.65,9.25,58.3,61.24
MUESTRA1805,7681,7008,1314,<0.005,0.051,7.66,7.76,556.88,1.23,0.13,1.5,0.16,39.32,12.39,18.84,3.9,18.51,3.05,19.78,0.13,2.74,1.38,21.38,1.21,678.22,0.42,2.72,7.99,7.18,611.32,17.51,62.19,<0.002,0.06,1.83,11.9,<1,1.73,447.48,0.64,<0.05,9.21,0.32,0.51,2.5,80.64,0.56,15.57,60.99,88.91
MUESTRA1806,7648,7087,1323,<0.005,0.157,7.3,0.86,284.37,1.77,0.05,1.25,0.4,67.03,0.45,<1,2.41,4.5,1.48,17.5,0.07,4.19,1.84,35.1,0.12,503.75,0.3,2.59,6.01,0.65,116.04,11.98,71.81,<0.002,0.01,1.91,9.24,<1,1.98,100.08,0.59,<0.05,13.48,0.07,0.5,3.73,3.84,0.22,25.4,64.87,115.53
MUESTRA1807,7504,7094,1280,<0.005,0.037,6.84,0.76,965.44,1.71,0.05,0.52,0.07,62.95,0.73,3.67,2.19,1.87,1.8,17.84,0.17,3.16,3.19,31.62,0.05,533.53,1.45,2.96,8.89,0.73,122.42,10.92,117.68,<0.002,<0.01,2.9,12.65,<1,2.56,217.59,0.92,<0.05,14.95,0.08,1,4.03,3.81,0.29,20.41,43.22,95.73
MUESTRA1808,7239,6993,1197,<0.005,0.032,6.14,0.38,614.25,1.75,0.05,1.67,0.07,55.45,0.63,2.09,3.96,4.72,1.51,17.43,0.11,3.32,2.48,24.16,0.06,433.3,0.88,2.02,9.12,0.59,85.23,8.76,112.17,<0.002,<0.01,2.37,9.85,<1,2.47,127.92,0.78,<0.05,12.2,0.07,0.97,3.25,3.73,0.32,18.11,37.08,89.24
MUESTRA1809,7327,7203,1244,<0.005,0.075,7.63,2.49,537.66,1.27,0.25,2.25,0.28,37.21,14.88,22.26,6.63,25.54,3.8,21.3,0.17,2.6,1.45,22.31,1.32,764.98,0.19,2.78,8.32,12.11,771.97,20.07,73.04,<0.002,<0.01,1.21,16.7,<1,1.66,350.48,0.64,0.108,7.12,0.4,0.58,1.68,108.59,0.86,17.46,79.07,77.62
MUESTRA1810,7338,7187,1248,<0.005,0.077,7.93,3.47,1234.05,1.72,2.03,1.24,0.05,38.89,9.58,34.84,12.28,38.25,5.76,23.43,0.18,1.74,2.73,19.99,1.18,523.48,0.64,1.64,8.6,10.43,723.19,20.81,124.29,<0.002,<0.01,1.7,18.5,<1,3.9,206.73,0.57,0.922,6.29,0.39,1.3,1.94,160.31,1.64,15.94,70.61,49.51
MUESTRA1811,7287,7426,1265,0.006,0.086,9.22,11.42,600.51,1.14,0.14,1.77,0.15,41.49,12.94,22.86,7.25,20.05,3.21,20.25,0.15,3.03,1.86,20.15,1.06,689.57,0.55,2.72,7.93,10.1,824.92,17.29,73.36,<0.002,0.16,2.09,14.67,<1,1.7,455.21,0.64,0.05,8.79,0.38,0.62,5.84,90.8,0.77,16.83,77.52,113.7
MUESTRA1812,7362,7374,1272,0.086,8.992,3,36.77,188.56,0.61,0.05,2.72,0.12,11.3,5.98,16.01,6.74,7.4,1.57,7.24,0.1,0.97,1.02,7.08,0.33,576.85,1.61,0.2,1.98,3.84,319.69,8.5,69.45,<0.002,0.1,40.22,5.92,<1,0.47,45.4,0.13,<0.05,1.87,0.14,0.91,0.48,45.51,1.52,6.38,20.48,41.39
MUESTRA1813,7352,7355,1272,0.168,24.932,1.56,18.18,70.69,0.36,0.05,5.69,0.06,5.64,3.64,9.84,3.83,7.06,1.95,5.32,0.08,0.28,0.56,2.89,0.86,641.36,0.48,0.05,0.77,2.63,120.04,5.48,42.79,<0.002,0.12,44.15,2.64,1.02,0.32,100.64,0.06,<0.05,0.54,0.06,0.39,0.21,28.91,0.49,3.35,20.79,11.8
