East,North,Level,Au_ppm,target_Au,bloque,y_prob,y_pred
10061.0,8642.0,1066.0,0.0025,0,NE,0.023502827063202857,0
10082.0,8743.0,1075.0,0.0025,0,NE,0.0,0
10077.0,8760.0,1081.0,0.0025,0,NE,0.0033898308873176576,0
10073.0,8888.0,1127.0,0.0025,0,NE,0.0,0
10026.0,8974.0,1185.0,0.0025,0,NE,0.0,0
10005.0,9001.0,1187.0,0.0025,0,NE,0.0,0
9992.0,8993.0,1185.0,0.0025,0,NE,0.0,0
7748.306,7163.76,1273.0,0.014,0,NE,0.1705773413181305,0
7747.847,7168.944,1272.0,0.025,0,NE,0.09487985111773015,0
7731.366,7189.951,1270.0,0.038,0,NE,0.13335949182510376,0
7728.064,7196.688,1269.0,0.013,0,NE,0.25266945660114287,1
7723.405,7197.07,1270.0,0.0025,0,NE,0.07977675497531891,0
7707.292,7211.075,1270.0,0.048,0,NE,0.06469989120960236,0
7694.761,7222.483,1271.0,0.007,0,NE,0.06469989083707332,0
7692.013,7224.965,1271.0,0.01,0,NE,0.13393541015684604,0
7680.332,7237.532,1268.0,0.047,0,NE,0.22600279599428177,1
7676.014,7243.243,1268.0,0.018,0,NE,0.22401339560747147,1
7670.801,7251.682,1265.0,0.013,0,NE,0.1847906716167927,1
7668.103,7227.104,1273.0,2.625,1,NE,0.8165128707885743,1
7652.186,7268.54,1217.0,0.014,0,NE,0.12011146247386932,0
7637.571,7300.337,1220.0,0.021,0,NE,0.023959150537848473,0
7634.969,7307.316,1221.0,0.501,1,NE,0.20265336185693741,1
7629.716,7324.952,1221.0,1.001,1,NE,0.43001322746276854,1
7607.818,7389.85,1225.0,0.017,0,NE,0.10500559881329537,0
7597.031,7412.596,1225.0,0.016,0,NE,0.04135045222938061,0
7575.139,7477.736,1205.0,0.011,0,NE,0.04214096814393997,0
7578.767,7490.655,1201.0,0.01,0,NE,0.19211390167474746,1
7580.65,7420.142,1224.0,0.029,0,NE,0.049962816387414934,0
7684.86,7184.357,1275.0,0.022,0,NE,0.3132078662514687,1
7675.07,7199.327,1275.0,0.028,0,NE,0.40503557920455935,1
7669.902,7218.467,1274.0,4.063,1,NE,0.40361244678497316,1
7538.573,7314.581,1266.0,0.134,1,NE,0.8875227570533752,1
7523.241,7290.346,1275.0,0.035,0,NE,0.14221046715974808,0
7521.699,7263.314,1282.0,1.133,1,NE,0.8165128707885743,1
7548.625,7331.734,1265.0,0.067,0,NE,0.7103310823440552,1
7570.82,7393.386,1226.0,0.007,0,NE,0.05279692858457565,0
7444.054,7339.262,1281.0,0.321,1,NE,0.46198262870311735,1
7459.135,7360.244,1275.0,0.197,1,NE,0.8363679885864258,1
7474.034,7385.265,1266.0,0.167,1,NE,0.6897428393363952,1
7540.48,7444.068,1247.0,0.006,0,NE,0.3352838456630707,1
7549.7,7443.748,1247.0,0.032,0,NE,0.17610472440719604,0
7548.013,7478.601,1244.0,0.005,0,NE,0.06469989083707332,0
7509.852,7513.465,1244.0,0.005,0,NE,0.31419104188680647,1
7466.576,7548.027,1246.0,0.007,0,NE,0.40503557324409484,1
7449.0,7200.0,1290.0,0.364,1,NE,0.5651389479637146,1
7367.743,7316.765,1295.0,0.022,0,NE,0.2493109107017517,1
7354.737,7341.691,1299.0,0.084,0,NE,0.23646791130304337,1
7354.327,7341.923,1299.0,0.2,1,NE,0.2566195711493492,1
7353.587,7342.322,1299.0,0.998,1,NE,0.4050355851650238,1
7395.408,7478.71,1258.0,0.021,0,NE,0.2260027900338173,1
7391.854,7454.328,1259.0,0.012,0,NE,0.24972828328609467,1
7177.255,7692.244,1077.0,0.017,0,NE,0.41303121447563174,1
6778.701,7628.489,1086.0,0.011,0,NE,0.0235028263181448,0
6774.302,7629.914,1085.0,0.021,0,NE,0.08962309584021569,0
6565.277,7703.711,967.0,0.032,0,NE,0.6897428512573243,1
6610.596,7633.559,968.0,0.053,0,NE,0.17269686684012414,0
6613.204,7601.88,964.0,0.005,0,NE,0.021280603483319283,0
7681.0,7008.0,1314.0,0.0025,0,NE,0.0,0
7648.0,7087.0,1323.0,0.0025,0,NE,0.0,0
7504.0,7094.0,1280.0,0.0025,0,NE,0.0,0
7239.0,6993.0,1197.0,0.0025,0,NE,0.0013919267803430557,0
7327.0,7203.0,1244.0,0.0025,0,NE,0.0,0
7338.0,7187.0,1248.0,0.0025,0,NE,0.023502827063202857,0
7287.0,7426.0,1265.0,0.006,0,NE,0.0,0
7362.0,7374.0,1272.0,0.086,0,NE,0.08786795660853386,0
7352.0,7355.0,1272.0,0.168,1,NE,0.25266945660114287,1
7356.0,7344.0,1276.0,2.868,1,NE,0.25528384745121,1
7354.0,7321.0,1264.0,1.59,1,NE,0.3963645607233047,1
7349.0,7315.0,1268.0,1.103,1,NE,0.2657489597797394,1
7347.0,7301.0,1265.0,2.376,1,NE,0.5109008550643921,1
7389.0,7344.0,1285.0,0.086,0,NE,0.49010834097862244,1
7409.0,7319.0,1289.0,0.147,1,NE,0.0880518164485693,0
7446.0,7291.0,1294.0,0.0025,0,NE,0.0,0
7676.0,7042.0,1318.0,0.005,0,NE,0.0,0
7563.0,7166.0,1300.0,0.005,0,NE,0.0,0
7692.0,7180.0,1275.0,0.047,0,NE,0.5317022383213044,1
7715.0,7227.0,1271.0,0.0025,0,NE,0.0,0
7715.0,7324.0,1229.0,0.0025,0,NE,0.0,0
7633.0,7377.0,1218.0,0.0025,0,NE,0.0033898308873176576,0
7646.0,7414.0,1201.0,0.019,0,NE,0.11574674099683761,0
7711.0,7373.0,1182.0,0.0025,0,NE,0.08786795735359192,0
7688.0,7382.0,1187.0,0.005,0,NE,0.16053307056427002,0
7615.0,7430.0,1216.0,0.028,0,NE,0.09090272895991802,0
7617.0,7439.0,1215.0,0.016,0,NE,0.12178690880537033,0
7521.0,7266.0,1282.0,0.586,1,NE,0.8165128588676452,1
7507.0,7425.0,1249.0,0.011,0,NE,0.0,0
7472.0,7511.0,1245.0,0.008,0,NE,0.2583353191614151,1
7434.0,7645.0,1241.0,0.0025,0,NE,0.0,0
7361.0,7467.0,1242.0,0.04,0,NE,0.27756609916687014,1
7393.0,7494.0,1257.0,0.009,0,NE,0.0033898305147886275,0
7391.0,7457.0,1258.0,0.008,0,NE,0.10942066945135594,0
7449.0,7200.0,1277.0,0.365,1,NE,0.7480442464351654,1
7450.0,7219.0,1283.0,0.007,0,NE,0.11992109678685665,0
7154.0,7480.0,1199.0,0.0025,0,NE,0.0,0
7164.0,7507.0,1180.0,0.0025,0,NE,0.0,0
7211.0,7585.0,1146.0,0.006,0,NE,0.0,0
7149.0,7626.0,1129.0,0.0025,0,NE,0.0033898305147886275,0
7147.0,7237.0,1152.0,0.0025,0,NE,0.0033898308873176576,0
7128.0,7342.0,1155.0,0.009,0,NE,0.026736926659941672,0
7108.0,7442.0,1182.0,0.0025,0,NE,0.0,0
7040.0,7506.0,1176.0,0.0025,0,NE,0.0,0
6906.0,7658.0,1113.0,0.0025,0,NE,0.023502827808260917,0
6983.0,7895.0,964.0,0.007,0,NE,0.11615763194859027,0
6990.0,7900.0,964.0,0.005,0,NE,0.26313458383083344,1
6846.0,7551.0,1097.0,0.0025,0,NE,0.0033898305147886275,0
6768.0,7610.0,1070.0,0.005,0,NE,0.0,0
6732.0,7802.0,1030.0,0.0025,0,NE,0.0,0
6731.0,7833.0,1030.0,0.0025,0,NE,0.0,0
6666.0,7816.0,1002.0,0.0025,0,NE,0.0,0
6761.0,7989.0,940.0,0.0025,0,NE,0.0111111119389534,0
6761.0,8006.0,932.0,0.0025,0,NE,0.0,0
6798.0,8116.0,878.0,0.0025,0,NE,0.0033898305147886275,0
6564.0,8249.0,779.0,0.266,1,NE,0.8165128707885743,1
6559.0,8265.0,774.0,0.092,0,NE,0.22674849331378938,1
6576.0,8180.0,797.0,0.046,0,NE,0.10646724291145801,0
6589.0,7741.0,1010.0,0.0025,0,NE,0.0289591483771801,0
6671.0,6994.0,1249.0,0.0025,0,NE,0.0,0
6662.0,7068.0,1203.0,0.0025,0,NE,0.0033898305147886275,0
6688.0,7176.0,1172.0,0.025,0,NE,0.0,0
6615.0,7184.0,1073.0,0.0025,0,NE,0.0,0
6572.0,7167.0,1125.0,0.0025,0,NE,0.3963645398616791,1
6618.0,7235.0,1093.0,0.0025,0,NE,0.009992420300841331,0
6690.0,7271.0,1074.0,0.0025,0,NE,0.0,0
6566.0,7307.0,1055.0,0.007,0,NE,0.0,0
6574.0,7159.0,1131.0,0.025,0,NE,0.11104588694870472,0
6582.0,7104.0,1164.0,0.021,0,NE,0.17020729184150696,0
6581.0,7080.0,1177.0,0.28,1,NE,0.4130312204360962,1
6586.0,7102.0,1158.0,1.221,1,NE,0.3875494360923767,1
17504.0,8370.0,1297.0,0.029,0,NE,0.8176078200340271,1
17444.0,8340.0,1287.0,0.1,0,NE,0.9369746923446656,1
7849.0,7270.0,1214.0,0.0025,0,NE,0.0033898305147886275,0
7826.0,7298.0,1201.0,0.011,0,NE,0.07338110469281674,0
7818.0,7408.0,1145.0,0.018,0,NE,0.2067720279097557,1
7706.097,7302.684,1237.0,0.006,0,NE,0.043758458271622655,0
7744.797,7279.979,1228.0,0.009,0,NE,0.22656984627246857,1
7749.347,7367.764,1200.0,0.008,0,NE,0.08038341142237186,0
7741.41,7368.99,1195.0,0.0025,0,NE,0.03723421059548855,0
7767.173,7369.335,1199.0,0.01,0,NE,0.1921139046549797,1
7779.157,7350.879,1186.0,0.0025,0,NE,0.09325443021953106,0
7646.0,7409.0,1213.0,0.005,0,NE,0.021736927703022955,0
7634.0,7420.0,1220.0,0.011,0,NE,0.03723421059548855,0
7823.0,7323.0,1185.0,0.008,0,NE,0.05148708112537861,0
7873.0,7354.0,1165.0,0.006,0,NE,0.1338888943195343,0
7843.0,7359.0,1144.0,0.0025,0,NE,0.11992017328739166,0
7823.0,7392.0,1133.0,0.0025,0,NE,0.012940098345279694,0
7940.583,7733.243,1044.0,0.0025,0,NE,0.7312719702720643,1
6118.036,7220.62,1147.359,0.005,0,NO,0.0067447047680616375,0
5190.027,7115.999,830.949,0.0025,0,NO,0.002898550778627396,0
5184.997,6989.987,934.069,0.0025,0,NO,0.0,0
5826.848,8257.536,690.999,0.045,0,NO,0.15563399940729142,0
6478.008,7737.954,941.609,0.416,1,NO,0.07222228273749351,0
6504.037,7781.998,941.609,0.051,0,NO,0.014536912366747857,0
6427.052,7799.977,941.609,0.052,0,NO,0.06661548279225826,0
6505.977,7827.952,941.609,0.263,1,NO,0.014536912366747857,0
6526.955,7843.95,941.609,6.736,1,NO,0.04292041249573231,0
6418.026,7869.974,941.609,0.114,1,NO,0.022976214438676833,0
5760.749,8300.895,690.999,0.038,0,NO,0.2585551515221596,1
5770.249,8262.428,690.999,0.016,0,NO,0.2629996001720428,1
5266.044,7286.197,716.069,2.02,1,NO,0.9047619104385376,1
4631.798,7151.043,697.509,0.009,0,NO,0.026345279440283774,0
5231.629,7080.589,830.949,0.0025,0,NO,0.002898550778627396,0
5920.297,7074.473,1147.359,0.0025,0,NO,0.0,0
5497.22,7002.321,1060.439,0.6,1,NO,0.1239138349890709,0
5413.998,7121.349,887.999,0.024,0,NO,0.039536912366747855,0
5274.423,7299.46,835.679,0.0025,0,NO,0.12103940285742283,0
6112.919,7128.661,1147.359,0.008,0,NO,0.0067447047680616375,0
6377.332,7068.32,1143.619,0.393,1,NO,0.1805262215435505,0
6256.895,7080.973,1169.099,1.039,1,NO,0.501794096827507,1
6262.426,7149.453,1169.099,1.125,1,NO,0.6268426135182381,1
6259.677,7147.453,1169.099,2.136,1,NO,0.6725080132484436,1
6257.232,7213.196,1169.099,0.032,0,NO,0.0,0
6199.521,7206.243,1169.099,0.011,0,NO,0.0,0
6348.912,7353.111,1040.209,0.018,0,NO,0.0,0
6167.262,7412.052,1055.819,0.009,0,NO,0.04717680662870407,0
6164.058,7410.504,1055.819,0.2,1,NO,0.32185675501823424,1
6142.599,7479.788,1055.819,0.021,0,NO,0.08030439615249634,0
6136.853,7489.084,1055.819,0.048,0,NO,0.05331852287054062,0
6081.364,7555.682,867.529,0.023,0,NO,0.0067447047680616375,0
6062.01,7576.883,867.529,0.014,0,NO,0.04863377194851637,0
6504.013,7693.299,951.059,0.013,0,NO,0.014536912739276885,0
6461.315,7685.196,951.059,0.0025,0,NO,0.086379324644804,0
6519.29,7859.273,941.609,0.402,1,NO,0.03344672918319702,0
6524.896,7858.805,941.609,0.079,0,NO,0.026345279440283774,0
6530.422,7826.883,941.609,1.304,1,NO,0.019414960965514184,0
6529.503,7821.969,941.609,1.118,1,NO,0.033446728438138965,0
6528.818,7820.133,941.609,6.185,1,NO,0.02609512209892273,0
6529.129,7813.508,941.609,1.999,1,NO,0.021217073500156402,0
6527.941,7809.983,941.609,1.077,1,NO,0.01966511756181717,0
6529.013,7791.281,941.609,13.986,1,NO,0.05773248970508575,0
6534.289,7776.823,941.609,4.41,1,NO,0.1210394062101841,0
6526.869,7759.846,941.609,0.296,1,NO,0.014536911994218827,0
6508.272,7588.003,951.059,0.037,0,NO,0.05773248933255672,0
6330.809,8106.534,769.0,0.024,0,NO,0.7761904835700989,1
6331.199,8106.937,769.0,0.0025,0,NO,0.016516410186886786,0
6323.518,8116.386,757.0,0.0025,0,NO,0.13363772816956043,0
6314.459,8125.515,757.0,0.006,0,NO,0.21008946150541305,1
6296.624,8160.62,738.0,0.017,0,NO,0.17789905071258544,0
6277.041,8190.147,727.0,0.012,0,NO,0.09353676959872245,0
6269.458,8200.522,731.0,0.0025,0,NO,0.025199615210294724,0
6268.728,8201.253,730.0,0.018,0,NO,0.6532919406890869,1
6268.254,8201.132,730.0,0.007,0,NO,0.014536911994218827,0
6361.0,9036.0,564.0,0.0025,0,NO,0.015199615061283112,0
6397.0,9029.0,565.0,0.0025,0,NO,0.046344177424907686,0
6411.0,8998.0,553.0,0.0025,0,NO,0.018098166026175023,0
6486.056,8346.481,736.0,0.106,1,NO,0.8133333444595336,1
6509.909,8350.544,743.0,0.0025,0,NO,0.07489899173378944,0
6482.379,8362.637,730.0,0.018,0,NO,0.006744705140590668,0
6467.292,8361.484,729.0,0.025,0,NO,0.05099024623632431,0
6460.375,8364.004,728.0,0.013,0,NO,0.038601978495717046,0
6428.0,8316.0,711.0,0.028,0,NO,0.09266071990132332,0
6495.463,8452.627,700.0,0.067,0,NO,0.03373769819736481,0
6517.0,8470.0,698.0,0.0025,0,NO,0.0,0
6525.656,8558.077,627.0,0.0025,0,NO,0.002898550778627396,0
6357.364,8528.587,619.0,0.0025,0,NO,0.0,0
6360.437,8526.132,621.0,0.0025,0,NO,0.0,0
6358.081,8524.675,620.0,0.0025,0,NO,0.0,0
6343.723,8516.412,617.0,0.0025,0,NO,0.0,0
6329.307,8505.809,614.0,0.0025,0,NO,0.0,0
6327.073,8514.711,617.0,0.0025,0,NO,0.0,0
5300.192,8533.699,486.0,2.476,1,NO,0.5452284276485443,1
5830.552,8239.037,696.0,0.005,0,NO,0.1355716660618782,0
5795.033,8225.54,685.0,0.019,0,NO,0.08667781054973603,0
5521.08,8370.677,586.0,0.007,0,NO,0.06598922312259674,0
5432.275,8355.507,561.0,0.0025,0,NO,0.021638362482190133,0
5430.223,8352.772,559.0,0.0025,0,NO,0.014536912366747857,0
5429.87,8352.753,559.0,0.02,0,NO,0.04125134572386742,0
5445.411,8326.43,557.0,0.0025,0,NO,0.030077663809061052,0
5455.559,8296.044,540.0,0.044,0,NO,0.05232960358262062,0
6274.909,7994.661,829.0,0.222,1,NO,0.9333333373069763,1
6349.78,7849.143,929.0,0.0025,0,NO,0.018639291077852248,0
6430.254,7774.135,936.0,0.026,0,NO,0.03274947293102741,0
6433.059,7774.259,937.0,0.067,0,NO,0.2529342442750931,1
6360.191,7690.664,879.0,0.0025,0,NO,0.03007766492664814,0
6347.546,7868.278,928.0,0.0025,0,NO,0.010690758377313614,0
6340.245,7833.639,918.0,0.0025,0,NO,0.011638360843062402,0
6330.647,7866.237,922.0,0.005,0,NO,0.021638361737132072,0
6324.454,7869.724,918.0,0.0025,0,NO,0.011638360843062402,0
6307.648,7873.18,905.0,0.0025,0,NO,0.007792206853628159,0
6415.764,8103.782,773.0,0.0025,0,NO,0.014536911621689796,0
6285.813,8211.679,715.0,0.095,0,NO,0.03271309807896614,0
6275.028,8226.694,721.0,1.254,1,NO,0.3072737127542496,1
6255.471,8251.829,697.0,0.097,0,NO,0.4544761836528778,1
6235.006,8239.024,694.0,0.0025,0,NO,0.0323281854391098,0
6412.0,8294.0,698.0,1.377,1,NO,0.6438095331192016,1
6550.342,8313.49,772.0,0.082,0,NO,0.13685816377401352,0
6245.654,8241.899,694.0,0.0025,0,NO,0.0077922075986862184,0
6283.533,8306.076,651.0,0.0025,0,NO,0.006744704209268093,0
6387.0,8328.0,673.0,0.0025,0,NO,0.015816476196050644,0
6227.834,8305.679,650.0,0.012,0,NO,0.08648727610707282,0
6183.965,8349.394,624.0,0.008,0,NO,0.021638360992074012,0
6159.193,8369.36,614.0,0.13,1,NO,0.06083397455513477,0
6147.995,8364.259,612.0,0.0025,0,NO,0.0,0
6100.995,8209.643,699.0,0.064,0,NO,0.5371428519487381,1
6463.657,8509.734,633.0,0.0025,0,NO,0.0,0
6457.475,8521.712,631.0,0.0025,0,NO,0.01163836158812046,0
6132.0,8384.0,578.0,0.015,0,NO,0.04054074659943581,0
6080.0,8427.0,566.0,0.043,0,NO,0.10587437897920608,0
6072.0,8449.0,564.0,0.012,0,NO,0.02609512284398079,0
5941.0,8500.0,510.0,0.0025,0,NO,0.022976214438676833,0
5931.0,8505.0,504.0,0.0025,0,NO,0.014536912366747857,0
5455.093,7871.946,659.0,0.016,0,NO,0.24966626316308976,1
5444.036,7875.812,660.0,0.007,0,NO,0.1597057670354843,0
5414.602,7890.204,657.0,0.005,0,NO,0.10654960796236992,0
5415.344,7888.669,657.0,0.008,0,NO,0.3147233575582504,1
5415.317,7886.495,657.0,0.009,0,NO,0.10715051889419555,0
5344.757,7899.473,623.0,0.018,0,NO,0.08113830760121346,0
5309.807,7918.561,599.0,0.021,0,NO,0.108600315451622,0
5259.106,7957.47,567.0,0.0025,0,NO,0.021638360992074012,0
5228.769,7985.177,543.0,0.0025,0,NO,0.025199615210294724,0
5284.909,8057.846,559.0,0.0025,0,NO,0.046344177424907686,0
5292.965,8045.829,567.0,0.01,0,NO,0.028318522870540618,0
5300.878,8029.965,566.0,0.006,0,NO,0.021638360992074012,0
5306.604,8039.198,577.0,0.009,0,NO,0.025199615210294724,0
5319.665,8036.053,590.0,0.009,0,NO,0.08611117154359818,0
5320.663,8036.777,592.0,0.0025,0,NO,0.025286906957626344,0
5275.099,7313.326,762.0,0.0025,0,NO,0.0,0
5346.698,8030.614,593.0,0.012,0,NO,0.02163836024701595,0
5364.713,8030.412,598.0,0.009,0,NO,0.02892274558544159,0
5382.598,8030.441,596.0,0.0025,0,NO,0.0265164103358984,0
5392.416,8028.566,593.0,0.038,0,NO,0.3453034609556198,1
5407.75,8024.675,590.0,0.009,0,NO,0.10091745108366013,0
5412.525,8021.974,589.0,0.021,0,NO,0.25855515599250795,1
5412.399,8021.496,592.0,0.0025,0,NO,0.06621597334742546,0
5427.29,8016.623,590.0,0.015,0,NO,0.03319657295942306,0
5448.353,8013.825,583.0,0.0025,0,NO,0.0,0
5492.003,8007.473,580.0,0.0025,0,NO,0.05773249007761479,0
5531.158,7963.812,610.0,0.0025,0,NO,0.0077922075986862184,0
5506.205,8010.576,580.0,0.0025,0,NO,0.06850246824324131,0
5522.985,8011.88,572.0,0.005,0,NO,0.07018875330686569,0
5523.253,8011.928,571.0,0.0025,0,NO,0.05461357794702053,0
5512.583,8019.745,569.0,0.008,0,NO,0.04634417667984962,0
5557.228,8030.05,569.0,0.0025,0,NO,0.055292166210711,0
5568.791,8001.131,589.0,0.006,0,NO,0.21394433826208115,1
6121.046,7536.826,921.0,0.0025,0,NO,0.003846153989434242,0
5627.657,8011.16,592.0,0.0025,0,NO,0.21797795593738556,1
5614.553,7977.078,616.0,0.0025,0,NO,0.02234884798526764,0
5666.99,8011.368,599.0,0.0025,0,NO,0.5477681398391724,1
5700.837,8007.122,601.0,0.006,0,NO,0.5126984119415283,1
5700.844,8006.847,601.0,0.053,0,NO,0.5563395380973816,1
5700.862,8006.657,601.0,0.171,1,NO,0.35835797488689425,1
5700.856,8006.524,601.0,0.078,0,NO,0.6256728649139405,1
5342.774,7989.736,601.0,0.028,0,NO,0.03885213360190391,0
5350.305,7950.648,621.0,0.0025,0,NO,0.014536912366747857,0
5322.32,7998.088,586.0,0.009,0,NO,0.06347813755273819,0
5295.573,8026.062,567.0,0.009,0,NO,0.025199615210294724,0
5287.779,7999.252,564.0,0.0025,0,NO,0.021638361737132072,0
5272.752,8025.306,556.0,0.0025,0,NO,0.02163836024701595,0
5272.383,8025.099,556.0,0.0025,0,NO,0.03007766343653202,0
5596.648,7870.94,671.0,0.008,0,NO,0.30631356239318847,1
5604.192,7861.974,673.0,0.017,0,NO,0.2525234192609787,1
5604.457,7862.093,673.0,0.0025,0,NO,0.6532919645309448,1
5599.653,7836.193,694.0,0.01,0,NO,0.058723928034305574,0
5629.405,7831.748,703.0,0.023,0,NO,0.09270909726619721,0
5629.737,7831.999,703.0,0.031,0,NO,0.09870949648320675,0
5642.476,7842.945,697.0,0.006,0,NO,0.021638360619544984,0
5655.921,7832.334,706.0,0.005,0,NO,0.26263679265975953,1
5710.66,7849.902,722.0,0.0025,0,NO,0.025199615955352785,0
5211.113,7777.32,594.0,0.0025,0,NO,0.0811052791774273,0
4831.0,7511.0,557.0,0.023,0,NO,0.025199614465236664,0
5107.181,7796.021,543.0,0.0025,0,NO,0.026516409963369368,0
5076.036,7728.606,561.0,0.008,0,NO,0.046621377021074294,0
5057.794,7710.406,563.0,0.0025,0,NO,0.0,0
5153.999,7735.219,593.0,0.013,0,NO,0.021638361737132072,0
5144.728,7682.647,610.0,0.0025,0,NO,0.003846153989434242,0
5144.416,7638.749,617.0,0.009,0,NO,0.021638360992074012,0
5225.282,7644.835,649.0,0.0025,0,NO,0.010690757632255554,0
5115.68,7265.548,789.0,0.0025,0,NO,0.0,0
4674.0,7389.0,549.0,1.181,1,NO,0.5563395738601684,1
4519.0,7265.0,550.0,0.015,0,NO,0.028631776198744775,0
5401.676,8034.352,590.0,0.0025,0,NO,0.021638360992074012,0
5488.196,8046.583,563.0,0.008,0,NO,0.019665117748081683,0
5421.191,8107.76,537.0,0.0025,0,NO,0.0,0
5370.292,8166.589,504.0,0.009,0,NO,0.02163836024701595,0
5359.797,8200.243,503.0,0.0025,0,NO,0.0,0
5325.548,8181.649,498.0,0.0025,0,NO,0.021638360992074012,0
5416.856,6990.309,973.0,0.0025,0,NO,0.0856520775705576,0
4635.393,7157.17,657.0,0.0025,0,NO,0.036310724914073944,0
5294.175,7040.576,938.0,0.0025,0,NO,0.003846153989434242,0
5289.277,7052.313,926.0,0.019,0,NO,0.02361377142369747,0
6433.0,7620.0,919.0,0.0025,0,NO,0.0067447047680616375,0
6365.0,7602.0,924.0,74.766,1,NO,0.8085714340209961,1
6364.0,7635.0,909.0,0.018,0,NO,0.0067447047680616375,0
6359.0,7629.0,909.0,0.037,0,NO,0.269666263461113,1
6325.0,7608.0,919.0,0.025,0,NO,0.17897796034812927,0
6313.0,7609.0,919.0,0.0025,0,NO,0.02344672791659832,0
6310.0,7611.0,943.0,0.028,0,NO,0.034440836310386656,0
5256.0,7041.0,925.0,0.0025,0,NO,0.0,0
5068.0,6993.0,858.0,0.0025,0,NO,0.006744704581797123,0
6494.224,7362.694,1055.0,0.01,0,NO,0.26073701679706573,1
6494.619,7376.817,1048.0,0.008,0,NO,0.1749053031206131,0
6516.94,7262.883,1102.0,0.828,1,NO,0.46069265305995943,1
6498.297,7316.089,1082.0,0.561,1,NO,0.6278951048851014,1
6489.419,7447.858,1009.0,0.045,0,NO,0.06309706419706344,0
6341.541,7527.155,982.0,0.005,0,NO,0.01809816565364599,0
6336.118,7526.399,980.0,0.0025,0,NO,0.007792206853628159,0
6287.057,7483.666,1003.0,0.06,0,NO,0.03192181512713432,0
5280.749,7050.734,924.0,0.0025,0,NO,0.010000000149011612,0
5276.797,7056.298,920.0,0.0025,0,NO,0.0028985509648919105,0
6379.0,7345.0,1061.0,0.0025,0,NO,0.0,0
6369.0,7466.0,993.0,0.037,0,NO,0.08554495200514793,0
6383.0,7480.0,975.0,0.0025,0,NO,0.0,0
6389.0,7482.0,974.0,0.008,0,NO,0.02163836285471916,0
6391.0,7541.0,949.0,0.0025,0,NO,0.0,0
6356.0,7572.0,932.0,0.005,0,NO,0.0077922075986862184,0
6352.0,7610.0,906.0,0.0025,0,NO,0.0,0
6350.0,7607.0,906.0,0.024,0,NO,0.17612081468105317,0
6350.0,7608.0,910.0,0.026,0,NO,0.1216827780008316,0
6348.0,7608.0,910.0,0.02,0,NO,0.07375485077500343,0
6420.0,7282.0,1089.0,0.011,0,NO,0.026345279440283774,0
6410.0,7249.0,1107.0,0.481,1,NO,0.033446726948022844,0
6415.0,7251.0,1107.0,0.028,0,NO,0.2696662664413452,1
6335.0,7610.0,892.0,0.028,0,NO,0.057732488587498666,0
6352.0,7618.0,898.0,0.005,0,NO,0.014536911994218827,0
6339.0,7627.0,882.0,0.0025,0,NO,0.02297621462494135,0
6361.0,7666.0,878.0,0.005,0,NO,0.08325573317706585,0
6363.0,7674.0,879.0,0.007,0,NO,0.0265164103358984,0
6351.051,7687.279,863.0,0.006,0,NO,0.01779220774769783,0
6348.0,7735.0,870.0,0.0025,0,NO,0.0,0
6350.0,7659.0,877.0,0.0025,0,NO,0.0334467276930809,0
6323.0,7596.0,916.0,0.01,0,NO,0.046344177424907686,0
3359.985,7087.879,0.0,0.172,1,NO,0.37846840023994444,1
4412.266,7508.274,381.0,0.0025,0,NO,0.0067447047680616375,0
4420.576,7520.641,382.0,0.0025,0,NO,0.025199615210294724,0
4421.501,7521.07,383.0,0.0025,0,NO,0.021638360992074012,0
4422.475,7521.769,384.0,0.0025,0,NO,0.006744704581797123,0
4418.0,7497.0,396.0,0.0025,0,NO,0.021638360992074012,0
4428.391,7574.709,389.0,0.0025,0,NO,0.028318523615598678,0
4416.0,7582.0,357.0,0.0025,0,NO,0.018098165094852448,0
4420.0,7591.0,359.0,0.0025,0,NO,0.028318522870540618,0
4390.621,7631.221,361.0,0.0025,0,NO,0.0067447047680616375,0
4393.198,7633.17,361.0,0.0025,0,NO,0.0,0
4394.729,7653.401,364.0,0.005,0,NO,0.010000000149011612,0
4384.887,7684.654,374.0,0.02,0,NO,0.04997286312282086,0
4392.777,7690.321,371.0,0.0025,0,NO,0.03386058136820793,0
4375.362,7677.273,366.0,0.0025,0,NO,0.03386058323085308,0
4403.0,7712.0,356.0,0.17,1,NO,0.06598922125995159,0
4457.0,7673.0,363.0,0.0025,0,NO,0.033196572214365005,0
4458.0,7667.0,364.0,0.0025,0,NO,0.0,0
4463.0,7642.0,388.0,0.0025,0,NO,0.025199615210294724,0
4326.012,7648.652,334.0,0.0025,0,NO,0.0829922616481781,0
4513.0,7794.0,335.0,0.073,0,NO,0.2629995971918106,1
4508.0,7800.0,336.0,0.053,0,NO,0.6171014666557312,1
4500.0,7796.0,333.0,0.006,0,NO,0.09656187035143375,0
4522.1,7817.8,320.0,0.005,0,NO,0.051749583706259726,0
4523.01,7816.72,320.0,0.027,0,NO,0.3265166595578194,1
4524.35,7815.5,320.0,0.014,0,NO,0.2541107192635536,1
4525.12,7814.83,321.0,0.123,1,NO,0.6657142877578736,1
4525.71,7814.43,321.0,0.02,0,NO,0.5351099967956543,1
4526.23,7813.82,321.0,0.015,0,NO,0.21352341771125793,1
