train_size,train_pre,val_pre,train_post,val_post
136,0.7736155953449002,0.5771440049247966,0.768041358412325,0.5812528994425653
311,0.7311885767928645,0.6332782047588472,0.718581898340049,0.6264341976011879
487,0.7224805802802914,0.6298697369484109,0.7047735709847716,0.6405265131289402
662,0.7075168704806563,0.6550548601000798,0.6895596625749889,0.6582401261523574
837,0.7077502503231778,0.6620824381554924,0.689826141725106,0.6562884676413605
1013,0.7058093038343081,0.6636769526840445,0.6882890410361954,0.6626319599474038
1188,0.7001430653725034,0.6616637868646373,0.688067008333072,0.6572049822849386
1364,0.7020427808728027,0.6620697016751166,0.6902129351922609,0.6609635560945394
